Headline,Attention
3 Lessons From Hip-Hop History That Every Young Person Ought To Know,1
How A Bunch Of Kids In The South Bronx Used Some Dusty Old Records To Change The World,0
The Fact That Sometimes Innocent People Are Executed Is Enough To End The Death Penalty. But This?,1
"Let’s See … Hire Cops, Pay Teachers, Buy Books For Schools. Or Kill People. Hard Choice, Right?",0
"At First I Was Skeptical Of This Woman, But When I Saw What She Does Every Day I Was Thrilled",1
Everybody Needs To Eat. So Why Do We Let Food Divide Us?,0
2 People Took A Camera To 3 Countries. What They Discovered Might Change News Forever.,1
Say Goodbye To The News You Once Knew. These 2 People Have Invented New News.,0
Kim Jong Un Would Really Hate For You To Watch This Which Is Exactly Why You Should,1
"In Her Country, You Can Be Executed For Watching A Hollywood Movie",0
"When He Sees His Mom, Pure Joy. Why Would Anyone Want To Keep Her From Him?",1
"Hey Minds, Wanna Get Changed? Prison Visits Are Good For Kids Of Incarcerated Parents.",0
"The Food Is Good, But The Service Is Priceless",1
"27,000 People Say There Is Definitely Such Thing As A Free Lunch",0
Ever Wonder Why People 100 Years Ago Died So Much Younger? It's These 14 Reasons.,1
14 Awful Diseases You Never Had To Deal With Because You And Everyone Around You Was Vaccinated,0
I Once Trusted Them. I Found Out They Killed Several Teenage Boys And Now My Trust Is Gone.,1
I Thought They Were Good Guys. Then They Killed Many Teenage Boys And My Trust In Them Is Squashed.,0
"When These Bright-Eyed Young People Shared Their Secret, My Stomach Dropped",1
First These Young People Share Their Passion. Then They Share Their Secret.,0
See The Hilarious Alternative To Getting Health Insurance,1
Introducing The Luck Health Plan. You’ll Be Okay. Probably. I Think.,0
Nothing Prepared Me For This Mind-Bending NASA Video About What Went On Across The Earth During 2006,1
This Is Not About What You See When You Look Up In The Sky. This Weird Stuff Is What You Can’t See.,0
"If You Can Dry Your Hands Without Thinking Of This Video Every Time, I'll Be Genuinely Surprised",1
"One Is Greener, One Is Cleaner. Which Is Better?",0
A Lesbian Gets Called Dad In Front Of Her Niece And Responds The Best Way Possible,1
"You Know That Phrase, 'You Are Either With Us Or Against Us?"" Here's Why That's Dumb.",0
The *Real* Reason Why Drugs Like Marijuana And Coke Are Illegal. It's Not What I Expected.,1
Why Are Some Drugs Are Illegal? Why Is There Even A War On Drugs? I Didn't Expect The Real Story.,0
Learn Why You Shouldn’t Freak Out About Ebola In About ... 5 Seconds.,1
3 Out Of 53 Countries In Africa Have An Ebola Virus Problem. Why Does It Seem Like There Are More?,0
"These Women Were Described As Childlike, Annoying, And Grating For Something They Can Never Change",1
"We’re Told To 'Find Our Voice' But What If When We Did, Nobody Wanted To Hear It?",0
Some Don't Like It When He Sees His Mom. But To Him? Pure Joy. Why Keep Her From Him?,1
Going To Jail *Should* Be The Worst Part Of Their Life. It's So Not. Not At All.,0
"They Had Been Getting Away With Killing Teenage Boys For Years. Then August 9, 2014 Happened.",1
"They Tear Gassed Children And People On The Streets. Yet To Many, They Are Still Heroes.",0
Eva Longoria Brings Stephen Colbert A Tomato. I Didn't Expect It To Get As Serious As It Got.,1
"Getting Paid 2 Cents Wouldn't Make Much A Difference In Anyone's Life, Except Theirs",0
Did You Know There's An Abortion Desert In The U.S.? Allow This Really 'Female' Puppet To Show You.,1
Maybe Using A Puppet To Talk About The 'A' Word Will Help People Learn About A Serious Crisis,0
Take 2 Minutes To See Why Linkin Park's Frontmen Decided To Open Up On Camera,1
They Know Some Of Their Fans Can Be Cynical. That's Why They Stepped In Front Of The Camera.,0
This Map Of Where The Ebola Virus Is In Africa Puts Things Into Perspective For Me,1
Why Africa’s Health Is Not As F****D As You Thought,0
Nothing Prepared Me For This Mind-Bending Look At What Went On Across The Earth During 2006,1
"Those Beautiful Swirling Clouds Look Like Fire In The Sky, And They Might As Well Be",0
It Was Just One Day Out Of Melissa's Life. Why Are People Using That One Day Define Her?,1
A Doctor Was Murdered For Trying To Give Women Like Her A Choice,0
The Cops Tried To Bust Him For Playing With A Rocket Launcher On A Roof. But He Schooled Them All.,1
"He May Have Started As Subatomic Particle, But A Few Billion Years Later He Became A Giant Star",0
The Cops Tried To Bust Him For Playing With A Rocket Launcher On A Roof. But He Schooled Them All.,1
A Young Neil Tyson Had To Teach Some Cops A Lesson. That Was Only The Beginning.,0
I Don't Care What Political Party You Belong To. Let's All Agree That This Is Awesome.,1
They Just Passed A Law In Florida That Gives Corporations The Middle Finger And You More Awesome,0
"A Lesbian Takes Her Niece To Meet A Princess, Is Mistaken For Her Dad, And Handles It Really Well",1
How Would You Respond If Someone Called You By The Wrong Gender? In Front Of Children?,0
How One Artist Made His Parents More Uncomfortable Than They've Ever Been Before,1
How It Is To Make Your Boyfriend Attend The Most Awkward Dinner Party WIth Your Parents Ever,0
A Man And His Boyfriend Sat Down For Dinner With His Parents. It Didn't Go Well.,1
How One Guy's Haitian Parents Reacted To The Man He Was Dating,0
A American Man And His Boyfriend Sat Down For Dinner With His Caribbean Parents. It Didn't Go Well.,1
Four Prongs Poked At Food No One Was Eating ... But Me.,0
Nothing Prepared Me For This Mind-Bending Look At What Went On Across The Earth During 2006,1
"Batman And Superman May Be Able To Save Gotham And Metropolis, But It's Up To Us To Save Our Home",0
What She Thinks Really Happened To The Missing Nigerian School Girls,1
"What Happened To The Missing School Girls May Be A Secret, But She Knows Some Things",0
You Think It Keeps You From Getting Sick. It Doesn’t And Costs You More $$$.,1
"‘Tis The Season For Sharing Germs, So You’ll Want To Hear This Guy Talk About How To Stay Healthy",0
One Thing To Keep In Mind Every Time You Approach A Sink,1
This Is A Beautiful Example Of How Playing It Safe Can Be Easier And Cost Less Too,0
"It Usually Sounds Awful When We Sing With Headphones On. But Just Sometimes, It's Beautiful.",1
"After Treatment And Beyond Hope, There Can Still Be Joy, Thanks To An Heartwarming New Discovery",0
This Massively Clever PSA Found A Way To Spread A Message Few People Talk Openly About,1
These Guinea Pigs Aren’t Just Cute. They Could Save Your Life.,0
"She Sounds Stupid And Like She Lacks Confidence, But Here’s The Astonishing Reason Why",1
Many Women Share The Same Struggle. And It Starts As Soon As They Open Their Mouth.,0
Cops Thought The Black Teen Had A Rocket Launcher. So Neil Taught Them All A Lesson.,1
"Being A Rockstar Nerd Is Unlikely Enough, But How He Got Here Is The Awesome Part",0
8 Gay Things We Were Taught As A 90s Kid,1
8 Spirit Animals From The 90's You'll Probably Want To Remember,0
She's Allowed To Teach Kids About Sex But It's Horrifying What She's Leaving Out,1
Good Teacher Are Teaching Bad Ideas About Sex And It Dosn't Look Like It's Helping,0
The Way A Love Of Music Is Bringing These Lost Souls Back To Life Is Enough To Make Anyone Cry,1
Imagine How Happy It Makes These Families To See Their Lost Loved Ones Returned To The World,0
"Seeing What A Scared Puppy Forced Herself To Do, Pretty Much Melted My Heart",1
"I Could Almost Feel The Puppy's Heart Fall, As She Watched The Other Dog Get Caught",0
You're Probably More Used To Seeing Him Shirtless And Tattooed. But This Was An Important Occasion.,1
2 Celebrity Musicians Call For Their Fans Help With The Biggest Project They've Ever Taken On,0
"He's Not Even Going To Talk About The Controversial Part. But Don't Worry, It's Still Interesting.",1
John Green Teaches Us A Fascinating History Lesson About Science,0
They Plan To Set Up Their Own Country. Are You In?,1
There Are Enough People With Diabetes To Form The World's Third-Largest Nation,0
You See This Store Everywhere. Did You Notice What’s Different About It?,1
A Major Pharmacy Just Stopped A Super Profitable Item. Here's Why.,0
"You Might See Ariel's Red Hair First, But This Trailer Exposes Plenty Of Red Flags About The Movie",1
They Say Honesty Is The Best Policy. Disney Miiiiiight Not Like That Policy.,0
To That Annoying Uncle Who Called NASA's Budget A Waste: This Is How Wrong You Are,1
NASA Has An Entire Magazine Devoted To Everyday Tech That Was First Used For Space Travel,0
Think These Things Are Super Gross? Wait 'Til You See What They Can Do.,1
She Works With Magic Mushrooms (But Not The Kind You're Thinking Of),0
What Anne Rice Thinks Gay People Have In Common With Vampires,1
"Ghosts, Sex, And Gender. Anne Rice Throws Down Some Strong Opinions.",0
How Long Do You Want To Live? See One Doctor's Very Particular Answer.,1
Zeke Doesn't Care To Live Past 75. James Wants To Convince Him Otherwise.,0
"If Your Kids Are Old Enough To Get Satire, This Is Worth Sharing With Them Before The Holidays",1
Chris Rock Is Going To Say Something That *Could* Cut Down Your Holiday Spending This Year,0
He Saw A Sight That No Other Human Will Ever See — It Was Breathtaking,1
A Polar Explorer Answers His Most Important Question: Why Bother Leaving The House?,0
"A Dude From England Explains What Sucks About Being Born American, Makes A Reasonable Point",1
An Englishman Uses Legos To Explain Why If You Are Broke In America You May Always Stay That Way,0
"Divers Wondered If It Was Supernatural, Or Maybe Aliens. And Then They Caught Him Doing It.",1
"Far Below the Floating Garbage, A Small Creature Is Doing Something Weird And Beautiful In The Sand",0
7 Ways To Figure Out When You’re Being Brainwashed,1
Every Country Uses It. Find Out How To Spot It.,0
"Some Don't Like It When He Sees His Mom, But To Him It's Pure Joy",1
1 In 28 Kids Have A Parent In Prison. Let's Listen To The The Story They Want To Tell.,0
Never Before Seen Footage Of The Impossibly Creepy And Totally Fascinating Angler Fish,1
"There Are No Tooth Fairies In The Deep Ocean, But There Is The Angler Fish. Here's A Rare Look!",0
We've Spent Billions Of Dollars To Explore Space And This Is All We Got,1
I'm Completely Unimpressed By All The People Who Say That We Don't Get Enough Out Of Exploring Space,0
A Chronically Single Person Asked Dan Savage For Relationship Advice. Here's His No-Nonsense Reply.,1
"In His House, They Call It 'The Price Of Admission.' It Sounds Fair Enough, If You Ask Me.",0
Listen Up Canada: The World Is Watching And They Saw What You Did,1
It's Like That Part Of The Movie When The Bullies Are Finally Told Right Off,0
Here's What Happens When Women Don't Dream About Their Wedding Day,1
Someone Asked This Comedian About Her 'Dream Wedding' So She Gave The Perfect Response,0
"What They Thought Was A Typical Dog Rescue, Ended With A Stunning Discovery",1
There's So Many Ups And Downs To This Dog Rescue That You'll Need A Tissue On Standby,0
Listen Up Canada: The World Is Watching And They Saw What You Did,1
David Suzuki Blasts The Mounties After They Arrest His Grandson,0
A Hilarious Comedian Explains Just How Wrong We Are When It Comes To Christmas,1
Chris Rock Wants To Jam The Way You Think About Christmas Shopping,0
Here's Why I Don't Give A Crap About The National Debt,1
Why My Brain Feels Like A Twisted Rag When Politicians Whine About The National Debt,0
"The More She Explains What These Can Do, The More My Jaw Drops",1
"The More She Explains, The More Optimistic I Get — Such A Simple Fix For Some Disgusting Problems",0
"She's The Last Person Left Who Can Speak This Language, But She's Not Letting It Go Without A Fight",1
I Didn't Think She Could Succeed. But Then I Saw How Determined She Is.,0
Here's What Happens When Women Don't Dream About Their Wedding Day,1
"When Women Don't Dream About Their Wedding Day, What The Heck Do They Dream About?",0
Depression In Teens Looks Almost Nothing Like Depression In Adults,1
Why It Can Be Hard To Tell A Depressed Teen And Normal Teen Apart,0
They Stuck A Microphone In The Soil And This Is What They Heard (With Edward Norton's Help),1
"Listening In On The Soil Isn't Easy, But Their Technology Plus Edward Norton's Voice Nail It",0
Are You White Or Straight Or A Man? Here's How Not To Be Super Terrible At Helping The Rest Of Us.,1
How To Avoid Being An Unintentional Jackass While You're Helping Someone Who Needs It,0
The Truth About The Ferguson Case That Most People Won't Acknowledge,1
Some Math About The Reality Of The Next Ferguson And Some Poetry About The Current One,0
Michael Brown's Mother Has One Request. Here Are 5 Reasons For Why We Should Honor It.,1
They Want Your Help Honoring Their Son. Their Request Means Safer Streets For *Everyone*.,0
Here's What Happened In A St. Louis Club The Night The Darren Wilson Verdict Was Announced,1
He Thought Of His 2 Sons. He Cried. He Hugged His Wife. And He Took The Stage With An Open Heart.,0
The Cartoon Isn't Funny. And Neither Are These Numbers That Support It.,1
"We're Pretty Good At Ignoring These Problems, But By Putting Them Together Maybe We'll Pay Attention",0
10 Cartoon Frames That Expertly Deliver 1 Inspirational Reminder,1
"Short, Inspirational Cartoon On Working Your Butt Off To Become An Astronaut. Or Anything, Really.",0
"Dip Your Meat In Meat Sauce? Own A Meat Funnel? Well, Put The Pork Chop Down And Come With Me.",1
"Bacon May Be Proof That God Exists, But Even God Rested For A Day",0
"30 Seconds In, The Dog Whimpers. And My Heart Drops. Thankfully, This Story Has A Happy Ending.",1
"This Guy And His Dog Nearly Broke My Heart. Thankfully, Responsibility Won The Day.",0
Nothing About This Restaurant Should Work. Everything About It Works Perfectly.,1
He Wanted To Feed People. He Got More Than He Bargained For.,0
Did You Know There's An Abortion Desert In The U.S.? Allow This Really 'Female' Puppet To Show You.,1
"There's A Women's Health Crisis In America. Allow This ""Womanly"" Puppet To Explain It To You.",0
Why Aren’t All Rivers Straight? The Answer Is Kind Of Mind-Blowing.,1
Why Aren't All Rivers Straight? Because There Is A Disturbance In The Force.,0
"Think About The Best Food You've Ever Tasted. Now, Here's The Backstory.",1
"The Earth's Skin Is A Lot Like Ours. It's Not Very Thick, It's Alive, And It Needs Proper Treatment.",0
"Before You Argue On The Internet, Stop And Hear This Dude Give You A Few Good Pointers",1
The Ultimate Guide To Not Sounding Like A Fool When You Jump Into Online Debates,0
Monster' Is Too Gentle A Word For What Their Camera Captured. Seriously. My God.,1
"It's So Ugly It's Almost Beautiful. Disgusting, Scary And Riveting All At The Same Time.",0
The Big Thing About Solar Power I Never Understood Until Someone Grabbed A Whole Lot Of Yarn,1
"They’re Big, White, And Pretty, But They’re Messing With Our Future. Jerks! (OK, I’ve Calmed Down.)",0
"He Tattooed ""Property Of"" Permanently On Her Body. But Now She Knows That Nothing Lasts Forever.",1
Ever Heard Of A Tattoo Scholarship? It's Probably Not What You Think And It Just Might Make You Cry.,0
They Call It Black Gold And It's Pretty Miraculous Stuff,1
Some People Take Playing In The Dirt Really Seriously. They Find Some Pretty Cool Stuff.,0
Her Take On Being A Woman In The Music Industry Is Hilarious - Until You Realize That It's True,1
It's An Industry Where The Path To Success May Involve Kissing And Stilettos. Only If You're A Girl.,0
"He Wrote 14 Tips For His Future Kid, And I Wish My Father Had Told Me Number 4",1
Read Practical And Poignant Parenting Advice From A Man Who Didn't Even Have A Kid When He Wrote It,0
Nothing About This Restaurant Should Work. Everything About It Works Perfectly.,1
"She's Not Going To Hand You A Bill, But She'll Take Your Cash",0
She Walked In The Classroom Saw Something Terrible And Took Her Seat Anyway. Then She Stood Back Up.,1
What They Did Was Awful And She Didn't Say Anything Then. But She Has Something To Say Now.,0
It's Been Called A 'Life-Changing Film.' It's Obvious What All The Fuss Is About.,1
I’d Tell You How I Feel Watching Music Perform Miracles If I Could Just Catch My Breath,0
A Chart That Shatters Every Single One Of Your Excuses ... Forever.,1
Only 29 ... 28 ... 27 ... Shopping Days Until Christmas. Here's How To Spend One Of Them.,0
"Nobody Else Showed Up For Work At The Nursing Home, But These Two Guys Didn't Quit",1
"Here’s The Thing: Most Working People Are Just Like These 2 Guys. Heart Of Gold, And A Kind Soul.",0
"Nazis Have Never Been About The Funny, But This Time The Fools Are Hilarious",1
"Walkathons Aren’t Usually Funny, And This One Had No Idea How Completely Hilarious It Was",0
Here's A Good Reason To Eat All The Bacon You Want Almost Every Day Of The Week,1
"Bacon May Be Proof That God Exists, But Even God Rested For A Day",0
Here's A Good Reason To Eat All The Bacon You Want Almost Every Day Of The Week,1
You Can Pry The Bacon From My Cold Dead Hands On A Sunday. On Monday? You Can Take It.,0
An Estimated 1 Million Sea Creatures Die Each Year From *This* Human Activity,1
The Answer To Saving 250 Million Trees Each Year Is A Simple One,0
Backwards Stuff To Think Of While Sitting At The Table This Thanksgiving,1
That Time Most States Basically Made It Illegal To Be Homeless,0
These Ladies Aren't Happy With Their Reflection. But Then The Mirror Tells The Truth.,1
Knowing How They Feel About Themselves At First Makes Me Want To Cry. The End Is Such A Relief.,0
Why Science Wants You To Do 1 Thing 15 Minutes A Day ... In The Winter,1
The Scientific Reason You're Probably Eating More Potatoes In The Winter,0
"If You're Not Interested In This, It Might Be Because You Didn't Have It Growing Up",1
Scientists Say We Need More Science In Schools. And A Ton Of Art.,0
How One Family's Thanksgiving Was Ruined With A Taste Of Their Own Good Ole' American Medicine,1
"They Got Comfy, Ate Their Food And Invited Over Some Friends. Talk About Thanksgiving Déjà Vu.",0
These 7 Countries Are 60% Responsible For This Global Crisis. Do You Live In One?,1
36 Football Fields Every Minute. Think About That Next Time You're Watching The Big Game.,0
Her List For How To Be A Woman In The Music Industry Is Hilarious - Until You Realize That It's True,1
Her Tips For How To Make It As A Woman In The Music Industry Would Be Funny If They Weren't So True,0
Jon Stewart Adds 1 More Thing To List Of Innocent Things Black People Do That Look Suspicious,1
Our Police Need To Be Able To Take Criticism Without Resorting To Playground Revenge,0
1 Picture That Could Possibly Make People Act A Little Less Racist,1
A Man Was Sick Of This Continent Getting A Bad Rap. So He Made A Great Point In One Image.,0
See How A Man Found Innocent Of Murder Reacts After Being Released From Prison After 39 Years,1
Ricky Jackson Was Convicted For Murder. 39 Years Later He Was Found Innocent.,0
See How A Man Found Innocent Of Murder Reacts After Being Released From Prison After 39 Years,1
"If I Was Found Innocent After 39 Years In Jail, I Would Not Be This Cool And Generous",0
They Said No Kids Allowed. Watch This Girl’s Awe-Inspiring Response.,1
She Watched Her Friends Get Chased Away. Watch Her Awe-Inspiring Response.,0
Why You Shouldn't Tell Kids Not To Take Candy From Strangers,1
The Truth About Keeping Children Safe That Most Of Us Never Knew,0
What Actually Happened When Rosa Parks Was Arrested — It's Not What I Learned In School,1
Meet The 15-Year-Old Who Refused To Give Up Her Seat Long Before Rosa Parks,0
"If You've Ever Been White, It'd Be Great If You Watched This",1
"The Secret To Being An Awesome Friend To A Black, Gay, Or Female Person",0
"Before Heading To The Next Gathering Of People In The Streets, You Might Want To Take A Look At This",1
"How You And 4 Or 5 Friends Could Film The Next Viral Hit From The Streets Of Your Town, USA",0
25 Year Old Teacher Had Only 4 Minutes For His 1st-Ever TED Talk. He Nailed It.,1
"After Asking His Students To Tell The Truth, He Realized He Was Going To Have To Tell His.",0
The #1 Most Annoying Question You Need To Stop Asking When You First Meet Someone,1
"A ""Go-To"" Question You're Asking Strangers, That Could Make You Come Across As A Snob",0
Here's a 'Sh*t People Say' That I Wasn't Prepared For,1
Ever Wondered What Coal Executives Have To Say For Themselves?,0
A Mother Doesn't Understand Why Her Daughter's Depressed. Her Daughter Clears That Up For Her.,1
Her Mother Says Happiness Is A Decision. Her Mother Has Obviously Never Been Depressed.,0
"Long Holiday Shopping Hours Are Pretty Convenient, But From This Angle They're Pretty Hypocritical",1
What The Holiday Shopping Season Gets Right That Our Government Could Stand To Learn From,0
"If You've Ever Been White, It'd Be Great If You Watched This",1
"If You've Ever Been Human, It'd Be Great If You Watched This",0
"If You've Ever Been White, It'd Be Great If You Watched This",1
"If You've Ever Been Good, It'd Be Great If You Watched This",0
Have Long Hair? I Bet You're Sick Of Strangers Telling You To Do What This Toddler Just Did.,1
Little Women. The Gifts Of The Magi. And Now Emily.,0
"If You've Ever Been White, It'd Be Great If You Watched This",1
"If You Think All Lives Matter, You Should Watch This",0
Every Restaurant Makes It — Except This One. So How Are They Still In Business?,1
See How A Man Who Almost Lost His Dream Turned It All Around,0
"The Company Never Took Responsibility For The Accident, So These Guys Put On Suits And Went To Work",1
Does Growing Food Have To Be So Dangerous? These Guys Don't Think So Either.,0
One List That America Should Be Ashamed To Be On. And North Korea Is Barely Beating Us.,1
That Time America Was On A Top 10 List With 5 Countries That They Occasionally Criticize Loudly,0
A Homeless Woman Built Herself A House In The Country. Now She Might Get Thrown Back Into The Cold.,1
She Built Herself A Home On The Place She Grew Up. Now Some Powerful People Wanna Throw Her Out.,0
"A Lesbian Takes Her Niece To Meet A Princess, Is Mistaken For Her Dad, And...",1
How Would You Respond If Someone Called You By The Wrong Gender? In Front Of Children?,0
A Kinda Snobby Question You Need To Stop Asking When You First Meet Someone,1
"The Annoying Question People Ask, That Says Way More About Them, Than Any Answer You Give",0
"The Accident Has Never Been Cleaned Up, So After 20 Years He Decided To Don A Suit And Do Something",1
They'd Been Working For 20 Years To Get Help After The Disaster. Did The Yes Men Do The Right Thing?,0
A Famous NHL Goalie Put A Bullet In His Head And He Wants Everyone To Know Why,1
"A Famous Goalie Survived Near Death On Ice, Then Survived A Bullet To The Head - That He Put There",0
He Eliminated The One Thing That Every Restaurant Makes. How He Did It Is Spectacular.,1
"At Age 4, He Knew What He Wanted. What He's Accomplished Since Then Is Astonishing.",0
He Got A Standing Ovation For An Utter Takedown Of The Way We Do Charity,1
5 Silly Ways Orgs Trying To Do Good In The World Are Held Back That For-Profit Companies Aren't,0
"The Ancient Greeks, Pacific Islanders and Maya All Ignored This One Thing. Big Mistake!",1
"Now That This Is A Luxury Item, Will We Pay More Attention?",0
"What It Looks Like When You Can’t Afford College, But Decide To Go Anyways",1
"If You’ll Get Social Security Way Before You Pay Off Your Student Loans, You’re Not Alone",0
*Don't* Tell Kids Not To Take Candy From Strangers. Or Not To Talk To Them. Here's Why.,1
Why Telling Kids To Be Afraid Of Strangers — Or Not To Talk To Them — Won't Make Things Better,0
"In 1989, A Man Shot 14 Women At A Canadian School. Here's The Word He Used To Describe Them.",1
It's Been 25 Years Since The Horror Of The Montreal Massacre. Here's Why We Should Never Forget.,0
"When He Says, ‘I’m A Human Being,’ It’s Hard Not To Get Choked Up Right Along With Him",1
Can You Watch This And Still Pass By Homeless People In The Street?,0
"Turns Out, Your Kid Using An iPad Or Android Is NOT A Good Idea. Here’s Why.",1
"They’ll Eventually Take All Of Our Jobs, But Will These Help Them?",0
"Now That I Know Why They're Always Available, I Don't Think I Want Them Anymore",1
They Were So Successful We Had Too Many. The Answer? Cool Whip.,0
He Managed To Get A Projector Into The Ebola Ward. Guess What Movie He Played For The Patients?,1
He Got A Projector To Bring Patients Some Joy. Reading This Will Be A Bright Spot In Your Day.,0
They're Innocent Looking Enough But Actually Quite Dangerous,1
"We Make Just About Everything With Them, But Does The Way We Make Them Have To Be So Dangerous?",0
"If You've Ever Been White, It'd Be Great If You Watched This",1
How To Not Get Offended By Your Co-Worker And Vice Versa When Talking About Hot-Button Topics,0
Is America Mine? Is It Yours? Is It *Anyone's*?,1
Could Having *More* Citizens Actually Strengthen America's Freedom?,0
The Doctor Gave Him 2 Choices. His Decision Ended In Tears. But He Won't Forget What She Taught Him.,1
He Retells The Story Of His Mother's Death And What She Taught Him That We Can All Take To Heart,0
The U.S. Has Been Really Great Allies With This Country. Here's Why It's Time For That To End.,1
"Time Magazine Said He Was Saving Mexico, So Why Did His Forces Kidnap 43 Students?",0
5 Reasons You Should Stop Spending Money On Yourself Right Now,1
The Truth Behind How To Spend Your Money To Buy Happiness,0
A Homeless Man Escapes The Streets By Taking Out 37 Thousand Dollars In Student Loans,1
"If You Graduated Many Moons Ago, But Still Have Student Loan Nightmares, Here's Why",0
"If You've Ever Been White, It'd Be Great If You Watched This",1
"When You Can't Relate But Really Want To, Here Are 5 Things To Keep In Mind",0
They Put Two Guys In A Room And Made Them Argue Passive-Aggressively For 90 Seconds Or So,1
You Don’t Have To Put Your Money Where Your Mouth Is — Just Don't Fork It Over To Wall Street. Okay?,0
11 Facts You Should Know About Eric Garner's Death,1
He Was Killed Death By Police. It Was Ruled A Homicide. Why Did The Police Officer Get No Charges?,0
"If You've Ever Been White, It'd Be Great If You Watched This",1
Her 5 Tips For How To Be A Good Teammate Are So Dead On. I've Done #3 Wrong So Many Times.,0
5 Reasons You Should Stop Spending Money On Yourself Right Now,1
5 Reasons You May Be Spending Your Cash All Wrong (And How To Do It Right),0
A Kid On A Skateboard Crashes Into A Construction Worker. It Just Gets So Good After That.,1
The Things They Do For Each Other Are Just The Best. Everything In Here Makes Me Smile.,0
A Hidden Truth About Organic Food That's Going To Make You Feel Better About That Arugula.,1
"Maybe You Think It's Just A Sticker, But It Has A Huge Impact On The Globe",0
I've Been An Amateur Photographer For Years. This Clip Opened My Eyes About Filming Crowds And Cops!,1
"When Cops Encounter Crowds Of People, Things Can Get Dicey. Here's How To Best Capture It On Video.",0
A Homeless Man Escapes The Streets By Taking Out 37 Thousand Dollars In Student Loans,1
He Went From Homeless To 37K In Student Loans And Is Still Optimistic,0
"He Gives All The Reasons People Say Diversity In Movies Isn’t Important, Then Proves Them All Wrong",1
What ‘Jaws’ Can Teach Us About The Importance Of Telling Better Love Stories,0
"The Sad, Angering, And Shameful Thing Some Cops Do That Needs To Be Stopped",1
Here's Why Robocops Might Be Less Scary Than Human Cops,0
"25 Things Men Don’t Have To Worry About While Playing Video Games, But Women Do",1
Here's What It Really Looks Like To Care About Ethics And Video Gaming,0
She Knows Her Brother's Number By Heart. But She Doesn't Tell Them. Ever.,1
She Loves Her Brother For The Man He Is And Not The Things He’s Done,0
"They're Lovely, But What I Just Learned About Them Has Me Feeling A Bit Sick.",1
This Isn't How I Imagined We'd Be Using Surplus Tear Gas,0
Things Don't Go As Planned When A Beautiful Blonde And Blue Eyed Freshman Sits Next To Him In Church,1
He's Gay. What *Would* Jesus Do?,0
"He Calls Out A Huge Misconception So Many People Have, And It's Kind Of Important We Get It Right",1
"At One Point, There Are Tomatoes As Wheels And A Sun Made Of Corn. (And No, I'm Not Tripping.)",0
The Doctor Gave Him 2 Choices. His Decision Ended In Tears. But He Won't Forget What She Taught Him.,1
He Was Faced With 2 Frightening Choices. It Ended In Tears. But It's A Story We Can All Learn From.,0
An Adult Or A Child: Who's More Likely To Sexually Abuse A Child? I Wasn't Expecting The Answer.,1
Don't Tell Kids Not To Be *That* Afraid Of Stranger Danger,0
An Interviewer Gets 7 Famous Actresses Together. I Only Wish Their Responses Shocked Me More.,1
Think These Celebrities Aren't Feminists? Hear What They Have To Say About Sexism.,0
"They Sat Down For A Calm, Rational Discussion. Well, At Least One Side Did.",1
It Doesn't Take Sherlock Holmes To Deduce That A Solution To This Problem Needs To Appear. Soon.,0
Watch The Best 2 Minutes And 39 Seconds You'll See All Week,1
This Black Woman Has Had Enough. And She Lets The NYPD Know.,0
He Implied Black People Are Born Dangerous. Watch What She Says Back.,1
"In Act 1, She Set Out On Her Journey. In Act 2, She Hit An Obstacle. You're About To See Act 3.",0
What's The Deadliest Infectious Disease In Your Country? This Map Will Show You.,1
A Colorful Map Shows Which Infectious Diseases Thrive Where,0
Meet The People Who Actually Want You To Go To Prison,1
Wouldn't It Be Weird If Someone Bought All The Hospital Beds In Town And Promised To Keep Them Full?,0
"25 Things Men Don’t Have To Worry About While Playing Video Games, But Women Do",1
25 Men Decided To Publicly Stand Up For Female Gamers. Bravo.,0
Will These Electrifying Speeches Go Down In The History Books? I Sure Hope So.,1
People Who Say Kids These Days Are Lazy Haven’t Met These 7 Superstars,0
Don't Believe In Two Different Americas? Here's All The Proof You Need. Which One Do You Live In?,1
Here's A Bunch Of Good And Bad Cop Stories. It's A Problem No Matter Which Ones You Relate To.,0
They're Innocent Looking Enough But Actually Quite Dangerous,1
What Do Strawberries Have To Do With Tear Gas? It's One Crazy Connection.,0
Don't Believe In Two Different Americas? Here's All The Proof You Need. Which One Do You Live In?,1
There Are Two Ver Different Americas. Guess Which One You Live In.,0
A Lot Of People Got Mad When They Saw This Project On Race. Does It Do More Harm Than Good?,1
I Agreed With Some Of These People. Others Made Me Wish I Could Send Them To Another Planet.,0
"When You Realize Who We're Feeding With Our Extra Food, You'll Spit Out Your Corn",1
Take 2 Minutes To Understand How Science Can Upend This Big Misconception,0
"Here's How Hollywood Is F*cking With Our Perception Of Love, And Here's How We Can Fix It",1
What ‘Jaws’ Can Teach Us About The Importance Of Telling Better Love Stories,0
"If You've Ever Had Someone Judge You Based On Your Boob Size, This One Is For You",1
Your Bra Size Has Nothing To Do With Your Brain Size But People Sure Seem To Think So,0
"A Gorgeous Blonde, Blue Eyed Freshman Sits Next To Him In Church. Things Don't Go The Way He'd Like.",1
A Lot Of Them Have Been Saying God Hates Them. God Probably Has Another Idea About That.,0
By Day She's A Teacher; By Night She Helps Women Pay For Something Very Private. What A Job.,1
