Headline,Attention Score
"The Cyborg Arm From 'Terminator' Is Finally Here, But They Forgot To Make It Evil",1
Unbelievable Cyborg Arm Technology Is Here. See What 'Terminator' Got Right.,0
Her Husband Won A Nobel Prize. But She's About To Be A WAY Bigger Deal.,1
A Girl Grew Up Into A Woman Who Just Became A Part Of American History Forever,0
She Didn't Think Her Girlfriend Was Romantic Enough. She Seems To Have Spoken Too Soon.,1
"She Brought A Bus, A Band, A Ton Of People, And A Giant Sign. Then She Asked The Big Question.",0
Here Are 5 Fact-Checked Things About The Place You Live That You May Not Have All The Facts About,1
I Get It. You Don't Think Global Warming Is Man Made. It's Still A Real Thing Though.,0
"This Isn't The Party Of Abraham Lincoln, And It Hasn't Been For A Long Damned Time",1
Some Facepalm-Worthy Low-Lights From Our Slow March Towards Self-Sabotage,0
Watch A Music Video Parody That Deserves Both A VMA And A Nobel Prize,1
"For The Love Of Jay-Z And Alicia, Watch This Great Parody Music Video
",0
"If You Know A Girl Who’s Ever Felt Invisible Or Unheard, Please Show Her This",1
250 Million Girls Are About To Tell You Why This Moment’s Important.,0
Know A Girl Who’s Ever Felt Invisible? Please Show Her This.,1
Know A Girl Who’s Ever Felt Invisible Or Unheard? Please Show Her This.,0
What An Orangutan Says To This Little Girl Is A Message We All Need To Know About,1
"So Disturbing: If Animals Could Talk, This Is What They Would Say?",0
After Seeing These Prices I Might Think Twice Before I Complain About My Own Phone Bill,1
All These Families Want To Do Is Talk To Their Loved Ones. Why Does It Seem So Impossible?,0
"If Women Were In Charge, I Wonder: Would We Be In This Situation?",1
"\When A Country Makes A Mockery Of It's Own System, These People Are Put At Risk",0
This Place Gets Five Stars Without Even Tasting The Food,1
Don't Need To Taste The Food Here To Make My Reservation,0
If You Know Someone Whose Life Revolves Around Facebook And Twitter You Might Want To Share This,1
For Those Of Us Who Spend Way Too Much Time Online,0
Congress Did Something So Spectacularly Creepy That It's Too Unbelievable To Make Up,1
The GOP Made A Rule That Their Boss Couldn't End The Shutdown. Or Almost Anyone Else. Not Joking.,0
Congress Did Something So Spectacularly Creepy That It's Too Unbelievable To Make Up,1
Congress' Little Rule Change That They Hoped You Wouldn't Notice,0
Little Boys Learn A Lot From 'Star Wars.' Some Of It Is Very Bad.,1
"When I Was A Little Boy, I Learned A Lot From 'Star Wars.' Even The Bad Stuff.",0
Two Doctors Kill A Man By Drawing On His Hand. I Would Not Recommend This Hospital.,1
"Nurse, This Man Is Dying! Get His Horoscope In Here, Stat! ",0
"Bernie Sanders Is Pissed, And For Good Reason",1
What Blackmail Means To One Passionate Senator,0
10 Reasons Why Global Warming Is A BIG FAKE,1
10 Stupid Thoughts That Are Slowing Down A Solution To Global Warming,0
She Didn't Think The Love Of Her Life Was Romantic Enough. She Seems To Have Spoken Too Soon.,1
She Didn't Think Her Girlfriend Was Romantic Enough. She Seems To Have Spoken Way Too Soon.,0
That Moment You Realise That America Is Actually Way More Sexist Than You Could Have Imagined,1
"Why Does This Woman Look So Upset, And Why Will You Be Cop",0
Just An Average Night In DC. Try Not To Throw Up.,1
"Meanwhile, In Washington...",0
Just An Average Night In DC. Try Not To Throw Up.,1
An Average Night In DC Takes A Turn For The Disgusting,0
Just An Average Night In DC. Try Not To Throw Up.,1
"Yeah, That Just About Covers Everything I Hate About Politics",0
That Awkward Moment You Realise America Is Way More Sexist Than You Could Have Imagined,1
It's Totally Legal To Discriminate Towards 50% Of This Country. Still. In 2013.,0
A Lobbyists And A Congressman Walk Into A Restaurant. See What Happens Next.,1
Watch A Lobbyist And A Congressman Literally Stuff Each Other’s Faces,0
"Even If You're A Fan Of The Tea Party, This Will Make You Laugh",1
What It Surely Must Be Like Bargaining With A Certain Part Of Congress,0
A Lobbyist And A Congressman Walk Into A Restaurant. See What Happens Next.,1
So A Lobbyist And A Congressman Walk Into A Restaurant ...,0
A Lobbyist And A Senator Walk Into A Restaurant. Thinks Get Sickening From There.,1
A Lobbyist And A Senator Walk Into A Restaurant. Here's What They Talk About.,0
The Dirty Little Secret That Fast Food Companies Don't Want You To Know,1
"If Fast Food Joints Actually Paid Better, Taxpayers Would Save $7 Billion",0
That Awkward Moment When You Realise America Is Way More Sexist Than You Could Have Imagined,1
That Awkward Moment When You Realise America Is Almost As Sexist As It Was Before Bras Were Burning,0
This Is What It Feels Like When You Finally Get Equal Rights Under The Law,1
Here's What Marriage Equality Sounds Like,0
Why're We Afraid Of Talking Religion And Politics Over Dinner But Cool With This Offhand Mention?,1
Ever Secretly Make Your Stomach Fat Talk? Turns Out We're All Doing It.,0
She Didn't Think The Love Of Her Life Was Romantic Enough. Then She Looked Out Her Office Window.,1
"She Didn't Think The Love Of Her Life Was Romantic Enough. The Band, Bus, And Giant Sign Fixed That.",0
Debt Collection Agency Unleashes New Scheme To Get Us To Pay Up. And It’s Working.,1
Woman’s Experience With Debt Collection Leaves Her In Tears. And Indebted Forever.,0
"What They're Trying To Do To This Man Is Rough, But What He Says At The End Is Devastating",1
Does The Future Of Our Cities Look A Lot Like Detroit?,0
"We've All Done This Without Thinking And It May Ruin Our Chances At A Happy, Wealthy Life ",1
"Why This Guy Says You're Unfocused, Hyperactive and Potentially Fabulous ",0
One Of The World's Most Despised Groups Is Shocking The Country With Some Cut-Throat Awesomeness,1
Debt Collection Agency Unleashes New Scheme To Get Us To Pay Up. And It’s Working.,0
One Of The World's Most Despised Groups Is Shocking The Country With Some Cut-Throat Awesomeness,1
Do You Hate Collection Agencies? So Does This Collection Agency.,0
"One Of The World’s Most Hated Groups Found Her, Took Her Money, And Left Her In Tears (Of Happiness)",1
A Debt Collector Who Spreads Joy? I Hope This Catches On.,0
"We've All Done This Without Thinking And It May Ruin Our Chances At A Happy, Wealthy Life ",1
"If You Chased Dreams On Twitter, Pictured A Future On Instagram, Or Found Destiny On Facebook... ",0
Watch A Student Totally Nail Something About Women That I've Been Trying To Articulate For 37 Years,1
Watch Lily Myers Define What's At The Core Of Women's Issues In 3.5 Thought Provoking Minutes,0
Watch What Happens When This Surgeon Decides To Take The Dollars Out Of His Healthcare,1
Cracking Open Rib Cages Isn’t The Only Way This Cardiac Surgeon Shows Heart,0
"Need Your Faith In Humanity Restored? Meet ""Doctor Feelgood.""",1
Even Apocalyptic Sandstorms Can’t Seem To Stop These People From Doing Their Thang.,0
10 Reasons Why Global Warming Is A BIG FAKE,1
10 Reasons Why Global Warming Is A BIG FAKE (Sarcasm),0
The Female Body Part That Wasn't Actually Discovered Until 1998,1
The Female Body Part That Wasn't Discovered (For Real) Until 1998,0
Watch Oprah Get Confused When An Amazing Woman Talks About How She Doesn't Believe In God,1
Everything You And Oprah Wanted To Know About Atheists But Were Afraid To Ask,0
Oprah Tries To Tell An Atheist What To Think. The Atheist Responds Like A Christian. Or Any Human.,1
"If You Think Atheists Have No Morals, You Probably Need To Watch This",0
Here Are 5 Fact-Checked Things About The Place You Live That You May Not Have All The Facts About,1
Here Are 5 Things About The Place You Live That You May Not Have All The Facts About,0
"A Guide To Making The Internet Suck Less, By A Kid Who Will Probably Be President
",1
Listen To This Real Talk From A Kid President Who Tells Us The Best Way To Use The Internet,0
"Liberal, Conservative, Whatever: Here Is Something You Agree Ain't Right",1
"Liberal, Conservative, Whatever: Here Is Something You All Agree Ain't Right",0
Watch Oprah Get Confused When An Amazing Woman Talks About How She Doesn't Believe In God,1
Oprah Tries To Tell An Atheist What To Think. The Atheist Responds Like A Christian. Or Any Human.,0
The Eerie Thought About God That The Inventor Of The Nuclear Bomb Had When It Went Off,1
"The Men Who Built The Atomic Bomb Felt Like Gods When It Worked, But Not In An Egotistical Way",0
"A Congressman Throws An Embarrassing Tantrum At A Science Fair — It's Cool, You Didn't Vote For Him",1
DRAMATIZATION: A Congressman Throws An Embarrassing Tantrum At A Science Fair,0
"This Aggressive, Rude, Negative, Anti-Motivational Speech Is The Best Thing I've Ever Heard",1
Insulting Is The New Motivational Technique — Somehow It's Really Effective,0
The Study Every Democrat Should Know About,1
Does Democracy Still Work In America?,0
100%-Pure-Grade Amazeballs: What We Can Learn From A Smoking Cardiac Surgeon,1
"Need Your Faith In Humanity Restored? Meet ""Doctor Feelgood.""",0
The Reason He Throws His Wrestling Match Is Pretty Damn Spectacular,1
"He Lost His Father In Iraq.  Well, Dad, You Would Be So Freakin' Proud",0
This Kids Logic Will Convince You To ​​Delete Candy Crush From Your Phone And Hand Over Your Socks,1
"This Boy Has An Idea To Make The World A Little Bit Better – It Involves Your, Erm, Socks",0
The Eye-Opening Study Every American Needs To See,1
Why Democrats Might Be Betting On The Wrong Horse,0
Psst. You. It's Totally Okay To Feel Low Right Now. Here's Something That Might Help.,1
Why A Late-Night Trip To A Taco Truck Might Be The Best Thing You Can Do For Yourself,0
This Video Will Make You As Uncomfortable As An Open-Backed Hospital Gown Does.,1
"Um, Gynecological Sock Puppets? Time To Add One More Thing To Your List Of Biggest Fears. ",0
"In A Crazy Twist, Someone Figured Out How To Make McDonald’s Execs Sick To Their Stomachs",1
"Finally, Someone Figured Out How To Make McDonald’s Feel As Bad As They Usually Make Everyone Else Feel ",0
"In A Crazy Twist, Someone Figured Out How To Make McDonald’s Execs Sick To Their Stomachs",1
"This Is One Pissed Off, Embarrassed Fast Food Clown ",0
"If You Have Ever Felt Alone, You’ll Understand What These Kids Find In The Boxes",1
What This Band Of Outcasts Find In A Few Boxes Is Just What They Needed,0
This Kids Logic Will Convince You To ​​Delete Candy Crush From Your Phone And Hand Over Your Socks,1
"This Kids Logic May Convince You To ​​Delete Candy Crush Off Your Phone And, Er, Give Him Your Socks",0
The Look On Stephen Fry's Face While Talking To An Ex-Gay Therapist Says It All,1
An Eye Opening Conversation Between Two Men On Different Sides Of The Homosexuality Debate,0
My Father-In-Law Says We Should Not Bail Out Detroit. I Think I'll Send Him This.,1
Why Detroit Going Bankrupt Should Terrify All Of Us,0
The Real Cost Of The Tea Party's Shenanigans In One Horrifying Graphic,1
What The Debt Ceiling Battles And Government Shutdown Cost The Country: Sh*t Just Got Real...,0
"There's One Thing Almost Every TV Wife Has In Common, And It's Not That They're Naggy Buzzkills",1
Why I Almost Always Find Myself Rooting For TV Wives In Antihero Dramas,0
"One Of The World’s Most Hated Groups Found Her, Took Her Money, And Left Her In Tears (Of Happiness)",1
"They Found Her, Took Her Money, And Left Her In Tears. But It's Actually A Pretty Happy Story. ",0
"Park Rangers And Others Spoke About The Shutdown, But They Had To Be Anonymous To Do It",1
The Most Beautiful Places In The Country Deserve To Be Treated Better Than This,0
"Some Thought They Were Trying To Keep Folks Out, But They've Spent Their Lives Doing The Opposite",1
"Park Rangers And Others Spoke About The Shutdown, But They Had To Be Anonymous To Do It",0
"National Park Service Workers Tell The Truth About The Shutdown, And It's Very Real",1
Our National Parks Don't Just Stay Beautiful On Their Own. They Need These People.,0
Woman Battling Cancer Shares 12 Staggering Photos Of Her Fight,1
What Do All These Faces Have In Common? They Belong To One Woman Who Fought Back.,0
Most People Would Get Mad When Told They Couldn't Do Something. She Decided To Make A Pretty Point.,1
Maybe You Noticed Something About All The New Faces On This Comedy Show - You're Not The Only One.,0
If You Were Never Bullied You Probably Don't Understand Why This Ends Badly,1
"If You Know Someone Who Was Bullied, They Probably Understand Why This Ends Badly",0
Watch What Happens When This Surgeon Decides To Take The Dollars Out Of His Healthcare,1
That Time The Surgeon Decides To Take The Dollars Out Of Healthcare,0
How To Not Talk About Rape On TV. Brought To You By A Dude Who Should Never Talk About Rape On TV.,1
"I Went To Law School Too, But I’d Never Go On National TV And Blame A Girl Who Says She Was Raped",0
What Happens When Folks Who Are Unemployed Actually Stop Looking For Work?,1
We Need A New Name For When You're Unemployed And Have Given Up On Even Looking For Work,0
"Doctors Told Sam He Had Until He Was 13. He Just Turned 13. Here’s How's He's Fighting.
",1
He Lets Us Take A Peek Into His Extraordinary Life. Wow And Thank You.,0
Watch This Creepy Lawyer Get Called Out For Being Sexist And Gross By A FOX News Anchor,1
A FOX News Anchor Calls Out A Super Skeezy Lawyer For Some Ridiculously Sexist Remarks,0
Something Sickening Is Happening To Some Of Our School Children And You Probably Have No Idea,1
Something Disturbing Is Happening To School Children And You Probably Have No Idea,0
The Life You Lead When You're The Prince Of One Of The Biggest Countries In The World. And Gay.,1
The Crown Is Not The Heaviest Burden This Prince Has Had To Carry,0
Teen Tries To Develop Cancer Test. Adults Scoff. Teen Shrugs And Does It Anyway.,1
"Teen Wants To Beat Cancer, But First He Has To Beat Boneheaded Adults",0
His Mom Made A Mistake He Will Never Be Able To Forget,1
"A Child Should Never Have To Call Their Parents In Jail. And Yet, Here We Are.",0
"It's Not Perfect, But A Couple Teens Put Together The Most Authentic Obamacare Pitch I've Seen",1
There Are Teens Who Don't Ever Think About Health Care. And Then There Are Teens Who Rap About It.,0
"If You Have Kids, Then You Know What She's Going Through",1
She Can't Afford To Not Afford Her Daughter's Health,0
"Exposing Political Corruption, One Cross Country Road Trip At A Time",1
How A Road Trip From Chicago To LA Became So Much More,0
She Did Everything She Was Supposed To Do. The Least These Cops Could Do Is Show Some Sympathy.,1
She Did Everything She Was Supposed To Do. The Least These Jerks Can Do Is Show Some Sympathy.,0
Her Mom Disappointed Her For Much Of Her Life. Then On Her Deathbed Something Beautiful Happened.,1
Her Family Didn't Handle Her Coming Out Too Well. But Her Mom Finally Came Around.,0
"Toddlers Aren't Normally This Profound, Last Time I Checked",1
"If My Toddler Ever Says This, I'm Sending Them To College Early",0
Teen Tries To Develop Cancer Test. Adults Scoff. Teen Shrugs And Does It Anyway.,1
Teen Tries To Develop Cancer Test. Haters Hate. Teen Shrugs And Does It Anyway.,0
"Sure It's Not Perfect, But A Couple Teens Made The Most Authentic Obamacare Pitch I've Seen",1
"It's Not Perfect, But A Couple Teens Put Together The Most Authentic Obamacare Pitch I've Seen",0
Psst. You. It's Totally Okay To Feel Crappy Right Now. Here's Something That Might Help.,1
Heyyy Buddy. Yeah You. It's Totally Okay To Feel Low Right Now. Here's Something That Might Help.,0
"The One Thing Teachers Always Forced You To Do May Have Ruined Your Chance At A Happy, Wealthy Life ",1
"We've All Done This At School And It May Ruin Our Chances At A Happy, Wealthy Life ",0
The Get-Rich-Quick Plan That Is Actually Killing People,1
" I Believe In Justice. I Also Believe Prison Should Be A Life Sentence, Not A Death Sentence. ",0
The Huge Invasion Of Privacy That This Woman Just Shrugs Her Shoulders At Has Me Going 'WTF?',1
Need A Halloween Costume? How About Going As The Constitution? It's All Make-Believe Now.,0
"They Said He Was ‘Evil’ And ‘Bad,’ But He’s Actually Really, Really Astonishingly Good",1
"A Hauntingly Beautiful Movie About A Man Who Was Hidden Away For 10 Years Too Long
",0
This Science Nerd Will Totally Judge You If You Don't Learn These 5 Fact-Checked Things About Earth,1
This Science Nerd Will Totally Shun You If You Don't Learn These 5 Fact-Checked Things About Earth,0
This Science Nerd Will Totally Judge You If You Don't Learn These 5 Mind-Blowing Things About Earth,1
This Science Nerd Will Totally Judge You If You Don't Learn These 5 Fact-Checked Things About Earth,0
"The One Thing Teachers Always Forced You To Do May Have Ruined Your Chance At A Happy, Wealthy Life",1
"The One Thing Teachers Always Forced You To Do May Have Ruined Your Chance At A Happy, Wealthy Life ",0
What Do You Get When You Fill A School With Students That Have Been To Jail?,1
What Happens To A School Day When Most Of Your Students Used To Be In Jail?,0
"No Matter How Hard Your Kids Have It, They Got It Easier Than These Kids",1
Everyone Else Gave Up On These Kids. But He Picked Them Up And Made Them Undroppable,0
Four College Kids Decided To Try Living Like 1.1 Billion People Do Every Day,1
Think You Could Live On What 1.1 Billion People Do Every Day?,0
A 2-Year-Old Gets Totally Profound In A Way Most Adults Don't,1
"If Your Toddler Ever Says This, Then They Are Way Deeper Than I Am",0
"Her Daughter Is Her Life, And Until Now She Didn't Have A Way To Protect It",1
Lots Of People Are 'Meh' About Health Care. Not Her.,0
"Sure It's Not Perfect, But A Couple Teens Made The Most Authentic Obamacare Pitch I've Seen",1
Don't Blame Me If Your Humming The Chorus By The End Of This Video,0
Would You Expect These Results To Appear When You Google 'Women'?,1
"See These Unbelievable Results That Appear When You Google 'Women...'
",0
"Watch Statistics Transform Into People You Know And Understand, Right Before Your Very Eyes
",1
An 11-Year-Old Bombing Survivor And Other Syrians Have These Messages To Share With Us,0
A Toddler Gets Totally Profound In A Way Most Adults Don't,1
A 2-Year-Old Gets Totally Profound In A Way Most Grown-Ups Don't,0
Those Who Want To Take Away Our Safety Nets Don't Want You To See This,1
People Like This Guy Are The Last Line Of Defense Keeping Grandma From The Poor House,0
"I Got The Subway Earlier, And A Woman Was Being Tortured Right Next To Me",1
"Sorry For The Train Delay, There's A Child Soldier On The Track
",0
The Internet Is About To Get A Lot More Boob Pics (Hopefully),1
Does The Internet Need More Pictures Of Breasts? Yes. And Here's How You Can Help.,0
Turning On This Woman Is So Easy,1
How Dummysaurus Over Here Ruins This Date Kinda Blows,0
"I Got A Bus Earlier, And A Woman Was Being Tortured Right Next To Me",1
"I Walked Down A Street Earlier, And A Woman Was Being Tortured Right In Front Of Me",0
A Dude Is Living Under Sea For 31 Days So He Can Show The World What's Disappearing,1
The Big Mission These Explorers Are Taking To Save Our Seas,0
The Sweetest Two And A Half Minutes You'll Have Today,1
Two Grandfathers Celebrate 46 Years Together By Getting Married,0
Ever Hear About The Lady That Spilled Coffee On Herself And Got Mcdonalds To Pay Her $3 Million?,1
"Have You Heard About The Lady Who Dropped Coffee On Herself, Sued, And Won About 3 Million Dollars?",0
The Kind Of Wedding That Makes You Want To Throw Rice At Your  Computer,1
The Kind Of Wedding That'll Make You Want To Throw Rice At Your Computer,0
The Sweetest Two And A Half Minutes You'll Spend Today Will Happen Right ... Now.,1
The Totally And Wonderfully Most Precious And Heartwarming Two And A Half Minutes You'll Have Today,0
7 Cowardly Words From A Totally Sexist Stranger Sparked This Courageous Response,1
"Ever Overheard Something In Public That Made You Cringe? Yeah, So Did This Guy. ",0
"They Openly Told Everyone All It Was Fake, And They STILL Bought Everything. Unbelievable.",1
Proof People Will Buy Anything They See On The News. See What I Did There?,0
His Mom Made A Horrible Mistake He Will Never Be Able To Forget,1
His Mom Made A Mistake He Will Never Be Able To Forget,0
See The Music Video Parody That Deserves Both A VMA And A Nobel Prize,1
Watch A Music Video Parody That Deserves Both A VMA And A Presidential Medal,0
"Watch As The Statistics Transform Into People You Instantly Understand, Right Before Your Eyes ",1
"Watch Far-Away Statistics Transform Into Real People You Can Understand, No Translation Needed",0
"They Openly Told Everyone All It Was Fake, And They STILL Bought Everything. Unbelievable.",1
"They Were All Told It Wasn't Real, But They Still Bought Everything. So ... Totally Unreal.",0
"Teen Wrote 200 Letters To Get Lab Space. All But One Said No. Now, Cancer Should Be Very Worried.",1
Teen Tries To Develop Cancer Test. Adults Scoff. Teen Shrugs And Does It Anyway.,0
7 Cowardly Words From A Totally Sexist Stranger Sparked This Courageous Response,1
7 Cowardly Words From A Totally Offensive Dude Sparked This Courageous Response,0
The Most Delightful Two And A Half Minutes You'll Have Today Will Happen Right ... Now.,1
The Sweetest Two And A Half Minutes You'll Spend Today Will Happen Right ... Now.,0
"Finally, A Hilarious Beer Commercial That’s Also True (But Not Real)",1
"On Beer Ad You Definitely Won’t See During The Super Bowl
",0
"This Fat Woman Loves A Skinny Dude. If You Have A Problem With That, You May Be Part Of The Problem.",1
Everything You Think You Know About Beauty Is A Silly Myth Perpetuated By Awful Magazines,0
A Teacher Walks Into A School With Powerful Weapons And Hands Them Out To Every Kid In The Joint,1
How Broken Is Our Education System? Some Teens Were Asked To Raise Their Hands If They Had Dreams.,0
The Thing That Could Have Kept Her Life From Being A Living Hell? She Wants To Share With You.,1
"Her View On This Train Is Horrible, She Wants To Make Sure You Never Get On",0
10 Honest Thoughts On Being Loved That I Hope Every Fat Woman Hears Before Going On Another Date,1
She Called Herself Fat. So Her Boyfriend Called Her Beautiful. So She Explained That She’s Both.,0
It Was Fake. They Were Told It Was Fake. They Still Thought It Was Real. And They Bought Everything.,1
They Were All Told It Was Fake But They STILL Thought It Was Real. Then They Bought Everything.,0
Her Husband Won A Nobel Prize. But She's About To Be A WAY Bigger Deal.,1
"She Didn't Break The Bank, But She Just Broke A Banking Stereotype",0
The Most Delightful Two And A Half Minutes You'll Have Today Will Happen Right ... Now.,1
The Most Delightful Couple You'll Meet Will Happen Right ... Now.,0
"You Do This Everyday, Sometimes In The Privacy Of Your Own Bedroom. Mind If Everyone Knows About It?",1
"Meet Six People Who Have Betrayed Our Country Or Are Helping Save It, Depending On Who You Ask",0
A Kid Walks Into A Church And Asks For Something No Human Should Ever Have To Ask For,1
"Teens Ask For A Lot Of Things, But What One Is Pleading For Is Legit ... And Truly Gut Wrenching",0
When Budget Cuts Kill People: The 6th Grader Who Paid For Budget Cuts With Her Life.,1
Head's Up: These Are The Things That Happen When Budgets Are Cut.,0
50 Journalists Asked This Guy The Same Dumb Question About Women. His Response? Totally Justified.,1
"If You Are Tired Of Poorly Written Women Characters In Movies, Have I Got The Dude For You",0
She Works At McDonald's And Called Its Help Line. You Won't Believe What They Told Her To Do.,1
Tired Of People Getting Public Assistance? Call McDonald's Help Line And Tell THEM.,0
This Fast-Food Company Created A 'Help' Line For Its Workers. You'll Never Guess What They Told Her To Do.,1
She Works At McDonald's And Called Its Help Line. You Won't Believe What They Told Her To Do.,0
The King Of The Internet Nerds Is Angry. For A Really Good Reason.,1
"If You Don't Care About NSA Spying Because You Have Nothing To Hide, You Totally Missed The Point",0
"If You Didn't Have Long Left On Earth, Would You Do Something As Amazingly Cool As This Little Girl?",1
This Little Girl's Last Wish To Do Something Unique On Earth Is Just ... Amazingly Cool,0
Hilarious Beer Commercial No Brewery Wants You To See,1
A Hangover Cure Beer Companies Do Not Want You To See,0
How Our Current Food System Is (Literally) Breaking Our Hearts,1
How A Healthy Diet These Days Includes A Concerned Letter To Your Congressional Representative,0
The Anti-Soda Ad That Looks Just Like One,1
How To Beat A Big Multi-National Brand At Its Own Game,0
Westboro Baptist Church Planned To Disrupt Fallen Soldier’s Funeral. They Picked The Wrong Town.,1
Westboro Baptist Church Forced To Cancel Their Despicable Plans After One Small Town Stands Up,0
"When 280,000 People Are Attacked Each Month At A Place That Should Be Safe, We've Got A Problem",1
"Bullying: A Really Common Word. But If You Knew These Statistics, Would It Concern You More? ",0
"Westboro Baptist Church Planned To Disrupt Fallen Soldier’s Funeral. Whoops, Wrong Town.",1
"Westboro Baptist Church Planned To Disrupt Fallen Soldier’s Funeral. Sorry, Wrong Town.",0
This Is For All My Homies Out There Who Say Health Is Just About The Choices You Make,1
"Fast Food Sorcery, Or Why Your Kids Won't Stop Bugging You For A Happy Meal",0
"If You Had 30 Pizzas, You'd Probably Throw A Pizza Party For Your Friends, Right? Not These Guys.",1
A Dream Team Combination: Pizza And An Act Of Kindness That Made Me Smile,0
I'm Willing To Wager That You've Never Thought To Fight Homophobia Like This,1
Beautiful British Boys Get Naked And Frolick In The Great Outdoors For The Good Of Gays Everywhere,0
An Apple A Day Does A Hell Lot More Than Keep The Doctor Away,1
How An Apple A Day Does Way More Than Keep The Doc Away,0
"If You Had 30 Pizzas, You'd Probably Throw A Pizza Party For Your Friends, Right? Not These Guys.",1
"If I Had 30 Pizzas, I'd Gauge It All And Feel A Sense Of Accomplishment. But Not These Guys.",0
The Reality Of What Food Stamps Cost All Of Us In One Incredibly Simple Graphic,1
"There's No Way To Say It Other Than 'Thanks, Uncle Sam, For Taking This Money Out Of My Paycheck'",0
"How The War On Drugs Stacks Up Against Countries That Treat Drugs Like Sane, Rational Humans ",1
A Violent Criminal Who Doesn't Do Drugs Is SOOO Much Less Likely To Get Caught,0
"We've Gotten Used To Hearing About This Kind Of Violence, But Let's Not Forget The Impact Of It",1
"When 280,000 People Are Attacked Each Month At A Place That Should Be Safe, We've Got A Problem",0
Life For Millions Of People Goes A Little Something Like This,1
"If A Musician Like This Can Add His Voice To Something We All Need To Know About, Can Things Change?",0
Stop What You're Doing And Watch The Most Meaningful Candid Interview Of The Decade,1
Watch A Brilliant British Comic Give The Most Meaningful Interview Of His Career,0
"If You're One Of The .01% Of The Population That Can Pass This Test, Then I Still Think You’re Lying",1
"How Aware Are You Of Your Surroundings? If You're Like Me, The Answer Is Terrifyingly Oblivious. ",0
50 Journalists Asked This Guy The Same Dumb Question About Women. His Response? Totally Justified.,1
50 Journalists Asked This Guy The Same Obnoxious Question About Women. His Response? Justified.,0
50 Reporters Asked This Guy The Same Dumb Question About Women. His Response? Totally Justified.,1
50 Journalists Asked This Guy The Same Dumb Question About Women. His Response? Totally Justified.,0
48 Reporters Asked This Guy The Same Dumb Question About Women. His Response? Absolutely Perfect.,1
50 Reporters Asked This Guy The Same Dumb Question About Women. His Response? Absolutely Perfect.,0
Too Many People Don't Know What Stunting Is. Don't Be One Of Them.,1
Does Every Child Deserve To Grow To Their Potential? It Sucks That We Even Have To Ask That.,0
"Life For Millions Of People Goes Something Like This. The Song Is Wonderful, But The Reality Is Raw.",1
Life For Millions Of People Goes A Little Something Like This. Sing Along If You Feel It.,0
"Wait A Minute, This Makes No Sense. Why Can’t These Two Students Be Treated Equally?",1
"Tell Me Again, Why Can’t These Two Students Be Treated Equal?",0
Like. Totally. Whatever. If You Know Someone Who Uses Those Words Show Them This Video.,1
"A Wonderful Reminder To Speak Up, Speak Loud And Well, You Know...",0
Like. Totally. Whatever. If You Know Someone Who Uses Those Words Show Them This Video.,1
"Like, You’ll Totally Get This Dude But Whatever",0
"Thankfully, You Can Easily Avoid Ending Up Like The Mom In This Video",1
A Huge Problem That Is Beyond Easy To Fix,0
"It Happens To A Family Every 21 Minutes, Yet No One Is Talking About It",1
Over 2 Million Families Around The World Experience This Devastation Every Year,0
Like. Totally. Whatever. If You Know Someone Who Uses These Words Show Them This Video.,1
Like. Totally. Whatever. This Poet Has Something To Say To You.,0
How Much Is A Stay-At-Home Mom Worth?,1
How Much Is A Mother Actually Worth?,0
"If You Were Wondering What Racism Looks Like, It's Bearded, 5'8"", And Dumb Enough To Talk On Camera",1
"How To Know If You Are Racist: When Asked If You Are Racist, You Don't Know How To Answer.",0
An Internet Troll Thought He Could Shame Her Into Silence. Here's Why That Didn’t Work Out.,1
"These Three Words Get Feminists Fired Up, But Maybe Not In The Way You Think",0
"I Don't Quite Know What These People Are Doing For Their Jobs, But I'd Work 1 Week And Retire",1
"In The Last 30 Years, Something Has Grown A Lot Faster Than Your Paycheck Has",0
"If You Were Wondering What Racism Looks Like, It's Bearded, 5'8"", And Dumb Enough To Talk On Camera",1
"If You Were Wondering What Racism Looks Like, It's Tacky, Creepy, And Dumb Enough To Talk On Camera",0
He's Speaking. She's Playing. And I'm Just Over Here Trying To Pick My Jaw Off The Floor.,1
"This Guy Just Spoke The Most Beautiful Words About Ninjas, Braces, and Mono ",0
"I Don't Quite Know What These People Are Doing On The Job, But I'd Work 1 Week And Retire",1
"I Don't Know What These People Are Doing On The Job, But If It Were Me, I'd Work 1 Week And Retire",0
"One Mother Did Something Illegal to Help Her Kids, And This Cop Was Totally, Unexpectedly Cool",1
"A Mom With No Options Left Committed A Crime, But This Cop Decided Not To Arrest Her",0
This Pastor Explains The One Thing That Always Changes People's Perception Of Gay People,1
"Why This Pastor Has A Problem With The Phrase Love The Sinner, Hate The Sin",0
"If You've Heard Someone Say Love The Sinner, Hate The Sin, You Should Share This With Them",1
Pastor Lays Down Pretty Convincing Case For How Christians Should View Gays,0
"When You Try And Ban Women From Driving, You'll Get Support Like This Song Instead",1
Ban Women From Driving? Yeah Good Luck With That – Especially Now When They Have A Song Like This,0
Congresswoman Is Confronted By Reality And Proceeds To Pretend It Doesn't Exist,1
"Congresswoman's Wiring Malfunctions On Live TV, Causes Her To Repeat Irrelevant Thing Repeatedly",0
Do You Really Mean To Tell Me You Don’t Like The Way I Have Sex? 'Cause That's All I'm Hearing.,1
