Headline,Attentio Score
"How Aware Are You Of Your Surroundings? If You're Like Me, The Answer Is Terrifyingly Oblivious. ",-3.985039268
50 Journalists Asked This Guy The Same Obnoxious Question About Women. His Response? Justified.,-3.488043182
50 Journalists Asked This Guy The Same Dumb Question About Women. His Response? Totally Justified.,-3.169026276
Life For Millions Of People Goes A Little Something Like This,-4.681513753
An Apple A Day Does A Hell Lot More Than Keep The Doctor Away,-4.221561256
I'm Willing To Bet That You've Never Thought To Fight Homophobia Like These Guys Decided To,-3.209071825
Bet You've Never Thought Of Fighting Homophobia Like These Guys Decided To,-3.212055232
"Tell Me Again, Why Can’t These Two Students Be Treated Equal?",-4.354985184
"Like, You’ll Totally Get This Dude But Whatever",-4.601437739
A Huge Problem That Is Beyond Easy To Fix,-4.453663068
Like. Totally. Whatever. If You Know Someone Who Uses Those Words Show Them This Video.,-3.873633116
Over 2 Million Families Around The World Experience This Devastation Every Year,-4.161044208
"It Happens To A Family Every 21 Minutes, Yet No One Is Talking About It",-3.749374785
Like. Totally. Whatever. If You Know Someone Who Uses These Words Show Them This Video.,-3.855387331
"These Three Words Get Feminists Fired Up, But Maybe Not In The Way You Think",-3.792698783
"If You Were Wondering What Racism Looks Like, It's Bearded, 5'8"", And Dumb Enough To Talk On Camera",-3.744142133
"If You Were Wondering What Racism Looks Like, It's Bearded, 5'8"", And Dumb Enough To Talk On Camera",-3.584158775
"If You Were Wondering What Racism Looks Like, It's Bearded, 5'8"", And Dumb Enough To Talk On Camera",-3.441130092
"This Guy Just Spoke The Most Beautiful Words About Ninjas, Braces, and Mono ",-4.77752157
"I Don't Know What These People Are Doing On The Job, But If It Were Me, I'd Work 1 Week And Retire",-4.017751453
He's Speaking. She's Playing. And I'm Just Over Here Trying To Pick My Jaw Off The Floor.,-3.710984325
She Worked In A Factory In Bangladesh To Make This Story. Her Supervisor Was 9 Years Old.,-4.634022649
She Worked In A Factory In Bangladesh To Make This Story. Her Supervisor Was 9 Years Old.,-3.988149531
"Congresswoman's Wiring Malfunctions On Live TV, Causes Her To Repeat Irrelevant Thing Repeatedly",-3.955858177
When You Ban Women From Driving They'll Not Only Defy You – But Record Songs Like This Too,-4.416462081
"I’m Opinionated, Daring, And Confident — That’s What You Meant By Calling Me Those Names, Right?",-4.441879503
See What Cause Men Are Getting Hairy For,-4.879411268
"The First Week You Try To Join This Club Will Be Awkward, But It's All Worth It, Men",-4.823403744
"Men: When You First Join This Club It Will Be Awkward, But It's All Worth It",-4.042033715
What If I Told You That You Could Pay Twice As Much For Half The Salary? Too Late.,-4.716127257
Four Minutes For Those Who Have Something To Say But Feel No One Is Listening,-4.272871048
"When He Beats Around The Bush It's Maddening. But When He Does The Opposite, That's Just Lovely.",-4.402165614
Why The War On Women Is Like All The Other American Wars That Never Seem To End,-4.425902784
So Is This Why Good Conversation Is So Hard To Find?,-4.259710313
"The Dude Is Pissed. And Unfortunately, We Can All Recognize The Reason Why.",-3.966942628
A Song For Those Who Shake Their Head Every Time They Read A YouTube Comment,-4.011925616
Here Is The Conversation If Siri Could Tell You What Was Really On Her Mind,-4.479510466
If Siri Had No Language Filter Here Is The Conversation We Would Be Having,-4.125611619
"A Song For Every Time You See A Sexist, Racist Or Homophobic Comment Online",-3.384772502
"​In 26 Photos, A Husband Captures His Wife's Final Moments Fighting Breast Cancer",-3.268575493
"If Siri Had No Language Filter, Here Is The Conversation We Would Have.",-3.827471942
Why The War On Women Is Like All The Other American Wars That Never Seem To End,-3.952104427
"How 'We, The People' Became 'We, The Corporations' In Under 4 Minutes",-4.274896878
The Mind-Boggling Investigation That Tells You Everything You Need To Know About DC,-3.930119148
Can Somebody Please Explain How This Isn't Illegal?,-3.419456172
"A Summary Of McMinimum Wages And Welfare, By Bill Maher",-3.739499445
Why The Old Saw That Has No Teeth: 'Out Of Work? Just Go Get A Job!',-4.616856026
What Happens When You Let Politicians Write Their Own Rules?,-4.15298535
"If You've Heard Someone Say Love The Sinner, Hate The Sin, You Should Share This With Them",-3.829046391
Listen To The Best (And Maybe Only?) Rap Song About Gardening,-4.583508689
"Hey Momma Bears, Here’s The One Time You Want Your Kids To Talk Back To You",-3.299220146
These Kids Finally Say What They Really Think About Mom.  And Her Reaction? Priceless.,-2.967561397
Watch These 4 Girls Destroy The Female Stereotype Like The Monsters They Are,-3.1797611
The Eye-Opening Study Every American Needs To See,-3.961734404
Are You Curious Why So Many Of Us Struggle With An Important Issue? Here's A Really Short Answer.,-3.044522438
See Why We Have An Absolutely Ridiculous Standard Of Beauty In Just 37 Seconds,-2.278167618
"If You Can Manage To NOT Have To Live Through One Of These, You Are Lucky Indeed!",-4.104211337
How To Tell If Your Halloween Costume Is A Crime Against Humanity For The Reals,-3.78323425
Didn’t Expect The Most Eloquent Dissection Of A Soldier’s Burden To Come From George Carlin,-3.703576743
"What This Guy Sees In His City – Yeah, I’ll Take Some Of That",-5.23990497
The Standard Is 6-Hours Before A Transplant Heart Is Unsafe. How They Want To Extend That? Wow.,-5.198906197
"If You Can Manage To NOT Have To Live Through One Of These, You Are Lucky Indeed!",-4.308559483
"The Difference Between Men And Women, According To The World’s Biggest Search Engine",-3.936214011
The Reality For Fast Food Workers: Can't Survive On $7.25,-6.024936519
How To Tell If Your Halloween Costume Is A Crime Against Humanity Or Just A Sad Grab For Attention,-3.774796308
Is The Last Item On Your Halloween List Black Face Paint?,-4.74216412
How To Tell If Your Halloween Costume Is A Crime Against Common Sense And Decency. For The Reals.,-3.69633243
A Powerful Spoken Word Performance About One Word You Should Never Speak,-4.388795909
"If You Watch This 6 Minute Video, I Guarantee Your Day Will Shine A Little Brighter ",-4.632000008
Why Thousands Of Motivated Kids Had To Cut Class To Defend Their Education,-5.077421288
She’s Got A Best-Selling Novel And Her Own TV Show. So Why Can’t She Escape This Insulting Question?,-4.117310285
Are You All Ready For The Sexiest Halloween We've Ever Had?,-4.071339197
Ever Look At The Sexy Costumes Women Wear And Think They Don't Go Far Enough?,-4.196725961
Ever Look At The Sexy Costumes Women Wear And Think They Don't Go Far Enough?,-3.647510826
Have You Ever Looked At The Sexy Costumes Women Wear And Think They Don't Go Far Enough?,-3.663021689
Congressman Thinks He's Cornering Hillary Clinton. But No One Puts Hillary In A Corner.,-4.358585229
One Company Decided Not To Share What It Took From Breast Cancer Patients,-5.265482569
"When One Hour Of Work Can't Afford To Buy The Sandwich You Just Made, There Is Something Wrong Here",-5.171475567
The Food Stamp Scandals That Nobody Is Talking About On Either Side,-4.51487793
A Celebrity Translates The One Question Reporters Won't Stop Asking Her. She's Right — They're Rude.,-3.14597924
"That One Time When The Country Needed Jobs And Congress Was All, 'Let's Go The Other Way!'",-4.916715733
"Ironically, The First Thing I Wanted To Do After These Comedians Made Fun Of Me Was To Tweet It",-5.048963041
A Company Potentially Holds The Key To Cancer Research. So Why Aren't They Sharing It?,-4.442015124
A Celebrity Translates The One Question Reporters Won't Stop Asking Her. She's Right — They're Rude.,-2.667411206
What? Fashion Ads That Actually Reflect The World We Live In?,-3.119806799
"Every Time You Enjoy A Refreshing Coca-Cola, A Poor Farmer Gets Thrown Off His Land",-4.387692372
"The Top 4 Arguments For And Against Raising The Minimum Wage, By Robert Reich",-4.584394051
"A Company Decided To Keep What It Took From Cancer Patients, And They're Going To Get Away With It",-4.341850578
A Catalog That Believes Reality Can Sell Clothes Better Than Photoshop,-3.321963489
"A Lot Of TV Actors Are Starting To Rap These Days, But Not A Lot Of Them Are Rapping About Bullies ",-4.935689123
What Makes A Businessman Stay In A City That Is Broke?,-4.639212224
What Would You Do If Someone Was About To Jump Off A Bridge? A Bus Driver Just Found Out,-4.08869952
It Looks Like Something You Should Never See. Meet A Medical Advancement That Is Hard to Forget.,-4.383872756
"If I Ever See Someone On A Ledge, I Hope I have The Courage To Do What A Brave Bus Driver Just Did",-3.652923248
Didn't Expect Such An Eloquent Discussion From A Comedian's Standup Routine,-3.519619431
"If You Were Wondering How Broken Our Education System Is, Have I Got The Prison System For You",-3.841986251
This New Idea Makes Fixing The Global Economy Look A Helluva Lot Easier Than Anyone Thought,-4.531817174
"One Look At This Graphic And You Might Think Women Aren't Creative, Literate, Or Intelligent",-4.214468971
You Might As Well Just Tell Them To Go Eat Dirt,-4.435020406
"A Hilarious Song About Women Drivers. Don't Worry, It's A Parody.",-3.820568397
"Shocking News (Not Really): Whites Think Blackface Is Okay, Blacks Disagree",-4.687606215
Every Time I Hear This Guy Talk It's Like A Love Letter To A City,-4.943847781
"I Don't Know How To Break This To You, But Someone Has Been Cutting Your Pay Behind Your Back",-4.582180668
This Is Why You Are Probably Broke And Stuff,-3.859268054
"When Americans Begged For More Bipartisanship, I'm Pretty Sure This Wasn't What They Wanted",-4.632765701
Every Time I Hear This Guy Talk It's Like A Love Letter To A City,-4.53489355
Something Truly Messed Up Just Happened In Congress And You Totally Haven't Heard A Word About It,-3.810605324
Something Truly Messed Up Just Happened In Congress And You Probably Know Nothing About It,-3.859758728
Sometimes It Takes A Child To Stop You From Using One Particular 6-Letter Word,-4.078182918
Families Like These Are Getting Tired Of Being Kicked Around,-4.608814332
The 6-Letter Insult Certain Parents Stop Using Immediately,-3.707090112
The 6-Letter Insult Certain Parents Stop Using Immediately,-3.537225654
A Music Therapist Helps Kids Of All Ability Levels Create A Performance Together,-5.903436611
Why A Law That Enables Self-Defense Is One Of The Most Dangerous Of Our Time,-4.566677566
How A Surfer Kept His Love For The Ocean Alive Even After Hurricane Sandy Destroyed His Home,-5.187687738
No Mother Should EVER Have To Make Such A Powerful Speech About Her Son,-3.907693647
Are You Ready For Some News About Kids That Doesn't Involve Bullying?,-4.695523924
"After Tragedy Hits, He Wants To Do The Last Thing I'd Expect",-4.201406926
"Oprah, Michelle Obama And Beyonce And No One On SNL To Play Them",-4.133970439
Watch Kerry Washington Play Every Black Woman Alive Right Now On SNL,-3.727656807
Every Time I Hear This Guy Talk It's Like A Love Letter To A City,-4.741596321
Teenage Football Players Often Get A Bad Rap. One Team Just Blew The Negative Stereotypes Away.,-3.989207136
Watch An Entire Team of Teenaged Football Players Do Something Very Unexpected,-4.192139215
"The Most bada** Interpretive Dance Of 2013, Brought To You By A Fed Up Employee, Quitting In Style",-3.797456441
America Goes Toe To Toe With Countries Without A 'War On Drugs.' The Result Isn't Encouraging.,-3.923879049
​She's A Photographer Who Captures Humanity — Yet So Many Only View Her Work In Only One Way,-4.064858029
The Photos A Husband Took Of His Wife That Capture Love And Loss Beautifully,-4.414104629
"Something Really Insane Just Happened In Congress, And You Probably Haven't Heard A Word About It",-3.847963002
"Hunger Games, Big City Edition...Now With Detroit Retirees As Contestants",-4.548062922
"If One Of These People Were My Mother Or Father, I'd Have To Lock Myself Up",-4.322281412
See The Photos A Husband Took Of His Wife That Capture Love And Loss Beautifully,-3.345431726
To Those Who Think Muslim American Is A Paradox,-4.446920206
"Watch What This 10-Year-Old Means To A 1,000 Pedophiles",-3.458903959
"Watch What This 10-Year-Old Means To A 1,000 Pedophiles",-3.51771094
"A Bunch Of Government Officials Were Told That Gay People Were Inappropriate, So What They Did Is...",-4.049863283
"If Washington Is Bought, Who Sold It? ",-4.895840746
"Growing Up, He Was Told That Folks Making His Clothes Were 'Being Taken Care Of.' He Had No Idea.",-4.334431145
"If I Had An Army, We Would March To This Song aa3-2d",-4.135112133
I Couldn't Be More Impressed By A Group Of Students Cutting Class,-4.284494997
These Perps Usually Get Away With Stealing From Our Pockets...Unless We Can Catch Them In The Act,-4.724856172
A Group Of First-Time Filmmakers Just Created Something Incredible,-4.140117783
Would You Believe Me If I Told You About A Tradition Where Parents Sell Their Kids Into Slavery?,-4.41372686
"This Awesome Song Is About Ladies And Money, But Not In The Way You Think",-4.274368796
"This Rap Song Is About Girls And Money, But Not In That Way",-4.134585382
A Comedian Wittily Explains Why We Shouldn't See Photos Of Topless Girls Next To The News,-4.318890638
A Man's Words Challenge What Everyone Should Consider Normal These Days,-4.551508625
"A Bunch Of Government Officials Were Told That Gay People Were Inappropriate, So What They Did Is...",-3.45946629
This Guy Turned Down A Lifetime Of Ice Cream In The Hopes Of Finding Something Better,-4.639910027
Moms And Dads Are Supposed To Protect Their Kids. What These Parents Did Is Unspeakable.,-3.630740167
A Scarily Accurate Parody That Shows The Reality Of Fake Companies Created To Hide Corrupt Profits,-5.001778988
This Video Goes From Ordinary To Breathlessly Disturbing At 30 Seconds,-3.924837741
All It Takes Is 30 Seconds For This 6-Year-Old To Go From Adorable Child To Mafia Kingpin,-3.499441728
All It Takes Is 30 Seconds For This 6-Year-Old To Go From Adorable Child To Psychopathic Hit Man,-3.333868558
I Never Knew Two Sentences Repeated Over And Over Could Get Funnier Every Single Time,-3.61708218
Forget Bustin' A Cap — Let's Scrap The Cap!,-4.837886271
"Hate To Break It To You, But There’s No 'Type Of Woman' Who Gets One Of These",-4.261609595
"How A Bus Drivers Day Is Made By A Saxophone, A Protest And A Bunch Of Happy Danish People",-4.769355294
A Fairer Reality Would Pay If You Were In The Family Way,-4.974418448
A Rap Song About Girls And Money That Your Kids Should See,-4.176610656
"Do You Want To Deal Guns, Drugs Or Women, AND Save Your Money? Look No Further!",-5.720219415
How Our 'War On Drugs' Compares To Countries That Treat Drugs With Compassion,-4.399496813
What Should Have Been A Beautiful Kiss On A Skating Rink Has Never Been More Chilling,-3.727233654
"This Combative, Rude, Cynical, Anti-Motivational Speech Is The Best Thing I've Ever Heard",-3.920251169
Two Sentences Repeated Over And Over Get Funnier Every Single Time,-3.7124656
"All Of These Women Made The Same Choice. It Doesn’t Matter Why, And We Don't Get To Judge Them.",-4.667431903
Allowance Would Certainly Get More Lucrative,-5.548876524
A 4-Year-Old Girl Asked A Lesbian If She Was A Dude. She Responded The Awesomest Way Possible.,-3.976375866
What Should Have Been A Beautiful Kiss On A Skating Rink Has Never Been More Chilling,-3.367648533
"Rudolph, With Your Nose So Bright, Won't You Help Grinches In Congress See What's About To Happen?",-5.845317467
These Old White Folks Are Rapping So You Don't Have To Live With Them. You're Welcome.,-4.702445473
"I'm Freaked Out By Fellow Travelers With Germs, But I Had No Idea There's Something Even Worse.",-4.466204701
Can You Believe That Coke And Pepsi Are Desperate Enough To Stoop So Low?,-4.018998829
Some Strange Things Are Happening To Astronauts Returning To Earth,-4.518669735
"Next Time You Check The Tags On A New Shirt, You May Also Want To Check For This ",-4.573657561
The Government Agency That Would Rather Let You Die Than To Treat All People Equally,-5.091716688
"Your Phone Isn't Innocent. Neither Are Chocolates, Diamonds, Or Cottons. Not Even Blood-Thinners.",-5.543163106
"Next Time You Check The Tags On A New Shirt, You May Also Want To Check For This",-4.728531883
In 45 Seconds A Little Girl Is Going To Floor You. Then She'll Make You Care A Lot More About Cancer,-4.540051787
What He Has To Say About Your Favorite Products And Brands Should Do More Than Worry You,-5.018769889
Can You Save His Life? The Answer Is Literally On The Tip Of Your Tongue.,-5.494694525
See That Girl From The Hunger Games Respond To A Poignant Question,-3.707446586
They’ll Let Lesbians Do It. Straight Guys Even. But THESE People? Not A Chance.,-4.447073014
Cross The Line That Separates Most Of Us From Our Homeless Veterans,-5.331395773
"​If You Think She's Too Fat To Model, Hear Her Tell Ellen Her Refreshing Response To People Like You",-3.908171587
They Show This Down-On-His-Luck Veteran What Who He Is On The Inside,-4.614982032
"Some Say She's ""Too Fat"" To Model. She Gives Such A Perfect Response That Even Ellen Applauses",-3.347927986
Watch How Dignity And Respect Changes This Homeless Veteran,-4.279504216
See How Far A Little Dignity And Respect Takes This Homeless Veteran,-4.508702474
This Model Is Fat? Hear Her Perfect Refreshing To That. (It's So Perfect That Even Ellen Applauses),-3.229138484
This Incredible Timelapse Shows Us How Dignity And Respect Can Change A Man,-3.492692011
Can I Have An Intellectually-Exclusive Man Crush On Ashton Kutcher?,-4.02093998
What He Has To Say About Your Favorite Products And Brands Should Do More Than Worry You,-4.279896658
"How Precious Is Your Spit To You? Because To Him, It's Potentially Life-Saving.",-4.995881318
"Next Time You Check The Tags On Some Hot New Fashion, You May Also Want To Check For This ",-3.78357774
"Ever Hear About The Lady Who Spilled Coffee On Herself At McDonald's, Then Sued For Millions?",-4.684459982
A Whole Bunch Of Feminists Just Applauded A Dude Who Attacked Feminists. Wait For It…,-3.681469937
"If All Schools Included This Lesson, Our Students Would Be So Much Better Educated",-3.77086133
These Children Don't Deserve What Life Dealt Them. She Offers Them A New Hand.,-4.979794189
Watch This Incredible Young Woman Render Jon Stewart Speechless,-4.587567895
Has It Really Come To This? Tell Me It Hasn't Come To This. Please.,-3.965067903
Has It Really Come To This? Tell Me It Hasn't Come To This. Please.,-3.99212652
Staring At Giant Mannequin Boobs has Never Been So Enlightening,-3.436908099
We Use It Everyday ... Even Though It's Just About As Dangerous As Cigarettes,-4.269441129
Can Graffiti Make The World A Better Place?,-5.0950187
Meet One Of The Men Responsible For These Giant Breasts. You're Not Going To Like Him.,-2.950190253
We Use It Everyday ... Even Though It's Just About As Dangerous As Cigarettes,-3.605902927
They Asked Him His One Wish To Change The World. He Showed Them His Art.,-4.655714973
She Knocked On His Door to Ask For Help — He Shot Her Dead. Why Isn't Justice Being Served?,-5.008410599
"Within 6 Seconds You Won’t Like Him. By The Time He Laughs, You’ll Despise Him. ",-3.234658837
She Knocked On His Door to Ask For Help — He Shot Her Dead. Why Isn't Justice Being Served?,-4.584159635
One Of TV's Biggest Stars Has Stepped Into A Congresswoman's Shoes And Rocked It For Women's Rights,-4.300772608
What Happened To An America Where We Give A Damn About Our Fellow Americans?,-5.52834625
This Is What 'Cooperation' Looks Like,-4.274144231
2 Monkeys Were Paid Unequally; See What Happens Next,-4.80637623
Bullies Called Him Pork Chop. He Took That Pain With Him And Then Cooked It Into This.,-5.191238203
"Their School Has More Trophies Than It Does Incoming Black Male Freshman, So A Freshman Responded",-4.709676679
"Within 6 Seconds You Won’t Like Him. By The Time He Laughs, You’ll Hate Him.",-2.687839519
Conservative Texas Republican Wins Election By Implying He’s Black,-4.99781418
Conservative Texas Republican Wins Election By Implying He’s Black,-4.900272032
"The One Where An Old White Couple Tries To Rap, And Actually Pulls It Off",-3.593220157
Children Are Forced To Live In Prisons For No Good Reason.  Meet The Woman Trying To Change That.,-4.626589629
The Hilarious Parody Video That You've Gotta See: What Does The Farmer Say?,-3.568244364
"How Many Countries Are There? Simple Question, Ridiculously Complicated Answer.",-4.711051693
Why The 'War On Drugs' Looks Even Stupider When You See What Other Countries Do,-3.657343424
The Dalai Lama's Inner Peace Is Connected To Farting. That Is A Sentence I Never Thought I'd Write.,-4.093024043
A Hypnotizing Way To Visualize The Panic And Scale Of War,-4.542815465
"When Off-Duty Cops Are Getting Thrown Against Walls And Frisked, It's Time To Reexamine That Policy",-4.440465729
"If A Government Can't Be Responsible For Your Happiness, Why Have A Government At All?",-5.960383034
This Man Lives Right In The Path Of Typhoon Haiyan And Was Pleading For Help A Year Before It Hit,-4.393715479
We Have Solutions For These Women. They're Just Covered In Massive Amounts Of Red Tape.,-4.878584287
Meet The 17-Year-Old Who Blew The Lid Off Racial Profiling With His iPod,-4.291641358
The Miracle Of Life Has Become A Curse For These Women. Is It Time To Draw The Line?,-4.208797888
How The Miracle Of Life Has Become A Curse For Women All Over The World,-4.037908282
"Why Does Europe Always Do Things Better? Washing Machines, Public Transport And Now… Economies? ",-4.621147135
Who Are We Creating A Better World For? These Kids Have Some Ideas.,-4.818111332
"How Dealing With Criminals Is, Well, Criminal ",-5.276791032
"When The Miracle Of Life Becomes An Inescapable Curse, Is It Time To Draw The Line? ",-4.037638535
"Finally, Something To Share With Everyone On Facebook Who Is Wildly Posting New Baby Photos ",-3.984416719
"What One Thing Has Every Woman Of A Certain Age Done, According To Meryl Streep? ",-3.863871014
Fast Food Usually Grosses Me Out. But This Stuff Just Makes Me Happy For 2 Minutes And 10 Seconds.,-4.395579418
"What One Thing Has Every Woman Of A Certain Age Done, According To Meryl Streep? ",-4.275284398
"Yeah, But She Didn't Think She'd End Up In Prison Either. ",-4.077094231
"Yeah, But She Didn't Think She'd End Up In Prison Either",-3.839306338
"A Marine Breaks Down Crying Explaining What Happened To His Wife, A Marine",-3.788923665
"This ""Super-Sized"" Random Act Of Kindness Is Sure To Brighten Your Day ",-3.891224262
This Marine Doesn't See Herself As A Victim. She Sees Herself As A Catalyst For Change.,-4.234645624
Why Obamacare Is Kind Of Sexy When You Think About It In A Certain Weird Way (Work With Me Here),-5.276444373
A Marine Was Assaulted. Her Commander Said She Deserved It For Wearing Running Shorts.,-3.727020307
How One Simple Youtube Video Saved Cynthia From Her Paralysis,-4.755075413
How The World Could Be More Loving If We Used The Word ‘Family’ In A Less Traditional Sense,-5.204263407
"She Was Stuck Paralyzed From The Neck Down, Until She Saw A Youtube Video That Changed Her Life",-4.226361818
Carl Sagan Tries To Explain Evolution To An Argumentative Guy,-4.177713432
"How Do You React When Your Disease Wants To Kill You? Laugh In Its Face, Of Course.",-4.91029361
See A TV Host’s Inspiring Response To A Girl Sent Home From School For Having Dreadlocks,-4.021387471
They're College Grads. They're Doing Real Work. Yet They Can't Even Make Minimum Wage.,-4.402425269
"Until Perpetuators Are Held Accountable, Women Will Stay In Danger",-4.441041112
Doctors Take A Long Shot And Inject Modified HIV Into Dying Girl. The Reason Why Will Amaze You.,-4.333571414
The Amazing Mark We Make On Others Is Hard To Predict,-3.520969676
A Pastor Asks A Politician Why He Supports Gay Marriage. It Seems He Wasn't Prepared For His Reply.,-4.086792306
Carl Sagan Tries To Explain Evolution To An Argumentative Guy,-4.189911514
"These Alarming Facts Essentially Say: Women, You're Collateral Damage",-4.254052215
This 21 Year-Old Proves That Happiness Is At Least As Much About Attitude As It Is Circumstance,-5.117776042
Everything You Wanted To Know About The Way Orthodox Jews Look But Were Afraid To Ask,-4.116426007
Beneath His Honest and Tearful Account Is A Call For Drastic Action To Be Taken. Isn't It Time?,-4.707645948
"How This Paralyzed Woman Could Walk Again, And How You Could Do Something Equally Epic For Yourself",-4.827594378
"These Alarming Facts Essentially Say: Women, You're Collateral Damage",-4.368893324
Marketing Junk Food To Kids Isn't A Problem. Parents Just Need To Do A Better Job.,-4.798431683
Dear Sexist Music Industry — Here Is Janelle Monae Giving You Some Real Talk,-4.588546285
"Bomb, Bomb, Bomb, Bomb, Bomb, THIS MAP",-5.393960085
A Marine Was Assaulted. Her Commander Said She Deserved It For Wearing Running Shorts.,-4.179924255
A Guy Dresses Up As Captain America and New Yorkers Can’t Even Handle It,-3.915375045
Nothing Ever Changes When People Refuse To Work Together & Then Throw Up Their Hands In Frustration,-4.98048844
And Now For Your 1 Minute Of Inspiration,-4.743373484
How Whoopi Goldberg Was Inspired By One Groundbreaking TV Show And Why That Led To Some Tears,-3.556338487
See A TV Host’s Perfect Message To A Young Girl Whose School Called Her ‘Unacceptable’,-3.4477358
​500 Kids Were Taken Out Of School The Day This 8 Year Old Girl Entered,-4.354824319
America's Drug Policy Is Like The 'Abstinence Only' Sex Education Method — It Doesn't Work,-4.468991369
"Noticed A Lot Of Beautiful, Beautiful Mustaches Around You Recently? Meet The Reason Why.",-4.575781499
A Simple Question Is Asked To Parents And Then Their Kids. The Difference Is Kinda Revolutionary.,-3.264907917
How Many Nukes Have Been Dropped On America? Nope. Guess Again.,-4.221292807
"Some People Are Calling Gun Crime A Disease, So They Came Up With A Treatment",-4.955209125
A Weird And Silly Toilet Has A Lot To Say About Your Business,-4.606597738
See A TV Host’s Heartfelt Message To A Young Girl Whose School Called Her ‘Unacceptable’,-3.802072849
Everything You Wanted To Know About Orthodox Jews But Were Afraid To Ask,-3.875626687
This Guy Is Living With A Nightmare Of A Disease... And Laughing About It?,-4.360076967
​500 Kids Were Taken Out Of School The Day A 6 Year Old Girl Bravely Entered,-3.700681049
A Singing Toilet Will Forever Raise Your Standards For What It Means To Be A Potty Mouth,-4.428852548
Don't Be That Person Who Blames Parents When Their Kids Eat Fast Food,-4.292881043
This Kid Was Born With A Nightmare Of A Disease... But Has An Incredible Dream He Wants To Share,-3.80392753
"Most 21 Year-Olds Have A Messed Up Sense Of Humor. Well, This Guy Has A Pretty Good Reason For It.",-3.537973107
"Most 21 Year-Olds Have A Messed Up Sense Of Humor. Well, This Guy Has A Pretty Good Reason For It.",-3.56968976
Victims Of Sexual Abuse Don’t Become Monsters. Some Become Badass Artists Who Fight Them.,-4.387453061
How Tough Is She? Let's Put It This Way: Hitler Couldn't Kill Her.,-4.033271239
When Is A 2-Year-Old Driving A Trike Through Your House The Mellowest Part Of Your Day?,-4.50714203
Take One Glance At This Powerful Drawing. It’s What Bravery Looks Like.,-3.873067085
Don't Blame Parents When Their Kids Eat Fast Food,-4.733631053
What Happens When You Call Violence A Disease,-4.700340496
Coming Soon: The Powerful Story Of How Farm Workers Kicked Some Tail,-5.601571999
A Crooning Toilet Is Going To Raise Your Standards For What It Means To Be A Potty Mouth,-5.069902007
A 6 Year Old Girl Walked Into A School — And 500 Kids Were Removed Because Of It,-3.336779908
"If You Can Watch This Trailer And Not Get Excited About The Movie, You're Made Of Stone",-4.04941059
"If You See A Crime In Progress, You're Probably Going To Report It...Right?",-5.080897201
"It's Hard To Speak About These Things In Public. So He Drew This Instead. 
",-3.430546975
Think Your Scars Are Ugly? This Artist Thinks You're A Walking Work Of Art.,-4.680056107
"It's Hard To Speak About These Things In Public. So He Drew This Instead. 
",-3.369600569
The Dalai Lama's Wise Words On Farts And Humanity,-3.532666902
What Living On Tips Means To Millions Of Americans,-5.057493933
"San Franciscans Are Out To Prove They Don't Need Lemons From You Or From Anybody Else
",-5.205921541
A Child Explains Who Should Speak To Children's Rights And Makes Total Sense. Next Up: Presidency.,-5.126767772
A Teenager Articulates How Policies Should Be Created Better Than Most Adults Probably Could,-4.878246106
A Teenager Articulates How Policies Should Be Created Better Than Most Adults Probably Could,-4.618780843
A Few Things You Want To Know About Being Transgender But Were Afraid To Ask,-4.061132428
What Do You Get When You Add Diabetes To A Kids' Toy? Genius.,-4.640473685
"You Might Know Him For His Suicide, But There Is A Lot More To Know. And It Might Surprise You.",-3.826588429
A Fashion Show With Dogs On The Catwalk? What? I'm There!,-4.86267057
"Before You Say Corporations Don't Do Anything Good, Check Out Who Got These Dogs A Home",-4.787359459
How Many Nukes Have Gone Off Next To Your House? Guess Again.,-4.686489292
"And When It Comes Down To It, Coffee Really is One Of The Biggest Keys To Happiness",-4.634728988
"His Country Is In Turmoil — Hopefully His Tearful Plea Will Wake Up The World
",-5.444673775
"Odds Are, You Have Friends Or Family Who Depend On These Dollars To Live",-5.623592697
"Hear Singer Esperanza Spalding's Song About The Closure Of The Illegal Detention Camp, Guantanamo",-5.133092075
Hear A Singer's Soulful Tune Against A Major Human Rights Violation,-5.436512865
"If Minimum Wage Is The Floor, These People Are In The Basement",-5.972311709
Tipping Is Not Optional. You Read That Right.,-4.318907224
"If 3 Little Girls Did This To My House, I'd Do Everything I Could To Get Them Full Rides To College",-3.725949739
Most Americans Are 5 Generations Removed From Something That Used To Be All Around Us,-4.260810572
I Respect These Female Heroes So Much More With Tiny Waists And Sparkly Dresses! LOL J/K.,-3.854739925
"If 3 Little Girls Did This To My House, I'd Do Everything I Could To Get Them Full Rides To Harvard",-3.605811659
This Face Is The Most Famous Nobody You've Ever Never Heard Of,-4.885916497
Here's Every Atomic Explosion On Earth In A Matter Of Seconds,-4.986636534
Is Your State More Likely To Give A Darn About People Who Work For A Living?,-5.293412886
Orange Is The New Black' And This Actress Is The Start Of A New Wave,-4.586868127
How Do Bathrooms Become Battlegrounds For These Teens?,-4.538571706
"He's The Only One In His School. Instead Of Feeling Special, He Gets Bullied Everywhere. ",-4.152624582
Things You Want To Know About Being Transgender But Were Afraid To Ask,-4.027651185
"Why Would 10 Million People Want To Live Inside A Lemonade Stand? Cuz It's Awesome, Duh.",-5.443766101
