Headline,Attention Score
Watch This Guy Totally Misspell Father At A Spelling Bee For A Totally Beautiful Reason,1
You Would Have A Hard Time Spelling This Word Too If That Had Happened To You,0
"This Disease Hasn't Made News In 60 Years, But Its Resurgence Could Make Headlines in The Next 10",1
This Put One Of Our Most Popular Presidents In A Wheelchair. We Can Put It Away For Good.,0
"An Infographic About Malaria That Made Me Happy. No, I'm Not A Psychopath.",1
Progress Or Not Enough? You Be The Judge Of How One Disease Is Being Fought,0
"Turns Out, Learning This Dance Could Be A Matter Of Life And Death",1
"Which Is More Of A Pickle: Being A Teen, Or Critters Facing Climate Change?",0
"Here’s a Bet, If In The Next Ten Minutes You Drop Your Shoulder Like This Lady, This Experiment Wins",1
Performance Art Just Got Pumped Full Of Swagger,0
"The Plan That Will Make College Students Love President Obama For … Oh, About Two Years.",1
"Planning To Go To College? Might As Well Start Writing Checks To The White House Right Now.
",0
Why College Students Will Soon Be Screwed As Soon As They Graduate,1
Money + Republicans + Democrats = Broke Students,0
Would You Be Able To Guess The Top Five Happiest Careers In The U.S.?,1
What Keeps Employees From Bashing In Their Copy Machines With Baseball Bats?,0
This Boy Lays Out An Experience Most White People Will Never Have To Worry About,1
"Walking Down The Street Can Be Worrying If You're White. My Bad, I Mean't Black.",0
What's The Word For When Your Government Does Something That Makes You Want To Vomit?,1
Why The United States Government Needs A Timeout Now More Than Ever,0
One Of These Things Is Not Like The Others' Shouldn't Have Come To Mind When I Viewed A Class Photo,1
"The World Would Be A Better Place With Less Of The 'Before' And More Of The ""After'",0
"I'm Not Religious, But This Time I Think We Should Listen To Jesus",1
The Real Question About Deportation Is - Would We Kick Moses Out?,0
"This Photographer Introduces Us To The Army's Version Of The Chastity Belt.
",1
"When You See These Soldiers, Think To Yourself ‘What Was I Doing At This Age?’",0
One Of These Things Is Not Like The Others' Shouldn't Have Come To Mind When I Viewed A Class Photo,1
"The World Would Be A Better Place With Less Of The 'Before' And More Of The ""After'",0
The Beer/Marijuana Commercial That Is Making Adults Everywhere Rethink Their Position,1
"Finally, A Way To Look At Marijuana That Even My Mom Approves Of",0
A Police Officer Gets Fired For Exactly The Wrong Reason,1
How Broken Is A System That Allows Cops To Be Fired For Not Writing Enough Tickets?,0
The Arrogance Of People Who Are Comfortable Will Never Fail To Shock Me,1
This Economist's Ideas Are So Not My Cup Of Tea That They're Actually Coffee,0
"One Of The Highest Paid Jobs You Can Get Out Of College Is One I've Never Even Thought Twice About
",1
Some Surprising Reasons Why ‘Made In The USA’ Just Isn't Really A Thing,0
"Next Time I'm The Mayor Of NYC, I Hope I Don't Get Shamed As Badly As The Daily Show Shamed This Guy",1
The Mayor Of NYC Thinks That His Program To Unfairly Judge Citizens Is Being Unfairly Judged,0
Perhaps This Infographic Will Make You Quit Smoking - Or I Hope It At Least Opens Your Eyes,1
"The, Frankly, Depressing Amount The Tobacco Industry Earn In One Infographic",0
A Child Shouldn't Be Saying Sorry To Her Mom For Costing Her Money,1
"Forget The American Dream, How Do These Families Make It Through To Tomorrow?",0
Imagine If There Was A Town In The USA Where You Couldn't Get Water. It's Not Imaginary Anymore.,1
"Dear Oil Companies, Have You Tried NOT Being Cartoonishly Evil For LIke 5 Minutes? Just Sayin'. ",0
"Next Time I'm The Mayor Of NYC, I Hope I Don't Get Shamed As Badly As The Daily Show Shamed This Guy",1
The Daily Show' Treats Mayor Bloomberg To Some Accountability Ice Cream With Reality Sprinkles,0
"I Never Want To Hear Any Child Say What These Kids Do To Their Parents. Ever.
",1
"Can Someone Explain Why These Children Are The Ones Saying Sorry?
",0
"Everybody Poops, But 2.6 Billion People Do It In A Really Crappy Way",1
Why We Need To Make #2 Our #1 Priority,0
What Happens When ‘I Can’t’ Isn’t Part of A Child's Vocabulary Is Pretty Darn Cool,1
Fulfilling Your Potential Takes An Amazing Attitude and Spirit. Arms Are Optional.,0
The Tolerant Residents Of This Wonderful Small Town In Kentucky Bought A Tear To My Eye,1
This Small Town Shows You Don't Need To Be From A City To Be Open Minded,0
The Controversial Mass Text That You Should Absolutely Not Be Mad About,1
The Only Spam I Am Willing To Have Sent Directly To My Phone,0
The Controversial Mass Text That You Should Absolutely Not Be Mad About,1
"Your Phone Is Trying To Help You Be A Hero These Days, And Here Is How",0
"The Simplest, Most Brilliant Way to Save Gas That I Have Ever Seen",1
How To Keep Your Kids Happy And Save A Ton Of Gas And Aggravation,0
"When Detroit Failed To Find A Connection, This 25-Year Old Took It To the Streets",1
Meet A Young Leader Whose Putting Some Heart And Soul Back Into Motown,0
"He Got Mad As Hell When His City Couldn't Connect, Then Did Something Badass About It",1
What Drives This 25-Year Old To Connect The Motor City?,0
Meet 5 Women Who Took Advantage Of A Law You Should Know More About,1
Title What Now? Taking Advantage Of The Law That's Apparently Not Just About Sports.,0
"If A 'Nice Guy' Says These Two Words To You And Means Them, Revoke His Nice Guy Card",1
Just Because You Are Nice To A Girl Doesn't Mean She Owes You Something,0
Parents Unknowingly Allow Children To Ride This Thing. Looks Fun!,1
"Using Little Kids To Make Political Points? Looks Pretty Fun, Actually.",0
Neil Gaiman Casually Encapsulates A Piece Of Every Book Lover's Soul In One Epic Quote,1
"Here's Your Literary ""YES, THIS"" Moment For The Day (And Every Day)",0
"The 2,200 Missing People In Arizona No One Seems To Give A Shit About
",1
Would You Want The Contents Of Your Pocket Be What You Leave Behind In The World?,0
Here's The Most Perfect Quote About How To Make A Bad Thing A Little Better,1
BAD DAY FIXER OF THE DAY: One Quote That Everybody Who's Ever Needed An Escape Can Identify With,0
I Wasn't Expecting To Get Emotional When This Sitcom Star Started Talking About His Fame,1
A Fictional Captain And A Real Sergeant Gave This Sitcom Star His Best Stories On Fame,0
The Brilliant Reenactment Of The Trayvon Martin Murder That Every American Should Watch,1
MUST WATCH: Here's 26 Really Valid Reasons We Shouldn't Stop Talking About Trayvon Martin. YET.,0
"In A Country That Can't Stay Out Of The Headlines, Here's One Thing The Media Hasn't Covered",1
Living Through A Civil War Is One Thing. Doing It On An Empty Stomach Is Another.,0
I Used To Order This Every Time I Went To Get Drive-Through. Nooooooot After Watching This,1
Chicken Nuggets — Would You Like Microscopic Fiber With That?,0
A Woman Is One Of The Most Important People In Movie History And You've Never Even Heard Of Her,1
Watching This Made Me Think — Is There A Woman Who Successfully Made Fire Before Prometheus?,0
I Can Think Of One Or Two CEOs That'd Ground Their Kids For Getting Near This Thing,1
"Could A Carnival Ride Destroy A Corporation? Not Likely, But It Still Looks Awesome. ",0
"They Tried To Make This Popstar Dress And Sing A Certain Way. She Refuses, And Answers Wonderfully.",1
Janelle Monae Wants To Redefine And Rebel Against Something That Women Face Everyday,0
4 Demands From the 1963 March On Washington Still Haven’t Been Met,1
"Hooray For Civil Rights! Now Where Are The Economic Opportunities? 
",0
What’s It Like To Take Pictures In A Country Where Cameras Were Outlawed?,1
The Bravest Photographers In Afghanistan Might Be The Ones Working After The Troops Are Gone,0
What We Talk About When We Talk About Food Stamps,1
"Breaking: Media Company To Merge With Straw Man Factory
",0
"They Were Married 19 Years When Oregon Cancelled Their Vows. They're Fighting Back, The Right Way.",1
"You Can't Ignore Their Love, But Oregon Can Ignore Their Totally Legitimate Marriage. FOR NOW.",0
What’s It Like To Take Pictures In A Country Where Cameras Were Outlawed?,1
Being A Photographer Is A Job That’s Both A Century Old And Brand New … In Afghanistan,0
"Dear Religious Extremists: The Cameras Are Staying, And That's Final.",1
The Taliban Could Come Back. But These Guys Are Ready To Shoot No Matter What.,0
Your Unhealthy Love For Public Health In 14 Images,1
14 Ways You Reveal You Unhealthy Obsession With Public Health,0
"This Great Talent Might Not Fit Your Image Of A Rocker, But... Well, Just Listen To Him Play.",1
A Handicapable Musician Shows That You Can Do Anything If You Have The Motivation,0
"Before He Was Assassinated, MLK Jr. Had A Really Radical Idea
",1
WATCH: The MLK Jr. Speech You Probably Haven’t Heard Before,0
He’s Worked At Burger King For 8 Years. Guess How Much He Makes.,1
"He’s Got 3 Kids, Works 2 Jobs, And Makes Barely Enough To Survive. 
",0
"The Reason Why She Lives In A Shelter Should Make You Very Upset
",1
What If You Worked Full-Time And Still Couldn’t Afford To Move Your Daughter Out Of The Shelter?,0
"Hard To Believe The Woman At The End Of This Video Is The Same Woman As At The Beginning
",1
A Brave Woman With AIDS Allows Us To Witness Her Incredible Recovery,0
"I Knew Looks Could Be Deceiving, I Just Didn't Know They Could Be SO Deceiving",1
"Sweet Baby Zeus' Thunderpants, Looks Can Be Deceiving",0
Don't Think Looks Can Be Deceiving? Take A Peek At This Guy.,1
People Who Assume He 'Can't' Will Hear His Rockin' Vengeance When He 'Does',0
"If You Didn't Love Bill Nye Before You See This, You'll Love Him After (Or You're A Cold Robot)",1
Are You As Good At Your Job As Bill Nye Is At His Job?,0
"When I Saw That This Was A List Of Things Made In China, I Didn't Expect To Be So Shocked",1
"If I Had A Nickel For All Of The Items Now Made In China, I'd Have To Start Making Nickels In China",0
These Are The People You Should Thank For Making Our World Waaaay Less Deadly,1
They’ve Already Saved 20 Million Lives. Let’s Help Them Save 20 Million More.,0
"When I Saw That This Was A List Of Things Made In China, I Didn't Expect To Be So Shocked",1
"If You Are Reading My Words Right Now, There's An 80% Chance It's On Something Made In China",0
A Hilarious And Beautiful Song About All The Crazy Sh*t Women Do To Look Good,1
"A Song Called 'The Armpit Song' Is, Meaningful, Beautiful, And About So Much More Than That",0
"If 287,000 Women Had Been Given A Few More Choices About Their Sex Lives They’d Still Be Alive",1
I’m Lucky To Live Somewhere Where I Have Choices About My Maternal Health. 222 Million Don’t.,0
Watch A Gut-Wrenching Moment A Father Sees His Son For the First Time After He Is Thought To Be Dead,1
Watch The Father and Son Who Capture The Gut-Wrenching Human Side Of War,0
The Warning Label That We Never Knew We Needed Until We Saw It,1
The Cheapest Way To Change Our Gas Pumps In Order To Slow Down Climate Change,0
"Bullying And Rape Culture Have A New Enemy, And He Is … A Fraternity Brother",1
"The Hardest Bullies To Stand Up To Are The Ones Who You Call Brother
",0
This Rapper Schools Us On Who We Have To Thank For That 5 O'Clock Feeling,1
A Rapper's Verses Tell Us Who We Have To Thank — For That 5 O'Clock Feeling,0
You Know Those Power Lines That Stretch On Forever When You're Driving Across The Countryside?,1
The Incredible Things That These People Do So You Can Turn On Your Lights,0
Why Is This Mom Putting A Bullet Proof Vest On Her Kid?,1
Shots Fired! Moms Take Aim At Congress To Help Save Our Children,0
"If We Legalize Weed In America, We'll Have To Deal With A Lot More Of These People",1
"If You Can Be Hypnotized By A Cat, You Probably Shouldn't Be Driving, Right?",0
"This Woman Saw A Ginormous Problem, And, Well, She Pretty Much Saved The Day",1
This Woman's Ambition As A Child Is Causing A Ginormous Change In Her Community,0
At 5pm The Mans Daughter Was Sick. By 7pm She Was Dead. Her Killer Is Now Being Cleaned Up.,1
These Powerful People Know That The Poor Do Not Deserve Poor Solutions,0
You Know Those Power Lines That Stretch On Forever When You're Driving Across The Countryside?,1
You Know Those Power Lines That Stretch On Forever? Here Are The People Who Actually Hang Them.,0
"After I Saw This, I Put Down My Phone And Didn’t Pick It Up For The Rest Of The Day",1
"If You Ever Feel Panicked When Your Phone Is At 20% Battery, This Might Help",0
A Ginormous Energy Company Picked A Fight With College Kids. They Probably Shouldn't Have Done That.,1
Once Upon A Time Some College Kids Chased An Energy Company Out Of Town,0
"A Ginormous Energy Company Picked A Fight With College Kids And Really, Really, Regretted It",1
Dear Ginormous Greedy Energy Company. Check. Your Move.,0
What’s Schizophrenia Like? A Woman Who Hears Voices Explains It Beautifully.,1
"Talking To The Voices In Her Head Helped Her Get Better, Now She’s Helping Others",0
Hilarious Examples Of People Who Can’t Think For Themselves,1
"I’m Betting Lady Gaga Would’ve Kept Her Hat On, In This Situation",0
"20 Years Ago We Thought Of It As Sci-fi, And Now 162 Countries Can Stare Me In The Face",1
"""Global Community"" Used To Be Just A Saying, But He Shows That It's As Real As We Want It To Be",0
"Fast Food Workers Have Had Enough. If You Want Fries With That, You Might Have To Get Your Own ...",1
"50 Years Later, One Congressman Is Still Marching For Justice. This Time, It's About Minimum Wage.",0
This Woman Saw A Huge Problem In Her Community And Did Something No One Else Knew How To Do,1
"Her Community Needed Some Serious Help, So She Took On The Challenge",0
A Bunch Of Young Punks Just Managed To Make A Giant Monolithic Corporation Freak Out Big Time,1
A Giant Monolithic Corporation Is Trying To Bully A City Into Paying More For Dirtier Power. Whoops.,0
His Piano Playing Is Beautiful. I’m Glad He Has Somewhere To Play It Now.,1
"For These Homeless Families, One Key Makes All The Difference In The World",0
"When Everything In Syria Is An Emergency Room, A 'Normal' Hospital Visit Looks Like This",1
This Doctor Is Doing The Best He Can Do To Save Lives In Syria,0
​Sorry Pregnant Lady: You Can't Give Birth Here Because You're Poor,1
They're Not Letting A Little Thing Like Money Kill Them,0
A Pastor Asks His Politician Why He Supports Gay Marriage. I Don't Think He Was Expecting That Reply,1
"The Eloquent, Perfect Reply A Prime Minister Gives To An Anti-Gay Marriage Pastor Live On Television",0
"She Swam From Cuba To Florida, Walked Up Onto The Beach And Told Everyone 2 Things To Never Forget",1
"What's Grown, Profound, And Just Walked Out Of The Water After Swimming From Cuba? ",0
"She Swam From Cuba To Florida, Walked Up Onto The Beach And Told Everyone 2 Things To Never Forget",1
"I Wish I Could Push Myself As Far As She Just Did. Oh Wait, Apparently I Can ",0
Alyssa Milano Made A Sex Tape And It's Really Important That You Watch It. I'm Not Joking.,1
A Celebrity Sex Tape About Syria. Trust Me.,0
A Boy Came Out On Facebook. His Mother Found Out And Decides To Leave A Letter.,1
The World Would Be A Drastically Different Place If All Mom's Said These Words To Their Gay Child,0
A Journalist Was Asked By Her Network To Cover Paris Hilton. She Did This Instead.,1
Fellow 'Journalists' Try To Bully Her Into Covering A Paris Hilton Story. It Doesn't Work.,0
Pretty Much The Next Jimi Hendrix — Is That Too Subtle For How Talented I Think This Kid Is?,1
I Have The Perfect Casting For A Jimi Hendrix Movie If You Wait About 10 Years,0
A Journalist Was Asked By Her Network To Cover Paris Hilton. She Did This Instead.,1
Fellow 'Journalists' Try To Bully Her Into Covering A Paris Hilton Story. It Doesn't Work.,0
When She Realized Her Students Were Suicidal This Teacher Changed Her Curriculum,1
If You Heard Your Students Were Suicidal What Would You Do?,0
Half Of Us Did This Illegal Act After We Graduated College. It's Not Okay.,1
There's A Word For What This Is... What's It Called Again? Oh Yeah — Slavery.,0
"Nice Try Banning This Advert, Rupert Murdoch, But Australia Can Watch It Here Instead",1
"Well This Looks Familiar: Rupert Murdoch, What Are You Trying To Do To Australia's Election?
",0
"No Matter What You Think About Intervening In Syria, Here’s One Voice You Should Hear Out
",1
"On Syria, Should America Be More Like Sweden? 
",0
"A Simple Gesture Shows The Goodness In People, And That's All It Really Takes",1
How In The World Are Basketball And Beer Making Me Tear Up?,0
He Just Came Up With The Worst Idea In The History Of The Internet. It Involves Robbing You.,1
"Meet John Wooley. The Big Cable Companies Hired Him To Screw- Er, Show You A ""Better"" Internet.",0
It's Cute That They Thought We Wouldn't Notice Them Trying To Rip Us Off,1
Click Here If You Think Websites Shouldn't Be Pay-Per-View,0
"A Boy Makes Anti-Muslim Comments In Front Of An American Soldier. Bad Idea, Dude.",1
"Do Americans Have A Problem with Muslims? If So, Can They Listen To The Soldier Here Speak?",0
"Jimmy Kimmel Puts One Over On The Entire World, And The Biggest Sucker Was The News Cycle",1
"TWERK. Did I Get Your Attention? No? You Must Not Be The News, Then.",0
Seeing America From This Perspective Makes Me Feel Like A Total Heel,1
"America And China Are Just Stomping The Planet With Our Big, Fat, Designer-Shoe Carbon Footprint",0
"A Boy Tries To Commit Suicide At Age 15, Then Becomes An Awesome Role Model At 41",1
"He Was 15 Years Old The First Time He Tried To Kill HImself. Now, He's A Role Model For Gay Kids. ",0
A Comedian Rises From The Dead To Explain Why We're Going To Invade Syria,1
Q: Why Some Countries Are So Good At War? A: Because They Get A Lot Of Practice.,0
"You Know, These Ladies Really Have A Point About Something Most Of Us Don't Even Notice",1
Sunday Night Gets A Poke In The Right Direction... Um... I Mean... You'll See.,0
"On September 11, 2001, A 12-Year-Old Kid Learned A Hard Lesson. It's Time You Learned More About It.",1
"That Day Had No Black Or White, Because Under That Rubble Everyone Was Gray",0
Think Seeing A Little Male Nudity On TV Is Too Explicit? Then ... It's Time To Hear The Hard Truth.,1
The Sunday Night Double Standard Gets Hilariously Spoofed,0
They Told Her No Firm Would Pay Her Equally. So She Started Her Own.,1
How One Determined Lady Paved The Way For Women On Wall Street,0
It Takes A Lot Of Bravery To Ask A Question Like This In Front Of A Bunch Of Working Class Folks,1
A Bunch Of America Working Class Folks Stand Up For An Undocumented Family In A Really Cool Way,0
Here's A Debate Between An Atheist And A Christian. You'll Be Surprised At How It Plays Out.,1
A Debate About Religion That Doesn't End In Fisticuffs. Seriously.,0
"It’s Not Illegal To Torture Animals, But It Is Illegal To Take A Picture Of Someone Doing It",1
How Do You Stop Whistleblowers From Exposing Your Disgusting Business Practices? Outlaw Them!,0
One Of My Favorite Authors Says There's Something We Should Remove From All Classrooms,1
Wouldn't It Be Great If We Could Make Education Better For All Kids Without Spending A Dime?,0
"Beautiful Flash Mob Of Marriage Proposal Adorableness, Aisle 10",1
"Can We Get A Judge To Aisle 10, We Have An Engagement To Clean Up",0
This Man Kept A Secret For Most Of His Life. Not The Kind Of Secret You're Probably Thinking...,1
Can You Really Define What An American Is?,0
"Before He Dies, What This Guy Does For His Child Is Beautiful",1
A Zombie Touched My Heart Without Eating It,0
His First 4 Sentences Are Interesting. The 5th Blew My Mind. And Made Me A Little Sick.,1
What First-World Country Pays The Most In Taxes For Healthcare?  WRONG.,0
"After An 8-Hour Workday Or 40-Hour Workweek, You're Pretty Much Shot",1
"We're Working More, But We're Making Less. Ummm, Maybe We Should Stop That?",0
How Do You Get Kids To Study Harder? One Pizza Owner Had This Genius Idea.,1
You Want Free Pizza? Recite Abraham Lincoln's Gettysburg Address And You'll Get It.,0
An NBC Panel Suggests We Stop Talking About Banks Being Evil. Barney Frank's Response? Priceless.,1
"When You Hear NBC Hosts Talking About The Poor, Poor Bankers, You Know Something's Up",0
The Simple Act Of Kindness That You'll Remember Next Time You're Talking To A Waiter In A Restaurant,1
"The Act Of Kindness I'd Do If I Had A Spare $200. But Hey, I'll Just Smile At This In The Meantime.",0
The Reason We're All Safer on The Job In One Image,1
The Reason You're Much More Likely To Come Home From Work In One Piece Today,0
"If You Don't Think Teachers Do Enough On The Job, Have I Got A Graphic For You",1
Perhaps We Should Let The Pentagon Raise Money From Bake Sales And Use Their Budget For Schools?,0
"13 People Were Just Murdered In DC, So The Chief Medical Officer Said What She Felt We Need To Hear",1
"When Trauma Surgeons Start To Lecture Us About ""Senseless Trauma"" You Know Something Needs To Change",0
One Of The Best Points I've Ever Heard Was Made In A Single Word,1
And Now Presenting: A Perfectly Political Punchline.,0
"13 People Were Just Murdered In DC, So The Chief Medical Officer Said What She Felt We Need To Hear",1
"After The 13 Dead In DC On Monday, Their Trauma Center Doctor Wants To Be Put Out Of Business",0
I Can Guarantee In One Minute Your Respect For This Kid Will Multiply,1
"Middle School And Rehab Should Never Go Together, But For Jacob, It Has",0
A Bold and Beautiful Reason To Talk To Each Other In The Elevator,1
A Vibrant Reminds To Get Out There And Find Them,0
"One Infographic You’ll Want To Take To The Grocery Store And Tape To Your Fridge
",1
"Could Giant Ziploc Bags Help End Hunger In Developing Countries?
",0
He Was In A Coma. What He Could Hear His Students Saying To Him Is Absolutely Moving.,1
This Man Knows How To Make You Feel Impact Of Educators,0
Watch These Straight People Answer A Question Gay People Have Been Asked For Years,1
Straight People: We're Just Born This Way!,0
"Ok, Ok I Got One - A Muslim And A Jew Walk Into A Bar…What Do They Demand?",1
"We Can All Agree That Iran, Israel And The US Need Peace. These Two Comedians Are Stepping Up",0
"He Was Asked An Arrogant Question. His Great Answer Shows The Problem With How The U.S. Functions.
",1
This Guy Gives An Interviewer His Comeuppance & Sums Up The Way Politics Works—With Boston Charm.,0
"Next Time You Bully Someone, You Better Hope They're Not Related To Him",1
"To Save His Sister, One Boy Risks Everything (Everything = Christmas Presents)",0
I Didn't Realize How Much We Needed To Examine Ourselves Until This Actress Spelled It Out,1
Solidarity Is For Everyone But Those Who Really Need It,0
"The President Wants Your Money, But It's For Something Totally AWESOME",1
Funding America's Plans For Syria ... With Kickstarter?,0
Fracking Is Pretty Hard To Understand — Until It Isn't,1
Drilling Holes And Pumping Chemicals: Spend A Day Ruining Drinking Water,0
One Teen Says A Brilliant Goodbye To All The Names He Was Called In School,1
You Can Call Him Vinny. I’m Gonna Call Him ‘Mister Brave-Smart-Awesome.’,0
And The Winner For 'Biggest Hint That Hollywood Is Twisted' Is...,1
Every Year A Different Person Wins. But Somehow It's All The Same.,0
Doing This To Kids Is Like Helping A Person Who Is On Fire By Drowning Them,1
"If You Want To Complain About Immigration, You Are Doing It Wrong",0
I'm Sorry ... Immigrants Contribute HOW MUCH Money To This Country?,1
"According To This, The Mexican Border Is Basically The New Ellis Island. How Do You Feel About That?",0
The Surprising Story Of How One Of The Most Famous Women In Our Culture Came To Be,1
How 'We Can Do It' Grew From Wartime Propaganda To A Feminist Symbol,0
Winston Churchill's Perfectly Hilarious Response To A Gay Scandal In Parliament,1
Gay Scandal In Parliament? Winston Churchill Doesn't Need A Speechwriter For This One.,0
His Friends Know He Is About To Die. See How They Say Goodbye.,1
A Single Image That Shows How Close These Teams Can Get,0
College Kids Do Something To Incoming Freshman No One Expected,1
"College Students Lend A Hand To Disabled Kid. Actually, An Arm. It’s Robotic And Insanely Cool.",0
"The Biggest Myths About Obamacare, Shot Down In One Clip",1
So Are You Worried That The Affordable Care Act Is Costing Jobs?,0
At First I Thought He Was Making Fun Of Himself. Then I Realized He Was Warning Me.,1
"He Isn't A Superhero, But His Superpower Is Tellin' It Like It Is.",0
Okay. This Is How I Want Every Law Explained To Me.,1
And This Little Piggie Really Knows It's Facts,0
"She's Not From Here, So Why Does She Sound Like That?",1
She Knows She And Her Family Belong Just Where They Are,0
Something To Think About Before You Take That Next Pill,1
"You Need To Know What Superbugs Are, And You Need To Know How You're Creating Them.",0
"She's Not From Here, So Why Does She Sound Like That?",1
She Knows She And Her Family Belong Just Where They Are,0
"These Dancing Teens Are Defying Expectations, Statistics, And Maybe A Few Laws Of Physics
",1
"In A City Where Becoming A Statistic Seems Like Fate, Some Incredible Teens Are Bursting Through",0
I Just Want To Know Who’s Been Hiding These Numbers From Us All Along?,1
"You Thought The Mormons Moved To Utah For Religion, But It Was Really For The Fuel Savings",0
I Just Want To Know Who’s Been Hiding These Numbers From Us All Along?,1
"If You Love Smog, International Conflict, And Price Spikes, Find Yourself A Different Infographic",0
Corporate Media Tried To Stop The Little Guys. So The Little Guys Called In Some Friends.,1
"If You Hate Mainstream Media, You Can’t Just Walk Outside And Build Your Own. Or Can You? ",0
What This Craigslist Ad Says About The Government Shutdown Is Pretty Bold,1
How This Could All End Up If The Government Fails To Get Itself Working Again,0
These Comments About Politics Are Too Mean To Be True. But They ARE True.,1
Who's Decision Is It Anyway? Theirs Or Ours?,0
"Before You Hit The Drive-Through With Your Kids, Watch This Video. It Might Make You Think Twice.",1
Serving Up An Order Of Truth: $2 Billion In Marketing To Our Kids Is Too Much For Me,0
A Senator Gets Mad About The Shutdown And Starts Naming Names. About Time.,1
Don't Like It When The Government Shuts Down? Maybe You Should Start Saying What She Is Saying.,0
Something To Keep In Mind Next Time You're Thinking About Ordering Crab Or Lobster,1
"If A Kid Comes Out Of Their Shell Early In Life, It's A Good Thing. For Crabs, Not So Much",0
Think Everyone Should Just Pull Themselves Up By Their Bootstraps? Try This One On For Size.,1
What Does Your Life Expectancy Have To Do With Your Zip Code? This.,0
SNEAK PEEK: The Documentary That The NFL Would Rather You Skip,1
Meet The Doctor Who Tackled The NFL's Biggest Scandal,0
The Woman Who Has As Close To A Super Power As We Can Get,1
"The Overwhelming Power Of Love, Told Through The Story Of One Woman's House",0
Just Take My Money Already - I’m Ready To Make A Reservation RIGHT NOW,1
Just Take My Money Already! I’m Ready To Make A Reservation RIGHT NOW.,0
It Only Took A Minute For All These Man Tears To Start Flowing,1
What A Special Gift To Find On Your Doorstep,0
"When They Called Him A Terrorist And Broke His Jaw, I Bet They Didn't Expect This Response ",1
"If Everyone Took The Advice Of A Man Who Was Beaten For Wearing A Turban, We'd Live In A Safer World",0
A Two-Minute Lesson For The Next Time You Face 'Incredible Odds',1
Don't You Miss When Life Lessons Could Be Wrapped Up This Snuggly?,0
The Woman Who Has As Close To A Super Power As We Can Get,1
So Many Kids Fall Through The Cracks  — Meet The Woman Making Sure That Doesn't Happen On Her Watch,0
"He's A Fraud, A Murderer, And Sorely Mistaken - We Gave THIS Guy A National Holiday?",1
"Move Over, Columbus. The Italians Have A New Hero.",0
The Debt Ceiling And Budget Battles Are Just A Screen. You Read That Right.,1
Some Of Your Paycheck Goes To Something Every Week Thay They Want To Get Rid Of,0
A Father Thought He Could Suppress Who His Son Really Was. His Son Had Another Idea.,1
Dawson's Creek Reminds Us That Coming Out Is Bittersweet For Some,0
I Kinda Want All Girls To Play This As Their Motivational Music For School Every Morning,1
The Growing Epidemic Of Girls Getting An Education,0
The Vice Principal Wanted A School Full Of Kids Like Him. So How In The World Did This Happen?,1
How Much Is A Kid's Future Worth? I Think The Answer Is More Than A Simple Mistake.,0
"The Daily Show Hires A Hostage Negotiator To Talk To A GOP Strategist. It Is Television Gold.​​​​
",1
America Is So Screwed That Even Hostage Negotiators Can't Sort This Shutdown Mess Out,0
Further Proof That Being Born A White Man Is A Bit Like Hitting The Lottery,1
Why Equal Pay For Equal Work Means Everything To Women Of Color,0
Her Husband Won A Nobel Prize. But She's About To Be A WAY Bigger Deal.,1
The Current One Made History With A Beard. The Next One Will Make History In A ... Bigger ... Way.,0
Here Are 5 Fact-Checked Things About The Place You Live That You May Not Have All The Facts About,1
I Get It. You Don't Think Global Warming Is Man Made. It's Still A Real Thing Though.,0
Watch A Music Video Parody That Deserves Both A VMA And A Nobel Prize,1
"For The Love Of Jay-Z And Alicia, Watch This Great Parody Music Video
",0
"If You Know A Girl Who’s Ever Felt Invisible Or Unheard, Please Show Her This",1
250 Million Girls Are About To Tell You Why This Moment’s Important.,0
"If Women Were In Charge, I Wonder: Would We Be In This Situation?",1
"\When A Country Makes A Mockery Of It's Own System, These People Are Put At Risk",0
Congress Did Something So Spectacularly Creepy That It's Too Unbelievable To Make Up,1
The GOP Made A Rule That Their Boss Couldn't End The Shutdown. Or Almost Anyone Else. Not Joking.,0
Two Doctors Kill A Man By Drawing On His Hand. I Would Not Recommend This Hospital.,1
"Nurse, This Man Is Dying! Get His Horoscope In Here, Stat! ",0
That Moment You Realise That America Is Actually Way More Sexist Than You Could Have Imagined,1
"Why Does This Woman Look So Upset, And Why Will You Be Cop",0
A Lobbyists And A Congressman Walk Into A Restaurant. See What Happens Next.,1
Watch A Lobbyist And A Congressman Literally Stuff Each Other’s Faces,0
"What They're Trying To Do To This Man Is Rough, But What He Says At The End Is Devastating",1
Does The Future Of Our Cities Look A Lot Like Detroit?,0
One Of The World's Most Despised Groups Is Shocking The Country With Some Cut-Throat Awesomeness,1
Do You Hate Collection Agencies? So Does This Collection Agency.,0
"We've All Done This Without Thinking And It May Ruin Our Chances At A Happy, Wealthy Life ",1
"If You Chased Dreams On Twitter, Pictured A Future On Instagram, Or Found Destiny On Facebook... ",0
Watch A Student Totally Nail Something About Women That I've Been Trying To Articulate For 37 Years,1
Watch Lily Myers Define What's At The Core Of Women's Issues In 3.5 Thought Provoking Minutes,0
Watch What Happens When This Surgeon Decides To Take The Dollars Out Of His Healthcare,1
Cracking Open Rib Cages Isn’t The Only Way This Cardiac Surgeon Shows Heart,0
"Need Your Faith In Humanity Restored? Meet ""Doctor Feelgood.""",1
