Headline,Attention
6 real quotes from 'Fifty Shades' that could make you rethink how you feel about it,1
"I've got 6 reasons why I think 'Fifty Shades' isn't a swell message, even if you kinda liked it",0
An 81-year-old Supreme Court justice just gave the most badass answer to a ridiculous question.,1
A Supreme Court justice gets asked about women in the Supreme Court. She crushes.,0
"It’s meant as a compliment, but what it really says is, ‘You don't fit in.’",1
"The friend thinks it’s nice, but it sounds just like ‘You don't fit in’ to the teen hearing it.",0
Watch a way to look at death that is as surprising as it is encouraging.,1
This is an encouraging way to look at death. It's surprising.,0
"In every shot, only 1 word changes. But that word makes all the difference.",1
The first 30 seconds show how hard it can be to be a kid. The last 30 are why you shouldn't give up.,0
A dog on the verge of death meets a prisoner with no hope,1
They're taking them out of prison and sending them right back in. And I'm 100% on board.,0
She made a cool invention. Now she's using it to save 12 million people.,1
Know someone going to Sao Paolo for vacation? Here's a 2-minute primer for them.,0
"The video went viral, but did people miss what was so great about it?",1
"Sometimes calling something ""pet"" or ""wild"" just doesn't capture the beauty of a relationship.",0
People who work for McDonald’s aren’t 'Lovin’ it.' So they asked the company some questions.,1
"One of the best policies for companies on Facebook is to engage with fans. Well, most of them, anyway.",0
5 men watch something horrifying that's being done to girls. Here's how they reacted.,1
It's abusive. It's torturous. And it happens way too often. These 5 men are horrified to see it.,0
The long showers you like to take are not the *real* problem.,1
Getting people water to survive takes more than a shorter shower,0
Meet the concerned mom who doesn't think kids need sex-ed. Then watch the Daily Show laugh at her.,1
These Vegas students want education but one mom thinks they're full of it,0
The way this married host acted around Kate Upton shows the sad state of respecting women.,1
The fact that this specialty magazine is still a thing shows how sexist America still is.,0
He's moving his prosthetics with his mind?! We're living in the future.,1
The double amputee who's made history just by thinking about moving his arms,0
Meet the concerned mom who doesn't think kids need sex-ed. Then watch the Daily Show laugh at her.,1
"She doesn't think kids need sex-ed, and that's why the Daily Show is laughing at her",0
"It has a 1-word chorus, but it may be the most brilliant Oscar-nominated song of the last 10 years.",1
What happens when a famous singer and a legendary rapper team up? 3 minutes of total brilliance.,0
"2000 were killed, hundreds are missing, and some were made slaves, but we stay quiet",1
2000 were killed. Hundreds are missing. We stay quiet and do nothing.,0
"It has a 1-word chorus, but it may be the most glorious Oscar-nominated song of the last 10 years.",1
"It has a 1-word chorus, but it may be the most necessary Oscar-nominated song of the last 10 years.",0
Watch a way to look at death that is as surprising as it is encouraging.,1
Here's a good way to think about death.,0
Protein shakes aren't as harmless as you might think. Just take a look at these men.,1
A totally bizarre way to keep dude bros from going extinct.,0
"A cartoon about catcalling from the man's perspective is totally disturbing, and that's the point.",1
The unfortunate thing is that the punchline is something women are actually saying every day.,0
A Bevy Of Famous Ladies Sing Along To This 50 Year Old Classic. Wow. This Song Is Magic.,1
A Bevy Of Famous Ladies Sing Along To This 50-Year-Old Classic. Wow. This Song Is Magic.,0
A Bevy Of Famous Ladies Sing Along To This 50-Year-Old Classic. Wow. This Song Is Magic.,1
A Bevy Of Famous Ladies Sing Along To This 50 Year Old Classic. Wow. This Song Is Magic.,0
A Bevy Of Famous Ladies Sing Along To This 50-Year-Old Classic. Wow. This Song Is Magic.,1
A Bevy Of Famous Ladies Sing Along To This 50 Year Old Classic. Wow. This Song Is Magic.,0
Admit it. You wanted to act just like her. Wait til you see her all grown up.,1
Remember when she ruined the summer camp play? Wednesday still does what you've always wanted to do.,0
Here's the simplest (and best) education idea I've heard in a long time.,1
Stop thinking of teachers as teachers. Think of them as designers.,0
I'm going to try this the next time somebody tries to catcall me.,1
Admit it. You wanted to act just like her. Wait til you see her all grown up.,0
An embarrassing dad made his kid's birthday party awful. And set public health back 100 years.,1
Your anti-vaccination deal is hurting poor people. Just thought you'd like to know.,0
An embarrassing dad made his kid's birthday party awful. And set public health back 100 years.,1
Wondering if your aunt is right about all those toxins? Here's a roundup of what you need to know.,0
"What if we treated teachers like skilled professionals, instead of lazy children? Let's try it!",1
Let's throw out the standardized tests and give teachers time and space to be amazing.,0
This guy gained two fully functional arms thanks to the big brains of SCIENCE.,1
He's able to control his new arms just like his old arms. With his mind.,0
"The next time you ask someone to pass the guacamole, remember what he says.",1
The science behind why we don't always say what we mean.,0
What would happen if FOX news asked Walmart the tough questions?,1
The unlikely company that's banking off government handouts should be FOX's next target,0
"A snooty lady asked this waiter for fancy salt, and his response is hilariously, internationally true.",1
Watch a super-smart stand-up routine about how America irks this hilarious African-American comic.,0
She came up with an invention to save 12 million people. Genius? Kinda.,1
"She got people to drink water previously infested with mosquitoes, and it's kinda amazing how.",0
The Catholic Church is trying to solve this problem. So should we.,1
It's hard to think we're running out of water when we're swimming in it halfway around the world.,0
Fox News finally went off on Walmart for their shady practices. PSYCH.,1
Here's what it would look like if an obnoxious TV anchor's questions were pointed in the right direction.,0
A famous athlete tattooed 50 names on his body for a sad reason. Showing them got him suspended.,1
"His name is Zlatan Ibrahimović. When you see him, he wants you to think of 805 million people.",0
His best friend's was killed by his own mother. Here's how he looks at it.,1
See how one guy dealt with his best friend being stabbed to death.,0
"The next time you ask someone to pass the guacamole, remember what he says.",1
"After you hear what he has to say, you will probably never ask for guacamole the same way again.",0
"A before and after shot that didn't change the man, but it will probably change the way you see him",1
"He stayed the same, but my perception changed. 1 easy way to help someone.",0
The Catholic Church is trying to solve this problem. So should we.,1
The Church is trying to solve our water problem. So should we.,0
"She may have died last year, but these little girls are keeping her memory alive and well.",1
A powerful poem by Maya Angelou comes alive again through these little girls.,0
"When this dad finally stands up for his bullied kid, it's freaking heartwarming. Just warnin' ya.",1
I cringed all the way through this ... 'till the very end.,0
A popular TV show from the 70s was one of the first to brilliantly call out unfair pay for women.,1
"In the 1970s, the 'Batman' TV show and the :abor Department teamed up to beat an evil foe.",0
Here is the smartest money move we could make. How dumb is it that we're not?,1
Some say they're against abortion. Then why aren't they all for funding contraceptives?,0
I've been waiting to hear a message like this from an elected official since my kids were little.,1
"From daycare rates many can't afford to unfair pay, President Obama lays out how women get robbed",0
This preschooler called 911 and what she told the dispatcher blew me away,1
This little girl called 911 for her mom. What she told the dispatcher made me proud.,0
I don't understand a lick of German but you don't need to for this condom video to be hilarious,1
What more could you really ask for in a German condom crowdfunding video?,0
The #1 huge thing we're all missing when we try to be environmentally friendly.,1
"If we're only thinking of sustainability in terms of packaging and recycling, we're doing it wrong.",0
Protein shakes aren't as harmless as you might think. Just take a look at these men.,1
"Some protein shakes aren't as harmless as you might think. Thankfully, there are alternatives.",0
Prepare to laugh: Protein shakes aren't as harmless as you might think. Take a look at these men.,1
Watch (and laugh at) these fake bros so you can learn all about protein shakes.,0
He is black. He is privileged. And all of that concerns his parents.,1
"To be privileged is one thing, but to be black and privileged is what concerns his parents.",0
Listen to the parts they've auditioned for and try not to say 'WTF?',1
He wonders if it's all in his head. But when you hear their stories...you realize it's not.,0
These racist idiots spray-painted a swastika on the dumbest/best location possible.,1
These idiots spray-painted a swastika on the dumbest location possible.,0
How 1 haircut and a before and after photo may change everything for people,1
"They became emotional when their 'before and after'. I admit it, I did too.",0
"Call her dark, call her skinny, call her beautiful, just don’t ever call her Iman",1
"She believes we’re conditioned to be afraid. So her motto, naturally, is 'F*ck fear'.",0
Short-shorts and high kicks meet super advanced science degrees. Surprised? You shouldn't be.,1
They're here. They cheer. They're scientists.,0
These raw words from the past are still gut-wrenching. And still true.,1
"Justice was upside-down, and we still don’t seem to know which way is up.",0
A transitioning male reproduced Adam Levine's nearly nude photo to prove a point. It worked.,1
He saw Adam Levine's nude photo and thought 'I'm sexy too'. So he did it.,0
"This kid's dad is just as bad as the bullies at school, until makes me smile at the end.",1
"A dad won't let his child wear a dress to school, but then he changes his mind and it's fantastic.",0
Listen to the parts they've auditioned for and try not to say 'WTF?',1
Numbers don't lie. Hollywood would make even more money if they just lost the stereotypes.,0
A rude lady asked this waiter for fancy salt. This response is hilarious international truth.,1
"When a foodie asks him for fancy salt at the restaurant where he works, I *wish* he said this back.",0
"She may have died last year, but these little girls are keeping her memory alive and well.",1
"4 little girls help us remember how brilliant Maya Angelou was, and how great they are, too.",0
Here is the smartest money move we could make. How dumb is it that we're not?,1
"It's one little pill, and it's the smartest money move we could make. So why aren't we?",0
Why the millennials of the world could be the key to ending shame about mental illness.,1
"3 major reasons to start talking about mental health. Like, now.",0
"The bully punches him in the face. Later, he follows the bully home, and that's where he sees it.",1
"The bully punches him in the face. Later, he follows the bully home, and it all suddenly makes sense",0
"Never black enough, never white enough, never enough? She calls 'bullshit.'",1
Once upon a time (really recently) designers didn’t want black people wearing their clothes,0
An actress decided to do something about the stigma of mental illness.,1
Why the millennials of the world could be the key to ending shame about mental illness.,0
"An actress was told to bring an “easy access skirt” to a casting. Well, dang.",1
Actresses are asked to bring “easy access skirts” to a casting. WTF?! *Facepalm*,0
"If you look at her hands, you'll see her struggles. Literally.",1
Here's a place south of the Sahara where getting water can kill you,0
"When people say his TV show’s racist, he’s like, ‘I don’t know if you know any of us.’",1
He started a blog about what an American Asian’s allowed to be. Now he’s got a hit show.,0
School is not going so well. Here's a cheap and easy way to fix it ... that teachers will love.,1
Teachers are working hard. Why does every education improvement seem to make their job harder?,0
2 trans men make a very clear point with this  revealing photo shoot.,1
2 trans men made a very clear point with their very pointed photo shoot.,0
"I thought Alan Cumming had lost his mind, then I watched the video and was so wrong.",1
"Stop having sex today, and the FDA will let you give blood next year. #celibacychallenge,",0
A rare behind the curtain look at acting that's less glam and more racist.,1
A short film devoid of white people? Don't celebrate just yet.,0
"The surprising pill that could mean extra money for our school system. Yes, really.",1
"For every dollar we spend on it, we get $4 back. Magic? Nope. Just smart money.",0
Dad took blood samples at his kid's birthday party. And that's not the worst part.,1
"I had some weird birthday parties, but none that started an outbreak of an ""eradicated"" disease.",0
The best feature of his multi-million dollar home is nowhere near it.,1
The best feature of his multi-million dollar home is a short hike away from it.,0
What is OK and not OK to say to a sexual assault survivor in 1 powerful video,1
A college kid speaks more eloquently about sexual assault than most older people could.,0
"Her story is pretty funny, but the lesson at the end will change the way you think about blaming.",1
A funny-but-true lesson on why we seek to blame when things don't go right,0
8 love letters to survivors of sexual violence. The one from the dad made me cry.,1
The beautiful love letters survivors of sexual violence wrote to themselves.,0
Kurt Cobain said some pretty insightful things during his short life. Here are a few of them.,1
Fantastic quotes from Kurt Cobain on serious issues we're still dealing with over 20 years later.,0
Kurt Cobain said some pretty insightful things during his short life. Here are a few of them.,1
"A grunge singer from the '90s had a few things to say about rape, bigotry, racism and feminism.",0
"Her story is pretty funny, but the lesson at the end will change the way you think about blaming.",1
In focus: What's really going on when we blame,0
A comedian pulled a ridiculous stunt and just made a whole bunch of people's lives way better.,1
He got on a jet ski to raise money to buy a bunch of goats. It's exactly as hilarious as it sounds.,0
Ever heard of ‘Right-To-Work’? About that …,1
How would you like to make $1500 less a year than somebody else doing the exact same job?,0
"For every dollar we spend on it, we get $4 back. Magic? Nope. Just smart money.",1
"The surprising pill that could mean extra money for our school system. Yes, really.",0
The Academy Awards has a 'woman problem.' These women won't stand for it.,1
"26 directors, screenwriters, and camera-folks have Oscar nominations. None of them are women.",0
The Oscars have been singing this song for far too long. So she's calling them out.,1
"Maybe The Oscars has a condition called ""1 Non-White Winner Every Three Years Or So"" syndrome.",0
"Teens always think they know more than their parents. About this, they probably do.",1
Remember how you felt about yourself as a teen? Now imagine the internet voting on it.,0
One of america's most loved fictional couples finally do the damn thing on 'Glee.',1
Brittany and Santana got married on 'Glee' and it was beautiful and powerful.,0
He was right about the cops 50 years ago. We didn't listen.,1
The dug up a video of his speech from 50 years ago. It could have been given yesterday. Eerie.,0
"Ever heard of ‘Right-To-Work’? Well, about that …",1
Ever heard of ‘Right-To-Work’? Ahem ...,0
It was a normal day until their family dressed as homeless people to prove a point,1
A social experiment to see what would happen when family members became 'homeless',0
"These kids were having fun until they realized the answer to 1 question, and it's adorable",1
Watch an interviewer stop adorable kids in their tracks by making them think about education,0
The dug up a Malcolm X speech that predicted so much of what's going on today. Creepy.,1
He was right about the cops 50 years ago. We didn't listen.,0
They dug up a Malcolm X speech that predicted so much of what's going on today. Creepy.,1
Malcolm X was right about the cops 50 years ago. We didn't listen.,0
"Teens always think they know more than their parents. About this, they probably do.",1
Getting through high school is as much about who you Like as who you like.,0
The big problem at the Oscars that got these 3 women singing,1
0. That's how many women got Oscar nominations in 3 categories.,0
There's a big problem at the Oscars that got these women singing,1
The Oscars has a huge problem. And they're singing about it.,0
He put these inmates in a room with nothing but a camera and asked them to talk about their crimes.,1
He put inmates in a room with nothing but a camera and asked them to talk about their crimes.,0
You're welcome. Here's almost everything worth noting that happened at the Oscars.,1
You could scroll your news feed for bits of the Oscars or just click here and get the good stuff.,0
"If you don't think the Oscars are racist, you should read this. Same if you do.",1
"What 1 year of watching media does to our children, and how the Oscars can help",0
They learn a lesson about being homeless when they ignore their family on the street,1
They ignore their family and get a lesson about being homeless,0
"These parents were expecting a cute musical, instead they're rethinking what they pack for lunch",1
Old MacDonald had a farm and treated his animals and crops like crap,0
"Before you call them troublemakers, take a look at how they are transforming this neighborhood.",1
This one time on probation... All these people got together and transformed a community.,0
He is black. He is privileged. And all of that concerns his parents.,1
"He’s only 17, but says he's lived a double life since he was 5.",0
"A pole-dancing video so beautiful, my hair stood on end",1
Many people deal with trauma. Some heal it through pole-dancing.,0
"If you don't think the Oscars have a race problem, you should read this. Same if you do.",1
How to get some actual diversity in the Oscars,0
"If you don't think the Oscars have a race problem, you should read this. Same if you do.",1
"Instead of debating if the Oscars are racist, what if we just figured out how to fix things?",0
Dear Oscars: It's time for an intervention about your little problem.,1
Do the Oscars have a race problem? An open letter to the Academy.,0
Dear Oscars: It's time for an intervention about your little race problem.,1
Dear Oscars: It's time for an intervention about that race problem. It's going to be OK.,0
Dear Oscars: It's time for an intervention about that race stuff.,1
Dear Oscars: let's talk about race. With science!,0
"He wrote ""Everything Bad Is Good For You,"" so his thoughts on the internet are not surprising.",1
Where do good ideas come from?,0
Dear Oscars: It's time for an intervention about your little problem.,1
Dear Oscars: Can we talk about your little race problem?,0
Dear Oscars: Can we talk about your little race problem?,1
"Whatever you think about the Oscars and race, you should probably learn this stuff.",0
Here are 3 real life badass women that 'Agent Carter' could be inspired by.,1
"If Marvel hero Peggy Carter gives you life, take a look at these 3 spy women who were really alive.",0
"Her red carpet hairstyle turned heads, but one fashion cop didn't get it. Here's where she's wrong.",1
This beauty's hairstyle had one fashion critic cracking jokes about weed. That's just not ok.,0
"Their parents expected a cute musical, but the cows had everyone cringing",1
The first part these kids act out is cringe-worthy. The second makes it all better.,0
Watch these kids shut down a problem that grown ups have been trying to solve for centuries.,1
Hunger is a worldwide problem. What if the solution is simple?,0
A white TV news anchor from Texas smacks down a group of racist sports fans so perfectly,1
They claimed the racist signs were an accident. He doesn't buy it for 1 second.,0
"One of these real spies is responsible for the deaths of 1,400 Nazis. She wish she had killed more.",1
Here are 3 real life badass women that 'Agent Carter' could be inspired by.,0
Watch these kids shut down a problem that grown ups have been trying to solve for centuries.,1
"See what happens when adorable kids decide to share. (There's a lesson in here for us, too.)",0
Things are happening behind closed doors and you might want to know about them.,1
You are more likely to be roommates with these guys because you live here.,0
"Their parents expected a cute musical, but the cows had everyone cringing",1
A compelling message about farming brought to you by some adorable little kids,0
"I expected a cute performance, but what it revealed was something much more serious.",1
"It looks like things are falling apart, but then they turn the performance totally around.",0
The kids aren't all right. 8 photos show you why.,1
The kids aren't all right. 8 photographers share their takes on children in a whole new world.,0
"At the end, the camera zooms out and you see what these kids painted. Incredible.",1
Most people think they're just painting a picture on a wall. That's only the beginning.,0
"Watching TV doesn't always melt your brain, sometimes its really does make you better",1
Talking about tough issues is hard. But this TV show nailed it in 7 seasons.,0
"When he took off his shirt, I realized that something is definitely broken",1
"Although he talks about women, he spends a lot of time talking about men's body issues",0
Talking about tough issues is hard. But this TV show nailed it in 7 seasons.,1
"10 Upworthy moments from the TV Show, Parks and Recreation.",0
"Where do ideas come from? Replace that ""lightbulb moment"" with turtles cuddling.",1
"He wrote ""Everything Bad Is Good For You,"" so his thoughts on the internet are not surprising.",0
Bill Gates has a Utopian dream. Watch this guy grill him about it.,1
Bill Gates says that handing out money doesn't work.,0
Wait. Is this real life? You've never heard a celebrity apology like this.,1
A snarky fashion critic proves you can actually  learn from your mistakes.,0
Giuliana Rancic proves it's possible to bounce back from a public stumble. Now that's an apology.,1
A snarky fashion critic proves you can actually  learn from your mistakes.,0
Bill Gates has a Utopian dream. Watch this guy grill him about it.,1
Money can't buy happiness? Bill Gates respectfully disagrees.,0
"If the way women are treated around the world keeps you up at night, you want to meet these people.",1
"Turning oppression into opportunity for women worldwide? All right, I’m listening…",0
"I'm so tired of hearing people fight over a bunch of pipe, but Obama's latest move got my attention.",1
"If you're ready for our country to try a new way of doing business, you'll be so happy for the news.",0
This is truly one of the most innovative ways to use technology to help people.,1
This is cool! Use your phone to help a blind person ‘see.’,0
It's not until the camera zooms in on the guy in the background that you realize who's responsible.,1
He says 16 words about sexual assault that might change everything you think.,0
Smartphones now can help a blind person 'see.' Not kidding.,1
What if you could help a blind person 'see' when they need it most?,0
"He's only used this superpower twice before, and I'm delighted he went for it a third time.",1
"Obama has wielded this superpower only 3 times, and lots of people are pretty happy he just did.",0
"Say what you will about Sean Penn. OK, now listen to this guy talk about race.",1
The assumption that good people make about injustice that makes everything worse.,0
Here’s a paycheck for a McDonald’s worker. I can't even.,1
When my father-in-law talks about 'spending wisely' when working for peanuts ... He has no idea.,0
The president has a superpower he uses only when he absolutely has to. He just had to.,1
Obama doesn't wield this superpower very often. He just used it and lots of people are very happy.,0
"A mom who loved her son rejected him when she learned he as gay. That’s not how it ends, though.",1
"After so much pain, he finally got the call he desperately wanted: His mom told him to come home.",0
"100 years ago, people were eating things that most of us will never taste.",1
Nearly 75% of our crops have vanished in the last 100 years. Where the heck did they go?,0
"There are people pretending to be scientists on TV, and their 'facts' could be harming our health.",1
"The lab coat guy sounds pretty legit, but really? He's just scaring you into doing what he wants.",0
These kids aren't all right. 8 photos show you why not.,1
These kids aren't all right. 8 photos show you what climate change can look like.,0
"Their name is Jacob, and here is their story. Yes, *theirs*.",1
"Their name is Jacob, and here is their story.",0
Feeling down from crappy news? Here's a quick pick-me-up.,1
"There's a lot to be happy about. For example, polar bears.",0
How many of us can say a photograph changed our lives? She's can. And she's only 10.,1
Meet the 10-year-old who's turning her lemonade stand into a multi-million-dollar business.,0
"He wanted to challenge what people saw when they looked at him. Clearly, his getup did the trick.",1
"One kid tells him he's 'too skinny to be Captain America.' And yet, he is Captain America.",0
What if blind people could see through your eyes? They can.,1
What if you could help blind people see? You can.,0
In 90 seconds this politician shuts down any debate over girls rights to an education.,1
Nothing is lost in translation here.  Denying girls an education is wrong in every language.,0
A terrible thing happened to this 20-year-old woman. They're trying to let the whole world to know.,1
These Turkish men decided to put on skirts. They're totally serious.,0
"New studies of musicians are revealing amazing things about brains. Even, um, normal ones.",1
Musicians have higher levels of “executive function?” What?! I almost dropped my ukelele.,0
See what happened in a country that didn't put extreme anti-choice lawmakers in check. It's scary.,1
Are women the only ones who suffer when laws restrict their own family planning? Not by a long shot.,0
"Here’s a McDonald’s employee paycheck, and here’s my jaw dropping to the floor.",1
Here’s a paycheck for a McDonald’s worker. Here’s my jaw dropping to the floor.,0
"It's like that flashlight app on your phone, but for blind people.",1
What if you could help blind people see? You can.,0
"This video wants to thank you, me, and all of us for saving Earth.",1
It's okay to pat ourselves on the back. Especially when we accomplished everything in this video.,0
Watch a feminist comedian perform the most equality-driven striptease I've ever seen.,1
A feminist comedian performs burlesque for equality. (Hint: not your average striptease).,0
"If you’re trying to find a career you'd actually enjoy, boy, is this for you.",1
Doing something you give a rat’s @#$ about every day is no fun. But how do know what you WANT to do?,0
23 people a day die from this illness. But insurance companies don't really care.,1
It kills men and women of all ages. But insurance companies don't want to help at all.,0
"Before you laugh at this mechanical polar bear, take 3 minutes to pat yourself on the back",1
Here's how we saved the Earth in 2014. How can we do that in 2015?,0
Watch how fast one politician slams the door on any debate over girls rights to an education.,1
In 90 seconds one politician shuts down any debate over girls rights to an education.,0
"I thought I wanted to have kids, but after seeing this ... eh, I don't know.",1
"OK, if you're a parent, I gotta say ""wow!"" Your job looks really hard.",0
"I thought I wanted a baby someday, but after watching this ... yikes.",1
So maybe being a parent isn't all giggles and fun. It looks impossible.,0
3 gross myths food corporations are shoving down our throats. I'm fed up.,1
"​It's not the latest crime boss movie, nope, it's just how farming gets done",0
This is a game-changer for the blind. And you (and your smartphone!) can help.,1
"It's like a GPS, a magnifying glass, and a flashlight. For the blind.",0
"She says 9 sentences in the beginning, and that's all that it took to convince me.",1
Insurance companies refuse to help people with eating disorders. This survivor thinks they should.,0
3 gross myths food corporations are shoving down our throats. I'm fed up.,1
Food corporations are shoving these myths down our throats. I'm fed up.,0
3 sickening myths food companies are shoving down our throats. Gross.,1
3 gross myths food corporations are shoving down our throats. Get fed up.,0
Most powerful man on earth gives a gift to 250K 10-year-olds,1
"#26 and #28 created it. #32 expanded it. For a century, it grew. Now #44 is giving it away to kids.",0
Fast forward through her life for the awful ending. Then do it again to see something amazing.,1
Fast forward through her life for the awful ending. Then do it again to see the potential.,0
"Got a 3rd grader? Guess what you're doing next year, thanks to President Obama.",1
President Obama has a gift for a quarter million 10-year-olds.,0
Real doctors show us just how fed up they are on Jimmy Kimmel's late night show,1
Real doctors sound off on the vaccine debate on late night TV. It's golden.,0
Some of these college women were raped before classes even started,1
Why do so many colleges not help rape victims? The reason: Money.,0
People visit this pizza spot every day without enough money for a slice. See how they deal with 'em.,1
This Philadelphia pizza parlor found a scrumdiddlyumptious way to show its 'brotherly love.',0
"All the embarrassing things a dad can say to his daughter, corrected.",1
How not to talk to your daughter. And then how to talk to her.,0
"John Travolta, Joe Biden, and why men touch women's bodies without asking",1
It's time we talk about the way 'men being men' makes it harder for a woman ... to be.,0
Here’s why playing music does things to a brain that nothing else does. Spoiler alert: Yipes!,1
"Here’s why scientists think playing music works a brain like nothing else. Oh, and also, yipes!",0
Here’s why playing music does things to a brain that nothing else does. Spoiler alert: Yipes!,1
Ever wonder why musicians are so intense? They throw parties in their brains.,0
"Nobody warned her about her post-baby body, so she spilled the secrets in a commercial.",1
Nobody warned her about what her body would do after she had a baby. So she wrote 'Postpartum: The Musical.',0
Here’s why playing music does things to a brain that nothing else does. Spoiler alert: Yipes!,1
Here’s why scientists believe learning to play music works a brain like nothing else. P.S. Yipes.,0
Listen to this 2-minute reality check about what you have to offer.,1
A solid reality check about your place in the world.,0
A writer has had enough of when men do this totally unwelcome and offensive thing.,1
John Travolta and Joe Biden have touched women publicly without their permission. Why do men do it?,0
I wanted to know how and when cops decide to kill someone. Now I understand...kind of.,1
"This just in: The police have a hard job - and very, very vague rules.",0
The must-see video burning up the Internet in China right now might help millions breathe easier,1
The game-changing documentary that's rocking China right now started with her unborn baby's tumor.,0
Why men touch women's bodies without asking — men like Joe Biden and John Travolta.,1
Why do men touch women's bodies without asking — men like Joe Biden and John Travolta?,0
"When phones can act like eyes, have we reached a new level of amazing?",1
What if the ability to see could be crowd-sourced?,0
John Oliver points out a terrifying thing about this seemingly normal photo of a bridge.,1
"There are 70,000 bridges in America that are 'structurally deficient.' Some really big ones too.",0
She asks the little girl 3 questions about her life. Her answers are pretty devastating.,1
She made a 2-hour documentary about an important issue. These 3 images drive the point home.,0
"When she decided to have an abortion, her mother didn't stop her. The reason why makes sense.",1
Some demand that women who've had abortions show remorse. But what about when they don't regret it?,0
Can a little bit more CO2 really do that much damage?,1
"When climate change came up over dinner, things went sideways fast.",0
"Everyone waited for it to be taken down. 150 million views later, it's still up. Watch it here.",1
Why the creator of this almost-censored Chinese video can't breathe easy just yet.,0
São Paulo sounds like a city of dreams. Until I saw the reservoir.,1
How São Paulo will collapse if it won't act on this water problem soon,0
"She is Gertrude from Ndola, Zambia. Here's how she gets water.",1
Many of us can just turn on the tap and fill our glass. She can't.,0
"Each survives on $3 a day, average. On top of that, their water? There's a huge problem.",1
The town of Matagalpa didn't have clean water. One of their own decided to change that.,0
"What's happening in our prison system is probably not what you're concerned about, but it should be",1
"What's happening with our prisons is probably not what you're concerned about, but it should be",0
"You may not think of prison too often, but here are some reasons you should",1
What's happening in prisons is staying in prisons. At least that's the hopes of some companies.,0
Here’s what might happen when a climate-change skeptic invites a scientist over for dinner.,1
Skeptics have all kinds of reasons why climate change is no biggie. Check another one off the list.,0
"She says 9 sentences in the beginning, and that's all that it took to convince me.",1
23 people a day die from this illness. But insurance companies don't really care.,0
How should a restaurant deal with homeless people looking for a bite? This works.,1
Here's what it looks like when someone quits their Wall Street job to do something truly worthwhile.,0
This is how you win an argument about climate change.,1
A small percentage of CO2 in the air is as deadly as a little arsenic in wine. Apparently.,0
One of the most beautifully shot videos I've ever seen that makes be feel ugly to be a human,1
Sharks are pretty nice to us considering how many we kill every day. Here's how it's going down.,0
This is how you win an argument about climate change.,1
Can a little bit more CO2 really do that much damage?,0
"EXCLUSIVE: A massively viral Chinese documentary, summarized in English for the first time.",1
Here is the English translation of Chai Jing's massively viral 'Under The Dome' documentary.,0
"If you’re like me, homeless people asking for money just doesn’t work. Here’s a much better idea.",1
"What if you could help the homeless by electronically funding the purchase of shoes, clothes, etc.?",0
"If you’re like me, when homeless people ask for money, I just can't. Here’s a much better idea.",1
"If I gave $1 to every homeless person who asks, I'd be broke. Here's an alternative.",0
Hundreds of kids arrive in Ireland and go missing. Somehow he was spared.,1
His mom died. His dad was into danger. At 15 he had to escape.,0
This is how you win an argument about climate change.,1
This is one way to win an argument about climate change.,0
Her name is Gertrude Mamba. Here's what it takes her to get water.,1
Take a look at the heavy barrels these women push just to survive.,0
A man screamed at her once because he thought she was white. Nothing new.,1
Who can't relate to the heartache and doubt this woman feels about her body and love life?,0
His hometown is littered with dirty rivers and contaminated wells. So he fixed them.,1
More kids went to school. People got healthier. What did it take? Fixing a couple of wells.,0
Straight-up chilllin' out for 20 minutes a day will make your brain better. Here's how.,1
"If superfit brains were as sexy as superfit bods, their brains would be in Sports Illustrated",0
One little girl took pictures of her school lunch. The internet responded — and so did the school.,1
Social media and technology have failed some children. But these kids? They win the internet.,0
"Her character is strong, but she is suffering from a disease that people in her world don't get.",1
Are you or someone you love suffering from PTSD? Here's an ok place to start.,0
This 10 minute video has completely changed the way I look at do-gooder,1
Are you really a good person for buying organic apples?,0
I wonder what we'd think of the NFL if every player knew their mind as well as him,1
This NFL player is breaking the stigma around mental illness,0
"It's not what's in the chart that matters, it's how long it takes Obama to load it.",1
President Obama gives a shout-out to a small town in Iowa which is doing something groundbreaking.,0
Watch what happens when you apply logic to the concept of Feminism,1
"A famous comedian thought through the whole ""Am I a feminist?"" thing. He came up with YES.",0
São Paulo sounds like a city of dreams. Until I saw its reservoir.,1
Does São Paulo sounds like a city of dreams? Hear their stories. You might think differently.,0
The president puts 1 chart in front of the camera that might make you hate your cable company more.,1
He shows you 1 chart that explains why it took so long to load this page.,0
"He was fed up with his mom, so he tried an experiment. After it ended, he started sobbing.",1
"He did an experiment to see what it was like to have Alzheimer's. By the end, he was in tears.",0
"EXCLUSIVE: A massively viral Chinese documentary, summarized in English for the first time.",1
"EXCLUSIVE: 'Under The Dome,' the viral anti-pollution video from China, translated to English.",0
"Colds suck, so have some booze? Here are 8 things to try when you're sick.",1
Booze can help your immune system + 7 other things to try when you're sick,0
10 interesting facts about Iran you probably won’t hear on the news,1
10 facts about Iran that make that whole 'Axis of Evil' thing seem kinda silly,0
"Colds suck, so have some booze? Here are 8 things to try when you're sick.",1
8 things to try when you start to feel sick (because science!),0
10 life-saving heroes walk into a photo. Obviously we're going to celebrate them.,1
See the 10 people who developed some of the major vaccines we have today,0
"I hold my breath as she takes the bandages off. But after, I can't stop smiling.",1
