Headline,Attention
"If You're Living In A Developed Country, But You're Not Happy, What Are You Doing Wrong?",1
"If A Government Can't Be Responsible For Your Happiness, Why Have A Government At All?",0
This Man On The Verge Of Breaking Down Says More In 3 Minutes Than Most Say In A Lifetime,1
This Man Lives Right In The Path Of Typhoon Haiyan And Was Pleading For Help A Year Before It Hit,0
We Have Solutions For These Women. They're Just Covered In Massive Amounts Of Red Tape.,1
We Have Solutions For These Women. They're Just Covered In Massive Amounts Of Red Tape.,0
"You Can't Be All Bossy To People.' Hear That, Homophobes? ",1
"You Can't Be All Bossy To People.' Hear That, Homophobes? ",0
"Finally, Something To Share With Everyone On Facebook Who Is Wildly Posting New Baby Photos ",1
On The Baby Train? Do This Before They're Born And They'll Lead Happier Lives.,0
The Miracle Of Life Has Become A Curse For These Women. Is It Time To Draw The Line?,1
How The Miracle Of Life Has Become A Curse For Women All Over The World,0
"Why Does Europe Always Do Things Better? Washing Machines, Public Transport And Now… Economies? ",1
"Why Does Europe Always Do Things Better? Washing Machines, Public Transport And Now… Economies? ",0
"You Can't Be All Bossy To People.' Hear That, Homophobes? ",1
"You Can't Be All Bossy To People.' Hear That, Homophobes? ",0
"I Wish I Was More Surprised At What A Student Came Out And Exposed About His School, But I'm Not",1
Just Heard A Ridiculously Unacceptable Fact About A Major College That I Fear Rings True Everywhere,0
Some Call It The Miracle Of Life. They Call It An Inescapable Curse.,1
"When The Miracle Of Life Becomes An Inescapable Curse, Is It Time To Draw The Line? ",0
"Finally, Something To Share With Everyone On Facebook Who Is Wildly Posting New Baby Photos ",1
"Finally, Something To Share With Everyone On Facebook Who Is Wildly Posting New Baby Photos ",0
Fast Food Usually Grosses Me Out. But This Video Changed That For 2 Minutes And 10 Seconds.,1
Fast Food Usually Grosses Me Out. But This Stuff Just Makes Me Happy.,0
"This ""Super-Sized"" Random Act Of Kindness Is Sure To Brighten Your Day",1
Fast Food Usually Grosses Me Out. But This Stuff Just Makes Me Happy For 2 Minutes And 10 Seconds.,0
"What One Thing Has Every Woman Of A Certain Age Done, According To Meryl Streep?",1
"What One Thing Has Every Woman Of A Certain Age Done, According To Meryl Streep? ",0
"Yeah, But She Didn't Think She'd End Up In Prison Either. ",1
"Yeah, But She Didn't Think She'd End Up In Prison Either. ",0
"I Wish I Was More Surprised At What A Student Came Out And Exposed About His School, But I'm Not",1
"I Wish I Was More Surprised At What A Student Came Out And Exposed About His School, But I'm Not",0
5 Maps That’ll Give You The Basics On One Of The World’s Longest Running Conflicts,1
5 Maps That’ll Give You The Basics On One Of The World’s Longest Running Conflicts,0
What Has Kept The World's Oldest Holocaust Survivor Thriving All These Years? THIS.,1
This Woman Played 100 Concerts From Memory While In A Concentration Camp. She's Still Doing It.,0
A Marine Was Sexually Assaulted. Her Commander Said She Deserved It For Wearing Running Shorts!?,1
This Marine Doesn't See Herself As A Victim. She Sees Herself As A Catalyst For Change.,0
I'm Not Saying That Obamacare Is Sexy. It's Not. But This Is. And You Should Have Insurance For It.,1
Why Obamacare Is Kind Of Sexy When You Think About It In A Certain Weird Way (Work With Me Here),0
A Marine Was Assaulted. Her Commander Said She Deserved It For Wearing Running Shorts.,1
A Marine Was Assaulted. Her Commander Said She Deserved It For Wearing Running Shorts.,0
"Kids To People Who Are Afraid Of Gays: 'If I'd Have Gotten A Bunch Of Microscopes, Would I Be Gay?' ",1
Kids To People Who Are Afraid Of Gays: 'You Can't Be All Bossy To People.',0
"It’s The Most Important Thing In The World To A Lot Of Us, But We Might Be Defining It All Wrong",1
How The World Could Be More Loving If We Used The Word ‘Family’ In A Less Traditional Sense,0
"She Was Stuck Paralyzed From The Neck Down, Until She Saw A Youtube Video That Changed Her Life",1
"She Was Stuck Paralyzed From The Neck Down, Until She Saw A Youtube Video That Changed Her Life",0
A Quick Guide To Identifying Someone's Sexual Orientation By Appearance Alone,1
I'm Gay. I Also Like Spinach. You Shouldn't Assume Either Without Talking To Me First.,0
This Kid Is Going To Die From An Awful Disease. But That Won’t Stop Him From Laughing. A Lot.,1
"How Do You React When Your Disease Wants To Kill You? Laugh In Its Face, Of Course.",0
See A TV Host’s Perfect Message To A Young Girl Whose School Called Her ‘Unacceptable’,1
See A TV Host’s Inspiring Response To A Girl Sent Home From School For Having Dreadlocks,0
They're College Grads. They're Doing Real Work. Yet They Can't Even Make Minimum Wage.,1
They're College Grads. They're Doing Real Work. Yet They Can't Even Make Minimum Wage.,0
Everything You Wanted To Know About The Way Orthodox Jews Look But Were Afraid To Ask,1
How Orthodox Jews’ Eye-Catching Fashions Reflect Their Beliefs And Values,0
Doctors Take A Long Shot And Inject Modified HIV Into Dying Girl. The Reason Why Will Amaze You.,1
Doctors Take A Long Shot And Inject Modified HIV Into Dying Girl. The Reason Why Will Amaze You.,0
"Know Anyone Who Thinks Racial Profiling Is Exaggerated? Watch This, And Tell Me When Your Jaw Drops.",1
"Know Anyone Who Thinks Racial Profiling Is Exaggerated? Watch This, And Tell Me When Your Jaw Drops.",0
​500 Kids Were Taken Out Of School The Day This 8 Year Old Girl Entered,1
​Incredible Footage Of A Little Black Girl Desegregating A School In The South,0
Carl Sagan Tries To Explain Evolution To An Argumentative Guy,1
Carl Sagan Tries To Explain Evolution To An Argumentative Guy,0
They Said Women Are 'Disrespecting Themselves' For Trying To Access This Info. These Women Disagree.,1
I Used To Have Pity For Myself. I'm A Woman In Native America.' Key Phrase Here: 'Used To.',0
This Kid Is Going To Die From An Awful Disease. But That Won’t Stop Him From Laughing. A Lot.,1
This 21 Year-Old Proves That Happiness Is At Least As Much About Attitude As It Is Circumstance,0
Everything You Wanted To Know About The Way Orthodox Jews Look But Were Afraid To Ask,1
Everything You Wanted To Know About The Way Orthodox Jews Look But Were Afraid To Ask,0
"Screw You, Sexist Music Industry — Here Is Janelle Monae Giving You Real Talk",1
"Screw You, Sexist Music Industry — Here Is Janelle Monae Giving You Real Talk",0
Noticed A Lot Of Mustaches Around You Recently? Meet The Reason Why.,1
Why The Cure To One Type Of Cancer Might Be Right Under Your Nose,0
"These Alarming Facts Essentially Say: Women, You're Collateral Damage",1
"These Alarming Facts Essentially Say: Women, You're Collateral Damage",0
"She Was Stuck Paralyzed From The Neck Down, Until She Saw A Youtube Video That Changed Her Life",1
"Why You Should Dedicate A Few Minutes A Day To Bettering Yourself, By A Paralyzed Woman",0
Dear Sexist Music Industry — Here Is Janelle Monae Giving You Some Real Talk,1
Dear Sexist Music Industry — Here Is Janelle Monae Giving You Some Real Talk,0
This Guy Is Living With A Nightmare Of A Disease... And Laughing About It?,1
This Guy Is Living With A Nightmare Of A Disease... And Laughing About It?,0
Nothing Ever Changes When People Refuse To Work Together & Then Throw Up Their Hands In Frustration,1
Why Do People Work Together To Change Things?,0
A Guy Dresses Up As Captain America and New Yorkers Can’t Even Handle It,1
A Guy Dresses Up As Captain America and New Yorkers Can’t Even Handle It,0
The Same Question Is Asked To Parents And Then Their Kids. The Difference Is Kinda Revolutionary.,1
The Same Question Is Asked To Parents And Then Their Kids. The Difference Is Kinda Revolutionary.,0
Why You Shouldn't Blame Parents When Their Kids Eat Fast Food,1
Why You Shouldn't Blame Parents When Their Kids Eat Fast Food,0
The Same Question Is Asked To Parents And Then Their Kids. The Difference Is Kinda Revolutionary.,1
The Same Question Is Asked To Parents And Then Their Kids. The Difference Is Kinda Revolutionary.,0
Everything You Wanted To Know About The Way Orthodox Jews Look But Were Afraid To Ask,1
Everything You Wanted To Know About The Way This Guy Looks But Were Afraid To Ask,0
​500 Kids Were Taken Out Of School The Day This 8 Year Old Girl Entered,1
​500 Kids Were Taken Out Of School The Day This 8 Year Old Girl Entered,0
"If You See A Burglary In Progress, You're Probably Going To Report It...Right?",1
What Happens When Our Communities Suffer Because People Are Afraid To Report Crimes?,0
Noticed A Rise In Mustaches Around You Recently? Meet The Reason Why.,1
"Noticed A Lot Of Beautiful, Beautiful Mustaches Around You Recently? Meet The Reason Why.",0
The Same Question Is Asked To Parents And Then Their Kids. The Difference Is Kinda Stunning.,1
A Simple Question Is Asked To Parents And Then Their Kids. The Difference Is Kinda Revolutionary.,0
How Many Nukes Have Been Dropped On America? Nope. Guess Again.,1
How Many Nukes Have Been Dropped On America? Nope. Guess Again.,0
A Quick Guide To Identifying Someone's Sexual Orientation By Appearance Alone,1
A Quick Guide To Identifying Someone's Sexual Orientation By Appearance Alone,0
Why You Shouldn't Blame Parents When Their Kids Eat Fast Food,1
Why You Shouldn't Blame Parents When Their Kids Eat Fast Food,0
A Jon Stewart Panel On Racism. Brought To You By All That Is Good And Holy.,1
A Jon Stewart Panel On Racism. Brought To You By All That Is Good And Holy.,0
A Famous Columnist Writes An Epically Bad Column. Stephen Colbert Gets America To Point And Laugh.,1
A Famous Columnist Writes An Epically Bad Column. Stephen Colbert Gets America To Point And Laugh.,0
Famous Columnist Has Trouble Defining Racism. Colbert Eats Him For Dinner.,1
A Famous Columnist Writes An Epically Bad Column. Stephen Colbert Gets America To Point And Laugh.,0
"A 6 Year Old Girl Walked Into A School — And 500 Kids Were Removed Because Of It
",1
​500 Kids Were Taken Out Of School The Day A 6 Year Old Girl Bravely Entered,0
A Singing Toilet Will Forever Raise Your Standards For What It Means To Be A Potty Mouth,1
A Singing Toilet Will Forever Raise Your Standards For What It Means To Be A Potty Mouth,0
Think Your Scars Are Ugly? This Artist Thinks You're A Walking Work Of Art.,1
How One Artist Is Telling The Story Of People's Lives Through Their Scars,0
"Most 21 Year-Olds Have A Messed Up Sense Of Humor. Well, This Guy Has A Pretty Good Reason For It.",1
This Kid Was Born With A Nightmare Of A Disease... But Has An Incredible Dream He Wants To Share,0
"Most 21 Year-Olds Have A Messed Up Sense Of Humor. Well, This Guy Has A Pretty Good Reason For It.",1
"Most 21 Year-Olds Have A Messed Up Sense Of Humor. Well, This Guy Has A Pretty Good Reason For It.",0
What Has Kept The World's Oldest Holocaust Survivor Thriving All These Years? THIS.,1
The Lady In Apartment 6 Believes She's The Luckiest Woman Alive. But Why?,0
It's Hard To Speak About These Things In Public. So He Drew This Instead.,1
Victims Of Sexual Abuse Don’t Become Monsters. Some Become Badass Artists Who Fight Them.,0
" Hitler Couldn't Kill Her. Here's Why Nothing Else Could, Either. ",1
How Tough Is She? Let's Put It This Way: Hitler Couldn't Kill Her.,0
"This Kid Just Called His Mom An Angel. After Watching What She's Done All Day, I Totally Agree. ",1
When Is A 2-Year-Old Driving A Trike Through Your House The Mellowest Part Of Your Day?,0
It's Hard To Speak About These Things In Public. So He Drew This Instead.,1
Take One Glance At This Powerful Drawing. It’s What Bravery Looks Like.,0
Don't Blame Parents When Their Kids Eat Fast Food,1
Don't Blame Parents When Their Kids Eat Fast Food,0
"When 1/3 Of This Population Is Afraid To Leave The House, You Know There Is A Problem",1
"If You See A Burglary In Progress, You're Probably Going To Report It...Right?",0
"If You Can Watch This Movie Trailer And Not Get Excited About The Movie Itself, You're Made Of Stone",1
Coming Soon: The Powerful Story Of How Farm Workers Kicked Some Tail,0
A Crooning Toilet Is Going To Raise Your Standards For What It Means To Be A Potty Mouth,1
A Crooning Toilet Is Going To Raise Your Standards For What It Means To Be A Potty Mouth,0
"If You See A Burglary In Progress, You're Probably Going To Report It...Right?",1
"If You See A Burglary In Progress, You're Probably Going To Report It...Right?",0
"Most 21 Year-Olds Have A Messed Up Sense Of Humor. Well, This Guy Has An Awesome Reason For It. ",1
This Kid Was Born With A Nightmare Of A Disease... But Has An Incredible Dream He Wants To Share,0
"When Folks See A Crime In Progress, Most Will Report It...Not These People. Here's Why.",1
"If You See A Crime In Progress, You're Probably Going To Report It...Right?",0
"It's Hard To Speak About These Things In Public. So He Drew This Instead. 
",1
"It's Hard To Speak About These Things In Public. So He Drew This Instead. 
",0
A Crooning Toilet Is Going To Raise Your Standards For What It Means To Be A Potty Mouth,1
A Crooning Toilet Is Going To Raise Your Standards For What It Means To Be A Potty Mouth,0
Think Your Scars Are Ugly? This Artist Thinks You're A Walking Work Of Art.,1
Think Your Scars Are Ugly? This Artist Thinks You're A Walking Work Of Art.,0
"When You Go Out To Eat, Tipping Is Not Optional. Yes, I Said It.",1
What Living On Tips Is Really Like,0
"When You Go Out To Eat, Tipping Is Not Optional. Yes, I Said It.",1
What Living On Tips Means To Millions Of Americans,0
Why Would 10 Million People Want To Live Inside A Lemonade Stand? Because It's Genius.,1
"San Franciscans Are Out To Prove They Don't Need Lemons From You Or From Anybody Else
",0
A Teenager Articulates How Policies Should Be Created Better Than Most Adults Probably Could,1
A Child Explains Who Should Speak To Children's Rights And Makes Total Sense. Next Up: Presidency.,0
A Teenager Articulates How Policies Should Be Created Better Than Most Adults Probably Could,1
A Teenager Articulates How Policies Should Be Created Better Than Most Adults Probably Could,0
How Many Nukes Have Been Dropped On America? Nope. Guess Again.,1
"But If You Watch From The End To The Beginning, It's Quite A Happy Tale",0
A Few Things You Want To Know About Being Transgender But Were Afraid To Ask,1
A Few Things You Want To Know About Being Transgender But Were Afraid To Ask,0
What Do You Get When You Add Diabetes To A Kids' Toy? Genius.,1
What Do You Get When You Add Diabetes To A Kids' Toy? Genius.,0
Yet Another Reason To Question The Thing We Spend 3 Billion Hours A Week Doing,1
Yet Another Reason To Question The Thing We Spend 3 Billion Hours A Week Doing,0
"Before You Say Corporations Don't Do Anything Good, Check Out Who Got These Dogs A Home",1
"Before You Say Corporations Don't Do Anything Good, Check Out Who Got These Dogs A Home",0
Your 4 Minute Reminder To Give A Fuck,1
"If You’re Feeling Hopeless About Climate Change, I Think This Video’ll Help",0
One Map Where You Definitely Don't Want To See Your House. But You Probably Will.,1
How Many Nukes Have Gone Off Next To Your House? Guess Again.,0
Why Certain Ideas Really Do Need To Go Viral,1
"And When It Comes Down To It, Coffee Really is One Of The Biggest Keys To Happiness",0
A Typhoon Has Just Hit His Country — Hear His Powerful Plea To The World,1
"His Country Is In Turmoil — Hopefully His Tearful Plea Will Wake Up The World
",0
"When You Go Out To Eat, Tipping Is Not Optional. Yes, I Said It.",1
"Odds Are, You Have Friends Or Family Who Depend On These Dollars To Live",0
"Hear A Singer's Catchy, Soulful Tune Against This Major Human Rights Violation",1
"Hear Singer Esperanza Spalding's Song About The Closure Of The Illegal Detention Camp, Guantanamo",0
Hear A Singer's Soulful Tune Against A Major Human Rights Violation,1
Hear A Singer's Soulful Tune Against A Major Human Rights Violation,0
"When You Go Out To Eat, Tipping Is Not Optional. You Read That Right.",1
"When You Go Out To Eat, Tipping Is Not Optional. You Read That Right.",0
"If 3 Little Girls Did This To My House, I'd Do Everything I Could To Get Them Full Rides To College",1
"If 3 Little Girls Did This To My House, I'd Do Everything I Could To Get Them Full Rides To College",0
Most Americans Are 5 Generations Removed From Something That Used To Be All Around Us,1
Most Americans Are 5 Generations Removed From Something That Used To Be All Around Us,0
"If 3 Little Girls Did This To My House, I'd Do Everything I Could To Get Them Full Rides To Harvard",1
"If 3 Little Girls Did This To My House, I'd Do Everything I Could To Get Them Full Rides To Yale",0
I Respect These Female Heroes So Much More With Tiny Waists And Sparkly Dresses! LOL J/K.,1
I Respect These Female Heroes So Much More With Tiny Waists And Sparkly Dresses! LOL J/K.,0
"This Kid Just Called His Mom An Angel. After Watching What She's Done All Day, I Totally Agree. ",1
"This Kid Just Called His Mom An Angel. After Watching What She's Done All Day, I Totally Agree. ",0
"This Kid Just Called His Mom An Angel. After Watching What She's Done All Day, I Totally Agree. ",1
"This Kid Just Called His Mom An Angel. After Watching What She's Done All Day, I Totally Agree. ",0
You'd Be A Feminist Too If You Experienced What She Did,1
"Hear Her Out, You Might Be A Feminist Too",0
Some States Have Decided That People Living On The Edge Might Not Be Such A Great Idea,1
Is Your State More Likely To Give A Darn About People Who Work For A Living?,0
"She Thought She Would 'Blend' After She Transitioned, So She Decided Somethng When It Didn't Happen",1
Orange Is The New Black' And This Actress Is The Start Of A New Wave,0
"He's The Only One In His School. Instead Of Feeling Special, He Gets Bullied Everywhere. ",1
How Do Bathrooms Become Battlegrounds For These Teens?,0
"He's The Only One In His School. Instead Of Feeling Special, He Gets Bullied Everywhere. ",1
"He's The Only One In His School. Instead Of Feeling Special, He Gets Bullied Everywhere. ",0
"It’s The Most Important Thing In The World To A Lot Of Us, But We Might Be Defining It All Wrong",1
"It’s The Most Important Thing In The World To A Lot Of Us, But We Might Be Defining It All Wrong",0
We Don’t Hear Enough From Native American Voices. Here’s An Inspiring Message From One.,1
"Despite A History Of Hardship, This Woman Kept The Smile On Her Face And A Belief In Peace",0
Why Would Millions Of People Want To Live In A Lemonade Stand? Because It's Genius.,1
Why Would Millions Of People Want To Live In A Lemonade Stand? Because It's Genius.,0
Walmart Went On The Record About What It Pays Its Workers. It Didn’t Count On Us Knowing Math.,1
"In School, Below 50% Is A Failing Grade. But Somebody's Giving Themselves A High Five.
",0
He Was Asked Why Whiteness Made Him So Uncomfortable. His Response Is Pretty Profound.,1
He Was Asked Why Whiteness Made Him So Uncomfortable. His Response Is Pretty Profound.,0
"Someone You Might Not Expect Makes A Speech You Won't Forget, And Will Be Glad You Heard",1
"The Vice President Shares Harrowing, Inspiring Advice On Facing Up To Hopelessness",0
Walmart Went On The Record About What It Pays Its Workers. It Didn’t Count On Us Knowing Math.,1
"Wow, So Walmart Is Super Proud Of Its Depressing Track Record On Paying People?",0
How Changing The Definition Of One Word Might Make TV Shows Worse But Real Life Better,1
How Changing The Definition Of One Word Might Make TV Shows Worse But Real Life Better,0
How Does It Feel To Be A Minority In A Minority In A Minority? Something Like This.,1
How Does It Feel To Be A Minority In A Minority In A Minority? Something Like This.,0
Some People Get Drum Sets To Play Music. This Person Got One For A Much More Beautiful Reason.,1
The Most Beautiful Reason I’ve Heard For Getting A Drum Set,0
Some People Get Drum Sets To Play Music. This Person Got One For A Much More Beautiful Reason.,1
Some People Get Drum Sets To Play Music. This Person Got One For A Much More Beautiful Reason.,0
"One Day After His Dad Dies, He Does This",1
Why You Might Want To Stop Whining About Your Family Over The Holidays,0
"If You Are Getting Bullied In School, Then You Better Watch This Awesome Nerd Stare At The Camera",1
Middle School Can Be Miserable. The Only Good Way Out Is Through. We Got Through. And So Will You.,0
"If You Told Her There'd Be A Famous Actress Like Her Ten Years Ago, She'd Have Laughed",1
A Rare Look Into The Past Of A Famous Transgender Actress,0
"If You Said Someone Like Her Would Be Famous 10 Years Ago, This Actress Might Have Laughed At You",1
"If I Could Show This Actress And Activist Her Future, I Bet What She'd See Would Be Magnificent",0
In 3 Minutes He Explains An Ignored Fact About Health Care. You'll Want To High-Five Your Screen.,1
Give Him 3 Minutes And He'll Explain What Everyone's Getting Wrong About People Losing Health Care,0
Some States Have Decided That People Living On The Edge Might Not Be Such A Great Idea,1
Some States Have Decided That People Living On The Edge Might Not Be Such A Great Idea,0
"In 3 Minutes, He Nails What No One Wants To Hear About Those Cancelled Health Plans",1
In 3 Minutes He Explains An Ignored Fact About Health Care. You'll Want To High-Five Your Screen.,0
"The Reality Homeless Children Live —Told By Mark, 10 Years Old",1
"The Reality Homeless Children Live —Told By Mark, 10 Years Old",0
"In 3 Minutes, He Nails What No One Wants To Hear About Those Cancelled Health Plans",1
It Takes Less Than 3 Minutes To Explain What No One Wants To Hear About Those Cancelled Health Plans,0
"The Day After His Dad Dies, He Waits Until The End Of His Show To Tell Us About It. It's Pretty Great.",1
"One Day After His Dad Dies, He Decides To Share Something With Us",0
Stuff Like This Is Why Public Transportation Is Way More Entertaining Than Sitting Alone In Your Car,1
Stuff Like This Is Why Public Transportation Is Way More Entertaining Than Sitting Alone In Your Car,0
Watch 2 Dudes Bring A Trolley Full Of People To A Rousing Applause,1
Watch 2 Dudes Bring A Trolley Full Of People To A Rousing Applause,0
An Honest 5 Minutes About Our Future That Will Make You Wonder If We HAVE a Future,1
"There Used To Be An Agreement: You Work Your Life, We'll Take Care Of You. No More.",0
A Kid Says Something To A Teacher That No One Should Have To Experience,1
A Kid Says Something To A Teacher That No One Should Have To Experience,0
That One Time When A Company With A Gajillion Dollars Tried Collecting Food Donations For Its Staff,1
That One Time When A Company With A Gajillion Dollars Tried Collecting Food Donations For Its Staff,0
"You Know How You’re Supposed To Always Want To Be Younger? Well, Screw That.",1
"You Know How You’re Supposed To Always Want To Be Younger? Well, Screw That.",0
Here’s What You’re Not Seeing In All Those Commercials Where Blissed-Out Moms Enjoy A Yogurt,1
Think You Graduated From Eating Sugar To Eating Real Grownup Food? Guess Again.,0
"Why Would 826,000+ People Want To Live In A Lemonade Stand? Because It's Genius.",1
"Why Would 826,000 People Want To Live In A Lemonade Stand? Because It's Genius.",0
"Wow, Here's A Scarily Simple Way To Sabotage Your Life And Everyone's Around You ",1
"Wow, Here's A Scarily Simple Way To Sabotage Your Life And Everyone's Around You ",0
Hear How The Audience At The Boston Symphony Orchestra Found Out JFK Had Been Shot.,1
"50 Years Ago, JFK Was Assassinated. Want To Know What It Felt Like To Hear The News?",0
​Read The Witty Suggestion An Advice Columnist Gives To A Homophobic Parent,1
​Read The Witty Suggestion An Advice Columnist Gives To A Homophobic Parent,0
Congress Could Be In A Lot Of Trouble If Their Kids Ever See This Video,1
"Apparently, This Was Made For Congress. Which Explains Why A 5-Year-Old Could Understand It.",0
8-Year-Old Narrator Understands Congress Better Than Most Of Us,1
It’s Done In A Very Simple Way. Because That’s The Only Way Congress Will Understand It.,0
Hear How The Audience At The Boston Symphony Orchestra Found Out JFK Had Been Shot.,1
"50 Years Ago, JFK Was Assassinated. Hear How The Boston Symphony Orchestra Responded. ",0
Someone You Might Not Expect Makes A Speech You Will Not Forget,1
Someone You Might Not Expect Makes A Speech You Will Not Forget,0
A Student Explains What's Wrong With Our School System And Why We Mistrust Teachers. Nails It.,1
A Student Explains What's Wrong With Our School System And Why We Mistrust Teachers. Nails It.,0
"This Congressman Might Seem Like The Worst, But He’s Part Of A Much Bigger Problem",1
"People Who Say “Congress Is Bought” Are Being Much More Literal Than They Think
",0
"With Just A Few Animated Doodles, A Little Kid Puts Congress In Its Place. ",1
"They May Have Guns, But This Kid’s Got A Cartoon And Something To Say. They Should Listen. ",0
"An Ad For Alcohol Takes A Dark Twist. Well Played, Sweden.",1
"This Might Start Out Like An Alcohol Ad, But It Does Not End Like One",0
Listen To Neil deGrasse Tyson Give You 10 Reasons Why You Should Love Science,1
Listen To Neil deGrasse Tyson Give You 10 Reasons Why You Should Love Science,0
The Health Consequences Of Sitting All Day In One 3 Minute Clip,1
Do You Sit Most Of The Day? You Probably Shouldn't Do That.,0
"I Talk About Money In Politics For A Living, And This Still Blew Me Away",1
This Is Why I’ll Never Shut Up About Money In Politics,0
"A Lot Of People Find It Hard To Talk To Her. So, She Put Together 4 Easy Tips.",1
"A Lot Of People Find It Hard To Talk To Her. So, She Put Together 4 Easy Tips.",0
Hear The Moment This Audience In Boston Found Out JFK Had Been Shot.,1
50 Years Ago: Hear The Moment A Crowd Finds Out The President Has Been Assassinated,0
Someone You Might Not Expect Makes A Speech You Will Not Forget,1
Someone You Might Not Expect Makes A Speech You Will Not Forget,0
"If You Let Your Kid See This Video, You'll Totally Lose The Moral High Ground On Eating Right",1
"If Your Kids Find Out How Much Sugar Is In Your Food, They’re Gonna Want Their Lucky Charms Back",0
They Did It 86 Times To Every Other President Combined. 82 Times To Obama Alone.,1
Why Are The Democrats Finally Fighting Back? See For Yourself.,0
"A Lot Of People Find It Hard To Talk To Her. So, She Put Together 4 Easy Tips.",1
"A Lot Of People Find It Hard To Talk To Her. So, She Put Together 4 Easy Tips.",0
He Was Asked Why Whiteness Made Him So Uncomfortable. His Response Is Pretty Profound.,1
He Was Asked Why Whiteness Made Him So Uncomfortable. His Response Is Pretty Profound.,0
A Minister Decides To Defy His Own Church To Protect His Own Son. Righteousness Ensues.,1
A Minister Defies His Church And Officiate A Gay Marriage. He's Biased Though. He Loves His Son.,0
"If We Paid These Women What They're Worth, There'd Be A Lot Of Men Complaining About Unfair Pay",1
It Would Really Be Easier To Clean Spit-Up If You Got A Check Afterward,0
A Minister Stands Up To Some Bullies Picking On His Son. By Bullies I Mean His Entire Religion.,1
A Minister Stands Up To Some Bullies Picking On His Son. By Bullies I Mean His Entire Religion.,0
A Minister Stands Up To Some Bullies Picking On His Son. By Bullies I Mean His Entire Religion.,1
A Minister Tells A Church To Start Walking The Walk So They Tell Him To Walk Out The Door,0
"When I Figured Out What This Girl Is Doing, I Felt Sick Because That Will Never Happen To Me",1
"When I Figured Out What This Girl Is Doing, I Felt Sick Because That Will Never Happen To Me",0
No Big Deal. He's Just Trying To Educate The Whole World. For Free.,1
No Big Deal. He's Just Trying To Educate The Whole World. For Free.,0
Feeling Depressed? Hear Tim Minchin Remind You That Things May Not Be Too Bad,1
Tim Minchin's Little Reminder That Things For You Are Probably Quite Good,0
"If Your Work Or Home Life Involves Sitting, You Really Should Watch A 3-Minute Clip About...Well, Sitting!",1
"If Some Of Your Work Life Involves Sitting, You Really Should Watch A 3-Minute Clip About...Well, Sitting!",0
No Big Deal. He's Just Trying To Educate The Whole World. For Free.,1
Why Don't We Educate The Whole World? For Free? No Big Deal.,0
When Being The Biggest Employer With The Most People On Welfare Is Considered A Success Story,1
When Being The Biggest Employer With The Most People On Welfare Is Considered A Success Story,0
No Big Deal. He's Just Trying To Educate The Whole World. For Free.,1
No Big Deal. He's Just Trying To Educate The Whole World. For Free.,0
"A Lot Of People Find It Hard To Talk To Laura. So, She Put Together 4 Easy Tips.",1
"Her Friends Found It Hard To Talk To Her. So, She Put Together 4 Easy Tips We All Can Use.",0
A Church Told A Pastor That He Couldn't Preside Over His Son's Wedding. He Responded. Appropriately.,1
A Church Told A Pastor That He Couldn't Preside Over His Own Son's Wedding. He Disagreed.,0
They Did It 86 Times To Every Other President Combined. 82 Times To Obama Alone.,1
They Did It 86 Times To Every Other President Combined. 82 Times To Obama Alone.,0
A Neo-Nazi Walked Into A Jewish Man's Antique Store. Can You Guess What Happened Next?,1
A Neo-Nazi Walked Into A Jewish Man's Antique Store. Can You Guess What Happened Next?,0
The Video That Will Reveal To Your Children What A Marshmallow-Prejudiced Hypocrite You Are,1
The Video That Will Reveal Many 'Healthy Eaters' As Marshmallow-Prejudiced Hypocrites,0
It's Pretty Shocking How Much Money This Person Would Make If They Didn't Love Their Client So Much.,1
This Working Woman Gives What Her Job Needs. Chauffeur? Check. A Loan? Yes. Bath? Get In The Tub.,0
"When I Figured Out What This Girl Is Doing, I Felt Sick To My Stomach",1
"When I Figured Out What This Girl Is Doing, I Felt Sick Because That Will Never Happen To Me",0
"When They Image Clothes For Models, Here's What Actual Women Would Have To Look Like",1
The Heartbreaking Reality Behind Fashion Designers' Sketches Of Women,0
"Wow, Here's A Scarily Simple Way To Sabotage Your Life And Everyone's Around You",1
"Wow, Here's A Scarily Simple Way To Sabotage Your Life And Everyone's Around You",0
This Is Everything That's Wrong With Politics In One Very Expensive Nutshell,1
"The House Did Something Awful, And They're Getting Paid Handsomely For It",0
"When They Imagine Clothes For Models, Here's What Actual Women Would Have To Look Like",1
"When They Imagine Clothes For Models, Here's What Actual Women Would Have To Look Like",0
This Recent Bill Is Everything That's Wrong With Politics In One Very Expensive Nutshell,1
This Recent Bill Is Everything That's Wrong With Politics In One Very Expensive Nutshell,0
This Recent Bill Is Everything That's Wrong With Politics In One Very Expensive Nutshell,1
This Recent Bill Is Everything That's Wrong With Politics In One Very Expensive Nutshell,0
The Only Dog Video On The Internet That Will Make You Reflect On Your Life,1
Do You Know Someone With This Black Dog?,0
Here Are 10 Snazzy Sciencey Reasons Why You Should Love Science,1
Listen To Neil deGrasse Tyson Give You 10 Reasons Why You Should Love Science,0
"After 3 Years In Jail, This Innocent Teen Finally Gets To Say A Few Words",1
"After 3 Years In Jail, This Innocent Teen Finally Gets To Say A Few Words",0
It Starts With The Media Asking A Dumb Question And Ends With You Realizing You've Seen This Already,1
