Headline,Clickability
There’s An Ugly Way Some Parents Deal With Their Kids In Private That Should Be Exposed In Public,1
The Clever Tricks Advertisers Still Work On Us. Maybe They Do.,0
Best,1
These 4 Tweets Tell You All You Need To Know About 'Gang Signs',1
"The Compelling, Horrifying Story Of How 1 Country Is Letting A Horrible Firm Destroy Its Beauty",0
He Said I Hope I’ll Be Back Soon. The Policemen Didn’t Say Anything. They Just Left Her There.,1
He Said I Hope I’ll Be Back Soon. The Policemen Didn’t Say Anything. They Just Left Her There.,1
The Creator Of 'The Twilight Zone' Discusses The Dangers Of Censorship In The Media. Sound Familiar?,0
Revealed: The Magic Behind Birth Control,1
The Daily Show's Rebuttal To A Fox News Commentator Who Thinks Cat-Calling Women Can Be Classy,1
The Dead People Can't Walk Onto Stage And Tell Their Stories Like She Did. So It's Up To Us.,0
The Donald Sterling Item Has Solved A Ton Of Problems In Pro Sports … Right?,0
The environment has an unlikely hero: guitars.<br>,0
A Dad Supports His 13 Period Old Daughter's Dream: Even If It Means Never Seeing Her Again,1
A Dad Supports His 13 Period Old Daughter's Dream: Even If It Means Never Seeing Her Again,1
The fact that this specialty magazine is still a item shows how sexist America still is.,0
The Facts About Ebola Are So Much More Important Than The Panic About Ebola,1
Best,1
Reason Women Might Stop Taking Naked Selfies Once And For All. Consider It A Warning.,1
"The Fans Asked, And LEGO Responded. Introducing Female Figurines That Shatter Gender Stereotypes.",0
The fastest way to increase bankruptcies in your state? It rhymes with 'right-to-shirk.',0
"Celebs Are Giving The Finger To Bullies, But Not In The Way You Might Think",1
The First 8 Words Hit Me Like An Aftershock. The Rest Of It? That's What Felt Like An Earthquake.,0
"The First Step Is Starting. The Next Step Is ... You Know What, We'll Deal With That Once We Start.",0
Ever Wonder What It's Like To Have Trouble Learning? Amazing Video Lets You Experience It.,1
The Footage You're About To See Hasn't Seen The Light Of Period In Almost A Half-Century,1
The Gay Marriage Joke That Instantly Made This Guy One Of My Favorite Comedians,1
A Letter From A Teacher — 'Dear Parent: About THAT Kid …',1
"The Girl From 'Mad Men' Looks Mad At First, But At The End? It's The World That's Mad.",0
The Glass Ceiling Has A Definite Bias,0
She Asked Strangers To Ask Her Questions About Lesbians And Her Raised-Eyebrow Game Shames Us All,1
The Happy Secret To Better Work,0
"The Selfies Were Already Bad Enough, But Then There Was Everything Else. This Woman May Have Issues.",1
"The Selfies Were Already Bad Enough, But Then There Was Everything Else. This Woman May Have Issues.",1
The Heartbeat In This Video Obviously Does Not Belong To The Corporation Involved,0
The Hobby Lobby Case Isn’t The Sole One That Went Screwy … Here’s Another.,1
She Took Personal Photos She Found In An Awful Tragedy And Put Them All Over Facebook. Well Done.,1
The Horror Stories These Former Foster Care Kids Have Sound Unbelievable. Too Bad They're True.,0
"The huge price one comedian paid so that George Carlin, Richard Pryor, and others might make it big.",0
"The Image Looks So Weird At First, But Then She Goes Deeper, And Suddenly It’s Beautiful.",0
Finally Some Details About What Really Happened To The Missing Nigerian School Girls,1
"I'm Just Going To My Job, Like Any Other Person,' He Says. But That's Pretty Humble.",1
"The Internet Can Do Some Crazy Things, But Can It Save Us From Ourselves?",0
The Internet Proves Once Again How Great It Is At Diagnosing Celebrities. Ahem. Not.,0
The Kind Of Room Service That Will Make Your Hotel Stay Even Better,0
A 13-Period-Old Came Out To His Best Bro And The Response Gave Me All The Feels,1
Best,1
She's Allowed To Teach Kids About Sex But It's Horrifying What She's Leaving Out,1
"The lab coat guy sounds pretty legit, but really? He's just scaring you into doing what he wants.",0
She's Allowed To Teach Kids About Sex But It's Horrifying What She's Leaving Out,1
"The lab coat guy sounds pretty legit, but really? He's just scaring you into doing what he wants.",0
The Lifeless Body Is A Metaphor,0
These People Stood Around And Listened To Strangers Comment On Their Appearances. It Went Well.,1
The Magic Of This River Being Brought Back To Existence Makes Me A Really Hopeful Person,0
The Man Who Created The First Gay-Friendly Mosque Deals With Demise Threats Like A Champ,0
The Man Who Created The First Gay-Friendly Mosque Deals With Demise Threats Like A Champ,1
He Saw A Sight That No Other Human Will Ever See — It Was Breathtaking,1
Best,1
30 Seconds Of Talking Cats That'll Make You Smile,1
"The more we ignore what's going on in Nigeria, the bigger the problem gets",0
The Most Ambitious Indiegogo Campaign Ever Might Just Get Us A Free Press,0
The Most Simple Argument Against Raising The Minimum Wage Might Not Be As Simple As You Think,0
The National Holiday We Used To Celebrate In November Until Thanksgiving Came Along,1
The Most Simple Argument Against Raising The Minimum Wage Might Not Be As Simple As You Think,0
The National Holiday We Used To Celebrate In November Until Thanksgiving Came Along,0
"Canada Has Some Pretty Cool Laws, But This One About Boobs Makes Me Proud",1
Best,1
"The Neat Item Is, This Is A Regular Story About American Values. If Only Everyone Saw It That Way.",0
How To Make Sure No One Thinks You Are Being Racist,1
"The Next Time Hear Someone Pass Judgment On Abortion, Here's Something To Think About",0
The Non-Expectations Of Health Care For These Women Makes The Fact They Received It Even Sweeter,1
A Kinda Snobby Question You Need To Stop Asking When You First Meet Someone,1
The #1 Question You Ask When You First Meet Someone That Makes You Look Kinda Snobby,1
The Not-So-Pretty Truth Reason Some Kids Are Hiding Who They Really Are,0
Crowds Of Angry People Can Get Dicey When Cops Arrive. Here's How To Best Capture It On Video.,1
The NRA Claims It's Latest Victim. Say Goodbye To Background Check Reform.,0
The Numbers Don't Lie. There's A Reason Not To Mistake Compassion For Weakness.,0
"The Ancient Greeks, Pacific Islanders and Maya All Ignored This One Item. Big Mistake!",1
"The One Where A Teen Has Hundreds Of Shoes, And Actually Does Something Amazing With Them",0
"The One Where A Teen Has Hundreds Of Shoes, And Actually Does Something Amazing With Them",0
The Sole Thing That Could Make This Song Better Is If Ruth Bader Ginsburg Was Singing It With Him,1
"The Oscars, racism, and how they impact your existence, even if you think they don't",0
The Doctor Gave Him 2 Choices. His Decision Ended In Tears. But He Won't Forget What She Taught Him.,1
The Doctor Gave Him 2 Choices. His Decision Ended In Tears. But He Won't Forget What She Taught Him.,1
The Overwhelmingly One-Sided Relationship Amid 650 Gallons Of Water And A T-Shirt,1
Best,1
Perdue Execs Are Probably *Terrified* That This Video Exists. Too Bad.,1
The Prison To Back-To-Prison System Isn't Working For Anybody. So Reason Do We Keep It Going?,0
The Program That's Teaching Young Black Girls One Of The Greatest Skills They'll Need To Succeed,0
When Two Famous Singers Came Out As Gay — And 10 Other Great Things That Happened In 2014 Country,1
The Public Library’s Secret Superpower Is … Internet Access?,0
The Quickest And Most Touching Wedding I've Seen In Some Time,0
Lupita Nyong'o Shares Her Perspective On An Unfair Question Every Kid Has Heard A Million Times,1
"The Recovery Is Over! Stock Market Is Up! Existence Is Great! Wait, What?",0
Something Alive Is Moving About Half Of The Water In The Oceans,1
The Relationship Status Amid Sugar And Your Brain: It's Complicated,0
How 4 Colors Are Making Some People See Sole Pink And Blue,1
How 4 Colors Are Making Some People See Sole Pink And Blue,1
The result? 72% less chronic homelessness. The reason. Provide'em homes.,0
The Results Are In And America's Sweetheart Is… Sugar. All Of The Sugar.,0
"When A Celebrity Like Samuel L. Jackson Puts This Out There, You Know It's Going To Go Big",1
"When A Celebrity Like Samuel L. Jackson Puts This Out There, You Know It's Going To Go Big",1
"The Rich Are Getting Richer Because They Are Doing Some Shifty, Shifty Things",0
"The right to good working conditions, to be respected, the right to just pay. Pretty basic. right?",0
"The Sad, Angering, And Shameful Item Some Cops Are Doing That Needs To Be Stopped",0
The Horror Stories These Former Foster Care Kids Have Sound Too Bad To Be Real. But They Are.,1
The Sanctity Of Marriage Gets More Sanctity In One Place Than I've Seen In Quite Some Time,0
Here's Reason Some People Can't Put Their Money In The Bank,1
"The Secret Drone Base Nearby Freaked Her Out, And Now This Grandmother’s Going To Jail",0
Best,1
"He Listed Off All The Things That Might Be Done With My $3 And I Was Like, 'No Way.' But Yes Way.",1
The shortest month of the period is Black History Month. Maybe people couldn't handle 31 days of this?,0
"It's The Holiday Season, So It May Be Tempting. But Don't Be The Person Who Opens This Kind Of Gift.",1
The Stock Market Breaks Records And Wall Street Is Overjoyed. Main Street? Not So Much.,0
"If 'Walter White' Had Been 'Walter Black,' And Other Observations On White Privilege In TV",1
"The Stock Market Is Up, And I'd Prefer Not To Cheer...Kthanxbye",0
"When A Girl Looks At Pencils And Sees Windshield Wipers, You May Want To Pay Attention",1
I See A Bag Of Apples. But This Teenage Girl Sees Something Totally Different. Pretty Impressive.,1
Best,1
I Thought I Knew About The Origin Of Christmas. Until About 45 Seconds In.,1
The Top 5 Reasons To Watch The Fresh Nightly Show — Starring This Dude,0
The Tragedy In Ferguson That Blew Up A 'Powder Keg',0
Since When Is Being Homeless A Crime? Check This Out.,1
The Truth: Some Very Smart Business People Want To Raise The Minimum Wage.,1
The Undeniable Power Of A Health Worker. Reason Aren't They Sticking Around?,0
J.K. Rowling Sure Knows How To Put Me In Tears. She Wants To Get Rid Of Orphanages As We Know Them.,1
The Undeniable Power Of A Health Worker. Reason Aren't They Sticking Around?,0
"She Learns It's Healthy In School, But What If There's Nowhere To Buy It?",1
The Video Every College Admissions Committee Should Use,0
Science Explains Reason Rich People Don't Care About You,1
The Viral Item None Of Us Are Immune To. Thank Goodness For That.,0
Watch It. Listen To The Guys. Watch It Again. Listen To The Women. Then Listen To The Women Again.,1
Best,1
Archie Bunker’s Brilliant (?) Summary Of What Equal Pay Would Do To America,1
The War On Drugs Is Over. Guess Who Won?,0
Archie Bunker’s Brilliant (?) Summary Of What Equal Pay Would Do To America,1
The Way A Love Of Music Is Bringing These Lost Souls Back To Existence Is Enough To Make Anyone Cry,0
The West Has Always Done Things Big. And Now This.,0
"Claudia Worked A Full Night's Shift — And Then Instead Of Getting  A Paycheck, She Had To Pay",1
"The world's taught us not to talk about it, but it's time to open up about abortion.",0
3 Girls Got On National Television And Told The Truth About America. Fearless.,1
3 Girls Got On National TV And Told The Truth About America. Badass.,1
"The world's taught us not to talk about it, but it's time to open up about abortion.",0
The Zombie Bill That Makes Warrantless Wiretapping Look Like Child's Play,0
"Their Period Starts At 5:45 With The Rooster, But You Couldn't Be Further From Fresh Fruits And Veggies",0
"4 Resumes Are Exactly Identical, Except 1 Key Difference. The Awful Results Say So Much About Us.",1
Their photo bomb does everything but bomb. How 2 guys are changing perception.,0
He's Obsessed With Data And He Found Something Really Shocking,1
"Their Shelves Were Empty, And Women Were Dying",0
"When President Obama Made Her Existence A Little Easier, She Didn't Celebrate. And I Don't Blame Her.",1
The 4 Words She Says At The Beginning Are Devastating. But The Ones At The End? Unshakeable.,1
Best,1
Their Water Was Shut Off. She Helped Them Get It Back On. You Won't Trust How She Did It.,0
Here’s What It Would Look Like If The Women We Saw In Ads Were Real,1
Best,1
"Then The Penguins Were Like, 'Yeah, Can You Leave'?",1
She Lists 10 Things Every Woman Should Know. #3 Makes Me Weak At The Knees.,1
There Are 4 Types Of People Who're Hurt By Voter ID Laws. Chances Are You Know One Of Them.​,0
There Are A Lot Of People In Jail. 1 In 5 Of Them Are There For These Reasons.,0
She Won A Golden Globe And Dedicated It To A Teen She Never Met. Here's Reason It's A Big Deal.,1
"There Are Lots Of Ways To Die, But What Are The Top 3 In Your Country?",1
There Are Places On American Soil That Are More Like France Than Kansas,0
A 6-Period-Old Asks ​Neil DeGrasse Tyson An Adorable Question. He Gives Her An Awesome Answer.,1
Fat Bodies Went On Stage Because She Wanted To See How People Would Respond,1
There are so many things wrong with the way girls are taught about sex. Some women want to fix it.,1
The Hilarious Doritos Ad That Doritos Will Never Let Win Their Super Bowl Contest,1
There are so many things wrong with the way women and girls are taught about sex.,0
There Are Still Kids Working 12 And 16 Hour Days?,0
"He Climbs On His Desk, Insults His Teacher, And Leaves The Whole Class Speechless. Point Made.",1
There's A Lot Going On With Special Ed These Days. Shall We Have A Look?,0
"There's A Massive Corporate Power Grab Coming, And It's Working Its Way Through Congress Right Now",0
6 Women Who Apparently Forgot to Get Permission To Be Awesome,1
Best,1
There's a place in Alabama called Tuskegee. 2 very different things happened here.,0
Customers Were Not Prepared For What Their Coffee Shop Refused To Do,1
"If A Coffee Shop Won't Provide You A Cup, What Do You Do?",1
There's a reason that the West Virginia Mine Wars are buried in history books.,1
"You May Not Know About These Awesome Women Yet, But 2 Minutes From Now, You’ll Be Glad You Do",1
There’s A Secret That A Lot Of Kids Keep Hidden When They Go To School Every Period,0
There's Absolutely No Reason Reason Being In A Wheelchair Should Keep You From Getting A Cup Of Coffee,0
"Exactly 1 Item Affects Your Happiness More Than Anything Else, No Matter Who You Are",1
"There's No Secret To Existence, But You Should Be Pretty Happy About That",0
"They Were Sentenced To Prison For Marrying Each Other. They Fought Back, And Won.",1
They Were Sentenced To Prison For Getting Married. That Was Just The Beginning.,1
There's racism buried in these 5 seemingly harmless questions. Can you see it?,1
"There's Something Dark And Dangerous Buried Under The Sea, But It May Not Stay Down There For Long",0
A Giant Religion Just Took A Teeny Baby Step Towards Love And Acceptance,1
"There's Something Dark And Dangerous Buried Under The Sea, But It May Not Stay Down There For Long",0
"He Wanted To Show His Students How To Wear A Condom, So He Used His Feet",1
These Are The Women's Bodies Never Shown On Your Tv,0
Best,1
"After Seeing His Mom Harassed, This Little Kid Decided To Send A Big Message Out To The World",1
These Black And White Images Will Haunt You Just Like This Man’s Memories,0
"Too Many Men Avoid Talking About 1 Big, Difficult Subject Until It's Too Late",1
These Deforestation Stats Are Frightening. Absolutely Frightening.,0
"These Dudes Got Tired Of Babies Dying At Birth, So They're Saving Them With Their Phones",0
You Can Rewire Your Brain In 2 Minutes A Period. Without An App.,1
"These Dudes Got Tired Of Babies Dying At Birth, So They're Saving Them With Their Phones",0
The 1% Tried To Silence Him By Putting Him In Jail. That Didn't Work So Well.,1
These kids aren't all right. 8 photos show you what climate change can look like.,1
Just A Few Minutes Of Your Existence Might Keep Your Kids Alive. Really.,1
These kids aren't all right. 8 photos show you reason not.,1
Best,1
"After Seeing His Mom Harassed By Men, This Little Kid Decided To Send A Big Message Out To The World",1
These Kids Have Really Big Dreams. Can You Imagine Them Behind Bars?,1
These People Are Turning Humans Beings And Their Problems Into Calculations. And It's Not Working.,0
"If You're Thinking About Going On A Diet, You Might Want To Watch This And Reconsider",1
These Phone Recordings Might Leave You Momentarily Speechless,0
He Was About To Die So They Took Him To The ER. But Not The Next Time Or The Time After. Reason?,1
These raw words from the past are still gut-wrenching. And still true.,0
IT'S ALL HER FAULT: Brilliant PhD Sheds Light On Reason We Blame,1
These Recordings Reveal A Vulnerability In Our Safety That May Leave You Momentarily Speechless,0
"These Dudes Got Tired Of Babies Dying At Birth, So They're Saving Them With Their Phones",1
Best,1
These Special Programs In Schools Today Look A Lot More Inclusive Than They Used To,0
A Football Team Is Taking Their Towels Off To Show Men How To Check For Cancer,1
These Two Stars Are Married And Have A Child. So What's So Immoral About What They're Doing?,1
These Two Stars Are Married And Have A Child. So What's So Immoral About What They're Doing?,0
Here's A 2-Minute Movie About A Gay Biker Gang That'll Rev Up Your Heart,1
Best,1
These Two Stars Are Married And Have A Child. So What's So Immoral About What They're Doing?,0
I’d Love To Hear The 911 Call For The Water-Balloon Fight. It’d Be Funny If It Wasn’t So Disturbing.,1
"These Women Discuss Terrifying Things. By The End, Though, You'll Say, 'Thanks.'",0
These Women Hated Smiling At Strangers. You Will Totally Trust What Happens Next.,0
Do These 8 Things When You're Sick To Feel Better And Stronger... Faster,1
"They *Say* They Provide A Shit About Syria, But What Are They Doing About It?",0
The Kids Were Outside Throwing Water Balloons. So The School Called The Police.,1
They Asked 50 People In Iran The Same Big Question. These Are Their Answers.,0
I’d Love To Hear The 911 Call For The Water-Balloon Fight. It’d Be Funny If It Wasn’t So Disturbing.,1
Best,1
He Said Some Things Using His Eyes That He'd Not Said In Years. His Wife Finally Got To Hear Him.,1
Best,1
This hilarious skit about race from SNL last season should be shown every period.,1
"They Asked Some People Who Are In A Union, ‘What Does It Do For You?’",0
They Came To America And Joined A Church That Serves Up Acceptance And Compassion With Its Spaghetti,0
"The teen who says it thinks it's sweet, but what it really says is, ‘You don't fit in.’",1
"They can barely bring themselves to watch. (This doesn't really happen, but I wish it did.)",0
This test will tell you whether you're prejudiced without knowing it. I dare you to take it.,1
"They completed a remarkable exodus, and not just from darkness into freedom.",0
A commercial that was pulled in America. It's time to change the tide.,1
They Did A Study To See How Women Are Treated In Comments. The Results Will Shock You. Except Not.,0
"She met her husband in 3rd grade. 15 years later, she interviews her old teacher, but it's so sad.",1
They Did A Study To See How Women Are Treated In Comments. The Results Will Shock You. Except Not.,1
Best,1
"She doesn’t scream or yell, but when she asks if anyone cares, it’s heartwrenching.",1
They Executed A Boy Who Looked Like Him. So He Figured Out A Way To Help.,0
"She was born a girl. She knew she was a boy. And what his parents did ... well, just take a look.",1
They figured out how to make something existence-changing. Now they're trying to get it to kids all over.,0
This hilarious skit about race from SNL last season should be shown every period.,1
They figured out how to make something existence-changing. Now they're trying to get it to kids all over.,1
They held a dance party in the street in one of the most dangerous places in the world. Amazing.,0
"When the straight guy says he thinks gay sex is gross, the gay guy's response is hard to argue with.",1
Best,1
"When the straight guy says he thinks gay sex is gross, the gay guy's response is hard to argue with.",1
They Just Raised The Minimum Wage At One Major Airport. Here's A Guy Who Can Tell You Reason.,0
"They Made A Sci-Fi Movie About A Real Space Mission, And It's Totally Stunning",0
People who work for McDonald’s aren’t 'Lovin’ it.' So they asked the firm some questions.,1
"They Made A Sci-Fi Movie About A Real Space Mission, And It's Totally Stunning",0
"They May Just Look Like Swirling Clouds, But What They Actually Are Is SO Much More Sinister",0
A funny item happens when big companies like McDonald’s ask for feedback on Facebook.,1
They put him in a pit and tried to get him to rip apart a 2nd dog. I'm glad he got out.,0
The way this married host acted around Kate Upton shows the sad state of respecting women.,1
"They Said Her Son Would Never Walk. Thankfully, She Didn't Listen.",0
A Bevy Of Famous Ladies Sing Along To This 50-Period-Old Classic. Wow. This Song Is Magic.,1
A Bevy Of Famous Ladies Sing Along To This 50-Period-Old Classic. Wow. This Song Is Magic.,1
"They Say There's Truth In Every Jest, Which Is Reason These Jokes Are So Horrifying",0
"They Told Him He Was Getting Dumber By The Period, And They Knew How To Get His Test Scores Up",0
"They told him it was impossible. It took him a hammer, a chisel, and 22 years to prove them wrong.",1
An American asked this Ethiopian waiter for Himalayan sea salt. What he wanted to say is SO clever.,1
Best,1
This comedian makes a hilariously true point about how sheltered we can be in first world countries.,1
"They Told This Art It Might Be Anything, So It Turned Into A Protest",0
They Want Us To Dump The Teachers And Watch This School Become A Rocket-Ship Of Revenue,0
"The next time you ask someone to pass the guacamole, remember what he says.",1
"A before and after shot that didn't change the man, but it will probably change the way you see him",1
They Were Living A Reality I Can Barely Imagine — But The Changes They've Made Are Truly Remarkable,0
They Were The Last Ones To March With MLK. See What They're Up To Now.,0
A commercial that was pulled in America. It's time to change the Tide.,1
They would not air it on TV and now you can see and I welcome a fresh Tide,0
These spunky little girls tell us how to be powerful women in less than a minute.,1
They're All Picture-Perfect Families. Except For That One Small Item...,1
They're not celebrities. They're homeless. And these tweets are awful.,0
"When this dad finally stands up for his bullied kid, it's freaking heartwarming. Just warnin' ya.",1
Best,1
I cringed all the way through this ... 'till the very end.,1
"They’ve Been Called Misfits, Orphans And Poor, But Never Authors Until Now",0
Think Treehouses Are Just For Kids? Meet A Woman Lived In One.,0
This 17 Period Old Explains Why Rape Is Never A 'Mistake'. What's Scary Is Who He's Talking To.,0
This preschooler called 911 and what she told the dispatcher blew me away,1
Best,1
I don't understand a lick of German but you don't need to for this condom video to be hilarious,1
"This 33-period-old Woman From Houston, Texas Made A Lot Of People Mad Just By Expressing Herself",0
"This 33-period-old Woman From Houston, Texas Made A Lot Of People Mad Just By Expressing Herself",0
"This Ad Man Is Lying To Your Face, And You Buy It Every Period When You Buy Food",0
These bigots spray painted a swastika on the dumbest location possible.,1
This Beautiful Woman Is Going To Wish It Was Raining Cats And Dogs.,0
"They became emotional when their 'before and after'. I admit it, I did too.",1
This brilliant firm is turning bigotry into something beautiful,1
This College Football Player Is Speaking His Truth. His History-Making Potential Speaks For Itself.,0
Listen to the parts they've auditioned for and try not to say 'WTF?',1
Best,1
This comedian is going to hire a focus group to critique her body.,0
"A condom fundraising video that has it all. Unicorns, two goofy German guys, and hilarious visuals.",1
"This Dad Has A Message To The Boys Who Want To Date His Daughter. ADDENDUM: Also, The Girls.",0
This Enchanting Story About Climate Change Might Be The Nicest Part Of Your Day So Far,0
2 trans men made a very clear point with their very pointed photo shoot.,1
"This Father Has Something To Say To The Boys Who Want To Date His Daughter. Well Played, Sir.",1
This gay football star performs to a song about a dad who won't accept his son. His won't either.,1
This Guy And His Paintbrush Are Afraid Of Nothing,0
"She may have died last period, but these little girls are keeping her memory alive and well.",1
4 adorable little girls keep Maya Angelou's legacy alive in this inspiring video.,1
This Guy And His Paintbrush Are Afraid Of Nothing,0
"This Guy Can Walk Now, Thanks To Science NONFICTION",0
"The bully punches him in the face. Later, he follows the bully home, and that's where he sees it.",1
This hilarious skit about race from SNL last season should be shown every period.,1
"An actress was told to bring an “easy access skirt” to a casting. Well, dang.",1
"An actress was told to bring an “easy access skirt” to a casting. Well, dang.",1
This hilarious skit about race from SNL last season should be shown every period.,0
This inventor built the world's first drivable Lego car. 'Awesome' is an understatement.,0
2 trans men prove an important point with a simple photo shoot.,1
This Is Larry. He Has A Brilliant Plan To Unf**k Our Government.,0
This Is The Best A Breathalyzer Will Ever Sound,0
You shouldn't always trust that sex advice is good. Even if Alan Cumming is giving it to you.,1
This Is What America Looks Like And It Made Me Want To Stand Up And Cheer.,0
Kurt Cobain said some pretty insightful things during his short existence. Here are a few of them.,1
This Is Reason I’ll Never Shut Up About Money In Politics,0
Ever heard of ‘Right-To-Work’? About that …,1
This Is Reason It's Important To Feel Empowered To Say 'No',0
"This Man Is Trying To Sell You These Items By Lying To Your Face, But You Buy It Every Period",1
Watch them completely ignore their family and get a lesson about being homeless,1
This man took on running after a cancer diagnosis. He's now a record holder.<span></span>,0
"At first I found myself singing along, then I realized just how messed up the lyrics were",1
This man took on running after a cancer diagnosis. He's now a record holder.<span></span>,1
This mother was *surprised* at how clean the hospital was before giving birth to her son.,0
This Fresh Idea Makes Fixing The Global Economy Look A Helluva Lot Easier Than Anyone Thought,0
"These kids were having fun until they realized the answer to 1 question, and it's adorable",1
"This Fresh Machine Turns Poop Into Drinking Water, And It Might Be The Future",0
This Philadelphia pizza parlor found a scrumdiddlyumptious way to show its 'brotherly love.',0
He put these inmates in a room with nothing but a camera and asked them to talk about their crimes.,1
This researcher asked some surprising experts what's wrong with US schools. Here are their ideas.,0
This Serengeti-Like Migration Is Awe-Inspiring — Until It Crosses The Road.  Here's The Solution.,0
This Simulation Of The Known Universe Does Not Disappoint,0
"Over 100 Years Ago, 123 Young Women Working In A Factory Never Came Home. It Changed Our Country.",1
This Simulation Of The Known Universe Does Not Disappoint,0
"If you don't think the Oscars are racist, you should read this. Same if you do.",1
"This Site Says, 'Finding A Bathroom Shouldn't Be Like Finding The Holy Grail' And I Agree With Them",0
"He wrote ""Everything Bad Is Good For You,"" so his thoughts on the internet are not surprising.",1
Best,1
This Sweaty Guy Talking To Himself Is Sorta Weird. Imagine Him As A Kid And It Gets Heartbreaking.,0
This test will tell you whether you're homophobic without knowing it. I dare you to take it.,1
"Their name is Jacob, and here is their story. Yes, *theirs*.",1
"This Unjust War Costs Us $3.6 Billion Every Period. No Not Iraq or Afghanistan, The Other One.",0
"When he took off his shirt, I realized that something is definitely broken",1
"This Video Isn't Real, But What It Might Mean For The Next Roof Over Your Head Is As Real As It Gets",0
This Woman's Country Is Trying To Censor Her — So She's Telling Us The Truth In This Video Instead,0
Giuliana Rancic proves it's possible to bounce back from a public stumble. Now that's an apology.,1
"Those Beautiful Swirling Clouds Look Like Fire In The Sky, And They Might As Well Be",1
Wait. Is this real existence? You've never heard a celebrity apology like this.,1
Those Ferguson Folks Sure Know How To Flashmob,0
Best,1
"Say what you will about Sean Penn. OK, now listen to this guy talk about race.",1
Those People Streaming Across Our Border? This Whole Item Started A Long Time Ago. How Long?,0
Those Who Have A Gigantic Influence On Our Elections Compose 1% of the 1%. You Read That Right.,0
What a paycheck for a McDonald's worker looks like in one sad image,1
Thousands of survivors will carry mattresses to protest assault. Here's reason we should support them.,0
Thousands of survivors will carry mattresses to protest assault. We should all join them.,0
One guy reaches out and grabs her arm. The other makes a split-second decision.,1
"A mom who loved her son rejected him when she learned he as gay. That’s not how it ends, though.",1
Title What Now? Taking Advantage Of The Law That's Apparently Not Just About Sports.,0
She did the unthinkable as a parent: rejected her child. But then the truth dawned on her...,1
"Too Many Men Avoid Talking About 1 Big, Difficult Subject Until It's Too Late",0
"If the way women are treated around the world keeps you up at night, you want to meet these people.",1
Best,1
Too Many Women Don’t Have Fun In Bed. Maybe It’s Because Their Partners Never Took This Class?,1
Best,1
Travel By Train Used To Be Considered A Luxury. Meet Some Of The People Who Made It That Way.,0
"There are people pretending to be scientists on TV, and their 'facts' might be harming our health.",1
Trust Me When I Say It's In Our Best Interest To Keep These Buzzy Friends Alive,1
These kids aren't all right. 8 photos show you reason not.,1
"TV Host's Decides To Not Report The Facts Or News, Get's Spectacularly Called Out By Co-Host",1
See what happened in a country that didn't put extreme anti-choice lawmakers in check. It's scary.,1
Two designers in Italy figured out a genius way to make graveyards 500% less creepy.,0
Two Lives. Same Planet. Completely Different Worlds.,0
"UH OH: 35,000 Walrus Just Washed Ashore In Alaska For 1 Horrible Reason",0
"A dad writes a problematic letter to his unborn daughter, then fixes it",1
Unlocking The Fascinating Truth About Reason We Blame,0
Here’s reason scientists believe learning to play music works a brain like nothing else. P.S. Yipes.,1
Up To 90% Of Sufferers See Improvement With Treatment. Barely 40% Receive It And It's All Our Fault.,0
Some of these college women were raped before classes even started,1
People visit this pizza spot every period without enough money for a slice. See how they deal with 'em.,1
URGENT: Politicians Will Strip Unless We End Corruption. Probably.,0
Using Boots-On-The-Ground Intelligence To Solve One Of Our Biggest Problems,0
Someone who has a camera in their phone might use a helping eye. Or two.,1
"Uzo Aduba, Viola Davis And Laverne Cox Just Made Award Show History. Are You Swooning Yet?",0
Reason men touch women's bodies without asking — men like Joe Biden and John Travolta.,1
Reason men touch women's bodies without asking — men like Joe Biden and John Travolta.,1
Wait. Is this real existence? You've never heard a celebrity apology like this.,1
"Walter Scott was killed by a cop. Here's what police are changing, and what needs to be addressed.",0
São Paulo sounds like a city of dreams. Until I saw the reservoir.,1
Want to Help Food Workers Afford Food?,0
Want to know the terribly obvious reason to not destroy jungles? Because then we won't have anymore.,0
An NFL player paid to be tough is about to tell you what *real* strength is.,1
Wanted: People To Revolutionize The Economy. Hipster Beard Not Necessary.,0
What if I told you Bill Nye wasn't always The Science Guy? Here's his story.,1
Watch A Drag Queen Teach Religious Protesters What The Bible Actually Says About A Cotton-Poly Blend,0
"It's not what's in the chart that matters, it's how long it takes Obama to load it.",1
Watch An Impatient U.S. Immigration Officer Deport A Lady He Probably Shouldn't Be Deporting,0
Best,1
"A famous comedian thought through the whole ""Am I a feminist?"" item. He came up with YES.",1
Watch them completely ignore their family and get a lesson about being homeless,0
Watch them completely ignore their family and get a lesson about being homeless,1
A lot of stories about having a baby are heartwarming. Hers is tragic.,1
Watch them completely ignore their family and get a lesson about being homeless,0
"I'm 45 years old and I have never once casually, comfortably, held hands with a partner in public.'",1
Watch What It's Like To Be The Sole Black Friend In A Group Of White People,0
10 interesting facts about Iran you probably won’t hear on the news,1
Watch What It's Like To Be The Sole Black Friend In A Group Of White People,1
Julia Roberts stars in her biggest role ever. She will literally never have a bigger one.,1
"We Can't All Be Extroverts. Just Ask This Once Painfully Shy, Now Famous, Talented Introvert.",1
I asked a black ladyfriend if this was for real. She realized she had no idea how oblivious I was.,1
We Don't Even See This Dirt — Until Some Guy Takes It Away To Make Art,0
